用户名,会员,星级,评论,类型1,评论时间1,评论时间2,类型2,评论时间3,评论时间4
****b,,"<div class=""comment-star star1""></div>",盒子全都是烂的，第一感觉就不好。不好的一次体验。,,,,【改善暗沉】维生素面膜,2020-05-14 09:13,
就***哦,PLUS会员,"<div class=""comment-star star1""></div>",能保护好商品吗？只要没有纸盒包装每次送来的货都被压瘪戳漏。咱们能爱护一下商品吗？,,,2018-06-27 11:52,维生素面膜10片,,
****6,,"<div class=""comment-star star1""></div>",精华液少，感觉是假货,,,2016-05-06 22:01,透亮嫩白维生素面膜25ml*10,,
1***p,,"<div class=""comment-star star1""></div>",越用越差不知道那么高评分怎么来的,【改善暗沉亮肤】维生素面膜,2021-02-21 00:47,,,,
l***2,,"<div class=""comment-star star1""></div>",第一次买这牌子，精华有点少，和我买之前想象有点不一样,维生素面膜,,,,,2019-07-03 21:29
王***影,,"<div class=""comment-star star1""></div>",不好用，面膜超厚，不服帖,【改善暗沉】维生素面膜,2021-06-06 09:16,,,,
魏***7,,"<div class=""comment-star star1""></div>",脸部从来没有过过敏居然敷这个面膜过敏了,维生素面膜,,,,,2019-09-01 17:43
z****,,"<div class=""comment-star star1""></div>",收到货，包装都是烂的，有撕开的痕迹,,,2021-04-13 20:05,【改善暗沉】维生素面膜,,
u***u,PLUS会员,"<div class=""comment-star star1""></div>",买了三盒，收到的时候是这个样子的，发货的时候盒子肯定都是破损的，我也是醉了！,,,,维生素面膜,2018-11-05 19:24,
u***8,,"<div class=""comment-star star1""></div>",还么用，但是实在忍不住吐槽包装！就只是用个袋子包装，好歹也用个袋子啊！一拿到手就这样了！,,,2016-05-30 15:20,透亮嫩白维生素面膜25ml*10,,
d***q,,"<div class=""comment-star star1""></div>",盒子被打开过，撕开面膜袋子的口子也不平整，感觉是假货,维生素面膜,,,,,2019-09-05 21:43
高***长,PLUS会员,"<div class=""comment-star star1""></div>",假产品，用了起痘，痒,维生素面膜10片,2018-04-15 09:50,,,,
****r,PLUS会员,"<div class=""comment-star star1""></div>",面膜精华少的可怜，敷完以后没有什么效果。,【透亮美肌】维生素面膜,,,,,2020-03-30 15:22
8***g,,"<div class=""comment-star star1""></div>",面膜质量不是很好，精华少的可怜，下次不会购买了,【透亮美肌】维生素面膜,,,,,2019-11-14 12:40
晨***2,,"<div class=""comment-star star1""></div>",冒牌货！！！面膜比正品小很多！！！京东还有正品吗之前买的纸尿裤也是**的！再也不会在京东买了,维生素面膜10片,2017-07-08 22:06,,,,
****f,,"<div class=""comment-star star1""></div>",包裝像假货，用了后不像其它面膜皮肤光滑。不晓得是假的不？,维生素面膜10片,2017-12-13 10:16,,,,
****q,,"<div class=""comment-star star1""></div>",没有包装就算了、关键盒子都是破破烂烂、还准备送人怎么送,,,2020-07-03 17:19,【改善暗沉】维生素面膜,,
正****,,"<div class=""comment-star star1""></div>",精华液好少，也不服帖，不好用,【改善暗沉】维生素面膜,2021-03-20 19:01,,,,
萱***贝,,"<div class=""comment-star star1""></div>",从包装袋里拿出来就是这样子，速度咱不说京东就是快这包装也太仓促了希望下次可以包装不要这么惨,维生素面膜10片,2018-02-01 19:56,,,,
****o,,"<div class=""comment-star star1""></div>",居然红肿，过敏，气愤,维生素面膜10片,2017-11-22 09:30,,,,
****a,,"<div class=""comment-star star1""></div>",无纺布的，厚，并且偏小，难吸收，不喜欢,维生素面膜10片,2018-01-29 23:20,,,,
z***0,,"<div class=""comment-star star1""></div>",升级后没有以前的好用，有点怀疑是不是正品,,,2021-04-02 10:30,【改善暗沉】维生素面膜,,
亲***爹,PLUS会员,"<div class=""comment-star star1""></div>",开箱一看一共4盒有2盒开着口没有封口,,,2020-08-24 20:00,【改善暗沉】维生素面膜,,
白***m,,"<div class=""comment-star star1""></div>",真假难辨，收到是被拆开的不成样子的。条形码也扫不出来。,,,2020-08-21 18:06,【改善暗沉】维生素面膜,,
t***l,,"<div class=""comment-star star1""></div>",刚下单就降价了，送了一点都没有用的礼品就不给保价了。坑！坑！坑！物流很快，快递小哥很给力。,,,,维生素面膜,2018-11-09 13:06,
u***r,PLUS会员,"<div class=""comment-star star1""></div>",精华非常少，效果很差,【透亮美肌】维生素面膜,,,,,2020-01-02 09:08
T***4,,"<div class=""comment-star star1""></div>",快递包装都是开着的，里面包装开口出也已经破损了，看起来像旧的,,,2018-04-28 20:03,维生素面膜10片,,
宝***气,PLUS会员,"<div class=""comment-star star1""></div>",您没有填写内容，默认好评,【改善暗沉】维生素面膜,2021-08-20 18:31,,,,
****h,,"<div class=""comment-star star1""></div>",从来不知道京东的快递可以这么暴力，这盒子没有一个是正常的了，不说产品如何，就这盒子就感觉不是正品，跟我在唯，品，会买的差多了,维生素面膜,,,,,2019-06-21 16:46
u***r,PLUS会员,"<div class=""comment-star star1""></div>",第一次遇到这种情况，也么都是开口的？难道是现场包装的？还是别人的退货？,,,,维生素面膜,2019-06-18 18:50,
u***z,,"<div class=""comment-star star1""></div>",这次买这几盒都不怎么样不知道是不是假货面膜布很劣质跟以前的差远了,维生素面膜,,,,,2019-02-23 18:19
u***3,,"<div class=""comment-star star1""></div>",没有防伪标识，也没有发票，包装都烂了，不满意！,维生素面膜10片,2016-12-06 17:20,,,,
b***i,PLUS会员,"<div class=""comment-star star1""></div>",第二天就降价便宜了20元不划算！,【改善暗沉】维生素面膜,2021-09-04 10:08,,,,
****3,PLUS会员,"<div class=""comment-star star1""></div>",面膜打开里面干干的面膜硬硬的没法用,【透亮美肌】维生素面膜,,,,,2020-02-27 11:23
Q***X,,"<div class=""comment-star star1""></div>",试了三次才来评价，那么大的品牌，既然用一次起一次红疹，还以为脸有问题，好了又试才知道真的过敏,【改善暗沉】维生素面膜,2020-10-06 01:47,,,,
****q,,"<div class=""comment-star star1""></div>",不好用，闷，不透气不水润,【改善暗沉】维生素面膜,2021-06-21 22:49,,,,
丶***丶,PLUS会员,"<div class=""comment-star star1""></div>",包装敢不敢再简单点？就一个塑料袋子，小纸箱都不套个，打开就不想用的感觉,,,2018-06-07 09:42,维生素面膜10片,,
最***唐,,"<div class=""comment-star star1""></div>",这就是京东的包装不说话以前还是盒子现在直接是袋子真的开始怀疑京东的正品质量了,,,2017-07-12 19:19,维生素面膜10片,,
卢***岚,,"<div class=""comment-star star1""></div>",精华液太少，不太好用,【改善暗沉】维生素面膜,2020-10-08 09:49,,,,
q***r,PLUS会员,"<div class=""comment-star star1""></div>",没有封口直接就能打开了也不知道是不是正品被没被换过质量无法保证有效期显示到22年,维生素面膜,,,,,2019-08-28 21:12
爱***g,,"<div class=""comment-star star1""></div>",回来包装都是开口的，也不知道是不是拼装起来的，真是害怕?,【改善暗沉】维生素面膜,2020-11-08 18:04,,,,
z***5,PLUS会员,"<div class=""comment-star star1""></div>",老婆说以前从用这个从不过敏，这次买回来的用一片过敏一片，也不知道是真的假的，哎。。。,维生素面膜10片,2017-10-08 19:54,,,,
****b,,"<div class=""comment-star star1""></div>",面膜包装都是松的，商家赠送活动时间是5月1日到5月7日，今天收到快递却没有赠品，询问客服却告知赠品已经赠送完了。,【改善暗沉】维生素面膜,,,,,2020-05-06 19:51
M***气,,"<div class=""comment-star star1""></div>",感觉是假的，昨晚用了有种难闻的味道，而且一丁点效果也没,维生素面膜10片,2017-10-15 08:00,,,,
W***n,,"<div class=""comment-star star1""></div>",产品质感：用完之后过敏了和蓝色的不一样生气?,【改善暗沉】维生素面膜,2020-08-23 23:05,,,,
向***-,,"<div class=""comment-star star1""></div>",这上面包装就不能包装好一点嘛请问，买的东西不是东西嘛，怎么破,,,,,,
u***k,,"<div class=""comment-star star1""></div>",看着销售量买的使用一般般,【改善暗沉】维生素面膜,2021-07-14 22:52,,,,
****h,PLUS会员,"<div class=""comment-star star1""></div>",还没用，到时买的其他和款用了，是很嫩滑，到时面膜好小，跟在香港买的有点儿不一样,维生素面膜10片,2018-05-25 14:26,,,,
美***八,,"<div class=""comment-star star1""></div>",为什么京东上买的和代购的包装不一样？左边是代购的，右边是京东上买的,,,,维生素面膜10片,,
c***8,,"<div class=""comment-star star1""></div>",建议多用补水面膜吧，这内的用着皮肤不舒服。容易闷痘。,维生素面膜10片,2017-08-26 08:25,,,,
满***儿,PLUS会员,"<div class=""comment-star star1""></div>",发货前你们都要帮顾客打开包装看看里面之后再发货？,,,,,,
****f,PLUS会员,"<div class=""comment-star star1""></div>",买了很多次，一直觉得还可以，但是包装越来越差了，纸箱都没有，就一个塑料袋，本来的包装都压坏了,,,2018-08-14 10:36,维生素面膜10片,,
柠***算,PLUS会员,"<div class=""comment-star star1""></div>",这是被半路打劫了吗？怎么包装盒在袋子里面也能破成这样啊？难不成被掉包了？先不知道用起来如何，后面再追评吧,,,2018-09-24 22:33,维生素面膜10片,,
****1,,"<div class=""comment-star star1""></div>",买了3盒拆开快递就这样盒子破破烂烂的面膜还没有不知道怎么样,,,2018-04-07 12:51,维生素面膜10片,,
笑***3,PLUS会员,"<div class=""comment-star star1""></div>",不好过敏了，不知道是不是正品，不会再回购,【改善暗沉】维生素面膜,2021-06-22 22:18,,,,
****7,,"<div class=""comment-star star1""></div>",用户体验零分，盒子是开的，对的起我的钻石会员吗？求客服用借口征服我！,,,2017-07-26 20:28,维生素面膜10片,,
燃***来,,"<div class=""comment-star star1""></div>",都是临期产品，怪不得搞这么便宜，一直很相信京东没想到这次翻车了，看来以后还得货比三家，便宜就会出问题的！,,,2020-12-03 18:00,【改善暗沉】维生素面膜,,
蓝***8,,"<div class=""comment-star star1""></div>",我觉得是假的，跟之前用的一点不一样，过了7天，不给退货了！慎入。,【改善暗沉】维生素面膜,2021-03-28 19:29,,,,
F***0,,"<div class=""comment-star star1""></div>",面膜纸粗制滥造，跟在香港买的根本不一样，建议买化妆品还是去实体店买吧，万宁、屈臣氏都有,【改善暗沉】维生素面膜,2020-09-26 23:56,,,,
q***3,PLUS会员,"<div class=""comment-star star1""></div>",使用感受：不像之前买的面膜一点不服帖面膜纸很硬不怎么好,【改善暗沉】维生素面膜,2020-11-10 09:10,,,,
d***0,,"<div class=""comment-star star1""></div>",想着赶上活动多囤点留着用，是第二次购买，可是发回来的三种两种不一样，那个维生素的封口都没封，钢印还一擦就掉了，也不知道是不是真的，问了客服也没回答,,,,【透亮美肌】维生素面膜,2020-02-26 10:11,
****u,,"<div class=""comment-star star1""></div>",感觉跟之前买的不一样，这个面膜上的精华特别少，贴上去干干的,【透亮美肌】维生素面膜,,,,,2019-11-14 14:14
X***宝,PLUS会员,"<div class=""comment-star star1""></div>",质量好差，好粗糙，不好用，不建议购买这款,【改善暗沉】维生素面膜,2021-11-18 07:46,,,,
****v,,"<div class=""comment-star star1""></div>",用了这么久美迪惠尔的面膜，这次体验真的是贼差。精华少不说，敷上去还有一种烧脸的感觉，我佛了。,【透亮美肌】维生素面膜,,,,,2019-10-26 00:09
H***缘,,"<div class=""comment-star star1""></div>",效果好不好还不知道面膜基本没有精华敷到脸上***的,【改善暗沉】维生素面膜,,,,,2020-05-13 21:03
****r,PLUS会员,"<div class=""comment-star star1""></div>",精华液最少的面膜，而且拍错不愿意更改,【改善暗沉】维生素面膜,2021-06-26 17:07,,,,
u***l,,"<div class=""comment-star star1""></div>",这个面膜怎么说呢？它这个叫维生素面膜，我看了成分说明里，没看到有维生素的成份,,,,【透亮美肌】维生素面膜,2020-04-15 16:35,
l***I,,"<div class=""comment-star star1""></div>",一直用这个牌子的面膜，感觉这次买的不好用，补水效果不好，面膜纸还特别褶皱,维生素面膜,,,,,2019-03-24 13:58
****h,PLUS会员,"<div class=""comment-star star1""></div>",面膜精华少的可怜，甚至折合处还是干的,【改善暗沉】维生素面膜,2021-10-21 06:53,,,,
芸***樵,PLUS会员,"<div class=""comment-star star1""></div>",我习惯性好评的。但是这次确实无法忍受。年根将近，退货就来不及买了。京东的外包裹完全没问题，但是里面这包装…我真觉得恐怕是伪劣产品。,,,2021-02-04 16:28,【改善暗沉亮肤】维生素面膜,,
****d,,"<div class=""comment-star star1""></div>",买了三款，补水的那个，感觉敷了明显变白，这款敷了之后男朋友说我脸越来越黑,维生素面膜10片,2018-07-30 15:08,,,,
-***-,PLUS会员,"<div class=""comment-star star1""></div>",和我之前用的完全不一样面膜厚度大小精华也很少……京东真行啊,维生素面膜,,,,,2018-12-07 23:33
u***q,,"<div class=""comment-star star1""></div>",货收到好久了，一直没用，昨晚贴了一贴，居然过敏了，脸红了一天都没上班，一直在敷芦荟胶,,,,维生素面膜,2019-09-10 21:27,
a***9,,"<div class=""comment-star star1""></div>",还没来用，用了另外一款，和朋友在香港买的是不一样的，包装字体，用后感觉，面膜纸，都不一样,维生素面膜10片,2016-08-25 00:04,,,,
****n,,"<div class=""comment-star star1""></div>",精华太少，价钱不稳定,【改善暗沉】维生素面膜,2021-12-13 05:34,,,,
二***碧,PLUS会员,"<div class=""comment-star star1""></div>",产品质感：刚用，效果很一般，虽然买的比较火爆，但还是建议按照个人需**买，适合肤质：很一般补水效果：精华液比较多贴合效果：一般,【透亮美肌】维生素面膜,,,,,2019-11-03 11:03
****e,,"<div class=""comment-star star1""></div>",第一：面膜上没有logo.第二包装与外面不符合，第三：面膜偏白，正品的面膜较透，这个是奶白，建议实体店买，别贪便宜，我就是贪便宜了,维生素面膜10片,2018-06-29 11:25,,,,
****4,,"<div class=""comment-star star1""></div>",大家不要买用了之后脸发红发痒。过敏了。假货,【改善暗沉】维生素面膜,2021-12-16 11:46,,,,
****d,,"<div class=""comment-star star1""></div>",便宜没好货，质地和之前用的实体店买的不一样，明显感觉差很多！,,,2021-01-26 19:53,【改善暗沉亮肤】维生素面膜,,
粮***-,,"<div class=""comment-star star1""></div>",使用感受：不好不好用了过敏起痘痘其他特色：三盒用了三张过了退货期限喜欢的,【改善暗沉】维生素面膜,2020-10-27 21:10,,,,
熊***e,,"<div class=""comment-star star1""></div>",敷到脸上问道有一点刺鼻脸有点痒面膜有点硬和之前买的不一样呢,维生素面膜,,,,,2019-09-07 17:03
****m,PLUS会员,"<div class=""comment-star star1""></div>",这款面膜用着一直挺好，但就在最近这次买回来的面膜总感觉跟以前不一样了，首先买回来的时候包装盒颜色变了，用完之后脸上局部泛红，怀疑含有激素,维生素面膜,,,,,2019-05-19 11:38
****j,,"<div class=""comment-star star1""></div>",不好用，贴上脸部感觉辣烧，第二天脸上长痘了，小浓泡。买教训了。。。。。,【透亮美肌】维生素面膜,,,,,2020-03-10 10:42
****M,,"<div class=""comment-star star1""></div>",以后再也不用京东了，买了过敏就连处理的人都没有，都是机器使用感受：过敏产品质感：不舒服适合肤质：过敏千万别买补水效果：一会儿就干贴合效果：合适,维生素面膜,,,,,2019-08-31 19:03
叶***-,PLUS会员,"<div class=""comment-star star1""></div>",没精华，干干的，假的吧跟之前我用的不一样,【改善暗沉】维生素面膜,2021-11-20 22:53,,,,
