user_name	is_plus	star_num	comment	commodity_type	type_index	star_index
****s	1	5	刚用了一片面膜，这款面膜还不错，这个香味我喜欢，补水效果的话，还可以，洗完脸不拔干，也不刺激，面膜也非常贴合，一直都信赖京东。	深层补水【水润安瓶面膜】	5	0
我***儿	1	5	这个面膜真是补水绝绝子了，一转季洗完脸，我的脸就会很干，连续用了这个两天，脸上不擦任何护肤品也不显干了，洗完脸没有紧绷感，真是干皮的救星	深层补水【水润安瓶面膜】	5	0
y***0	1	5	精华是名副其实的多超级多。可以糊一脸。不用擦匀的那种。厚厚的一层啊然后半个小时之后，揭开面膜，糊在脸上的精华少了。emmm应该是被吸收了，再按摩个几分钟，把多余的精华洗掉，再按正常护肤顺序，感觉脸滑滑的，白净了很多	深层补水【水润安瓶面膜】	5	0
l***2	1	5	回购多次的面膜，这个系列刚开始用，比较薄，很不错的感觉，精华很足，补水效果也很好，其他效果的话需要长期使用才能发现。总之性价比还可以的一个面膜。	深层补水【水润安瓶面膜】	5	0
现***g	1	5	这款面膜，个人感觉真的很好用。特别贴合皮肤。非常滋润，非常棒这已经是第三次购买了。价格也实惠。非常便宜。里面的乳液非常的多，特别厚重。可以敷脸，脖子，手都都用了。推荐	深层补水【水润安瓶面膜】	5	0
****4	1	5	秋冬季节皮肤缺水严重，涂抹式面膜已经无法解决皮肤干燥问题正好赶上双十一，立马囤了几盒，薄薄的全棉面膜纸，敷在脸上完美极了，精华液也很多，袋子里面剩余的还可以用来擦手，补水效果也是真的很不错，大家赶紧立马用起来美美的吧	深层补水【水润安瓶面膜】	5	0
n***t	1	5	物流京东次日达，这速度杠杠的，没得问题的包装包装还行，马马虎虎商品本身是我要的东西，效果很好，很不错，比之前买的某牌子好多了，赞一个	深层补水【水润安瓶面膜】	5	0
A***z	1	5	补水效果非常好的产品，使用起来效果非常明显，有明显的改善效果，夏天可以放在冰箱中冷藏一下再敷面，超清凉舒适，品质保证的产品，极力推荐。	新品【透亮保湿】水润安瓶面膜	5	0
****x	1	5	面膜收到了，是正品，拆开之后，薄薄一片，水润服帖，用完后不紧绷，吸收很快，舒服很好用，价格实惠，物美价廉，值得购买。推荐	深层补水【水润安瓶面膜】	5	0
w***1	1	5	肤混油偏干，秋冬季皮肤偏干，面膜纸很薄贴上去很服帖，感觉补水保湿效果不错哦，皮肤敷完水水的，很舒服，不错	深层补水【水润安瓶面膜】	5	0
****b	1	5	夏天的时候，被大大太阳晒了一下午，我就喜欢用舒缓的，还能把肌肤里的脏东西清理掉，红血丝感觉缓解了很多补水效果好，会回购哦	【补水保湿】水润安瓶面膜	5	0
W***I	1	5	膜布好舒服，精华也很多，剩余的精华可以涂完腿和脖子，以前用的多的是美迪惠尔的补水和美白的多，这款看补水效果应该更深一点就买来试试	深层补水【水润安瓶面膜】	5	0
P***H	1	5	美迪惠尔水润舒缓安瓶面膜，水润保湿有光泽，冬季太干燥了，赶紧买面膜来补补水，感觉还不错，精华液很充足，面膜纸不会很厚，可以可以	深层补水【水润安瓶面膜】	5	0
W***f	1	5	第一次购买，摸起来很舒服，很有质感这个品牌的东西都很不错，每次都会回购，而且性价比也很高，推荐给大家。这个款的功能不一样，第一次尝试，期待效果	深层补水【水润安瓶面膜】	5	0
么***个	1	5	挺不错的东西，回购了好多次了，这个很不错的，值得拥有，给大家推荐一下，很不错的东西，哈哈哈哈，这个确实可以，很溜溜的东西喜欢	新品【透亮保湿】水润安瓶面膜	5	0
j***a	1	5	买回来就迫不及待地使用了，感觉还是很不错的样子，感觉也很舒服这个牌子的面膜，已经买过很多很多次了。有不同种的含量的，不同种的香味的，有不同种的效果的。	新品【透亮保湿】水润安瓶面膜	5	0
x***u	1	5	美迪惠尔Mediheal水润舒缓安瓶面膜片盒片富含整瓶安瓶精华润泽水光透亮保湿）这款面膜之前有用过，用过好几个类型的，黄色的，绿色的，补水很好的，而且做活动有优惠，价格合适，性价比很高呢，这次老公买了四盒，能用一段时间了，赞	新品【透亮保湿】水润安瓶面膜	5	0
谁***家	1	5	一下子买了件打五折。很划算喔，应该可以用一段时间了的那个免洗面膜用起来很省心，不用洗，也特别水润，下次再试试黄色那一款	深层补水【水润安瓶面膜】	5	0
木***墙	1	5	趁着活动给媳妇囤几件，好用的话再来，买了四盒应该够用一段时间了，看看有效果么，第一次用的时候滑滑的凉凉的，水分很足，送货很快	深层补水【水润安瓶面膜】	5	0
****c	1	5	一直以来购物都是京东送货快服务好正品保障物美价廉请朋友们放心购买一直以来吃的用的啥都是首选京东大爱粉丝一枚喜欢物美价廉	新品【透亮保湿】水润安瓶面膜	5	0
皇***星	1	5	已经买回来用了很长一点时间呢，所以下来评价，我自己感觉还很不错，用完效果也是比较明显的。不过也是要看一下自己的肤质，看那种最合适。	深层补水【水润安瓶面膜】	5	0
i***伯	0	5	很好用，种草很久了，被无数测评机构推荐，肤感很棒，补水效果也不错，值得推荐和购买，无数次回购，非常推荐，碰到活动优惠力度也很大。	新品【透亮保湿】水润安瓶面膜	5	0
l***7	1	5	四款中排名第三吧没有什么特别出色的感受补水锁水润肤效果都是中等水平吧综合性价比很高适用于日常补水用不适合特别干燥的皮肤	深层补水【水润安瓶面膜】	5	0
h***8	1	5	活动价买的，质量很不错，面膜纸的品质很细腻柔软，和肌肤贴合很舒适，透气。皮肤清洁补水之后使用，效果更加明显。送货上门，速度快。	新品【透亮保湿】水润安瓶面膜	5	0
止***8	1	5	这个牌子的面膜已经多次使用，面膜上脸舒适，完全不紧绷，很舒服。补水效果很好，最近天气干燥天天使用。肤质明显变好。有活动快囤货	深层补水【水润安瓶面膜】	5	0
****t	1	5	这款美迪惠尔新出的修复款，很适合痘痘肌，一点不黏腻，敷分钟，脸部非常清爽舒缓	新品【透亮保湿】水润安瓶面膜	5	0
****z	1	5	会非常有拉力，精华液很多用后感觉皮肤特别滑嫩各种肤质都可以吧超级超级好活动时间同时买了七八盒，特别划算，够用好久了，	新品【透亮保湿】水润安瓶面膜	5	0
落***忆	1	5	朋友推荐的实体店比较贵在京东购买便宜很多薄薄的膜很服帖敷完面膜觉得脸上水嫩嫩的，不油腻补水急救首选便宜用起来也不会心疼了	深层补水【水润安瓶面膜】	5	0
****1	1	5	补水型的面膜，性价比极高，听说这款是升级版。首先的感觉是膜布薄了，个人觉得这个很重要，肤感用上去会更舒适，也愿意用了。	深层补水【水润安瓶面膜】	5	0
****e	1	5	用美迪惠尔好多年了，上学就在用，一直觉得很好用，补水效果非常好，而且特别划算，一看到出新品就迫不及待买来试试，敷了几片敷完脸上水嫩嫩的，皮肤光滑，会一直回购	新品【透亮保湿】水润安瓶面膜	5	0
****c	1	5	面膜还是很好用的，在京东秒杀抢到的，优惠力度很大，也很实用好用，就是其中一款的面膜挺大的，对于脸比较小的人不怎么好贴上去	新品【透亮保湿】水润安瓶面膜	5	0
****w	1	5	补水效果非常棒，面膜大小合适，对于脸型非常服帖，每两三天用一次，缓解了皮肤的干燥情况，促销活动也非常合适，继续回购，囤货中	深层补水【水润安瓶面膜】	5	0
T***耶	1	5	心仪已久，趁着活动果断下手，用过之后感觉很不错，补水保湿效果都很好，是正品，快递也很给力，包装严实没有破损，果然名副其实半价它不香吗	深层补水【水润安瓶面膜】	5	0
e***l	1	5	Mediheal的產品一直質量在線，第一次購買這款AquaSoothing面膜，因為皮膚有點敏感，這款舒緩面膜用後覺得很舒服，很滋潤。	深层补水【水润安瓶面膜】	5	0
十***x	1	5	之前买过好多次了，很好用使用感受超级补水，杠杠的。我是油皮，适合补水，这个蓝色的巨补水趁着月份，有活动的时候买的，一盒也就多，超级实惠	新品【透亮保湿】水润安瓶面膜	5	0
行***湖	1	5	美迪惠尔的透明质酸钠面膜，个人觉得补水能力超强买回来最先用的就是这个款式用着非常舒服，面膜很贴合，补水一级棒，味道也给我很喜欢的会回购的，真的很不错	新品【透亮保湿】水润安瓶面膜	5	0
不***3	1	5	活动期间买的，好便宜呀，用了感觉脸上润润的，滑滑的，我是易过敏体质，用了也没有过敏，而且精华液也超级多，好评，大家放心买吧。	深层补水【水润安瓶面膜】	5	0
行***湖	1	5	买了一堆美迪惠尔的面膜补水的，修复的一直在用美迪惠尔的品牌，价位合理，商品还很好，性价比超高的面膜，一直会回购棒棒哒	深层补水【水润安瓶面膜】	5	0
****O	1	5	朋友推荐过来买的，趁搞活动一下子买了几十片，用了几片补水能力杠杠的，膜布厚实挂的住精华，敷了十几分钟后，洗完发现脸上嫩嫩的，真的不错呢	深层补水【水润安瓶面膜】	5	0
发***儿	1	5	买了两款，试用的效果都蛮不错的，在这个价格来看性价比非常高了，就当补水面膜用就好了。放进冰箱冰一下，就很舒服。京东买下来真的好便宜，凑单再买了些别的，感觉和双十一价格差不太多。而且第二天就能送到，物流很快超级棒～快递小哥辛苦啦	新品【透亮保湿】水润安瓶面膜	5	0
****n	1	5	面膜收到有一段时间了用了很多次了很好用啊精华很多面膜跟脸的服帖度超级高这一点我太喜欢了用其他家的面膜感觉都不标准贴不好这个面膜就不会很好操作一下就贴上了膜布厚度也正合适值得购买	新品【透亮保湿】水润安瓶面膜	5	0
w***0	1	5	物流配送速度非常效率，活动期间购买，价格实惠美丽，经常使用的一款面膜，补水效果不错，合适各种肤质原液的含量很高值得购买	新品【透亮保湿】水润安瓶面膜	5	0
****L	1	5	多次购买的面膜了。补水效果非常好能够信赖的品牌各种不同功效的都可以尝试效果也都不错非常喜欢五星好评产品质感很好使用感受不错适合肤质偏干的用了挺好的补水效果很好	深层补水【水润安瓶面膜】	5	0
悠***舟	1	5	物流超级快非常好有活动还是非常划算的突然发现面膜快没了赶紧买的一直用这个牌子的用完清爽不黏腻很喜欢而且很舒服	深层补水【水润安瓶面膜】	5	0
0***i	0	5	物流超级快，隔天就到，派件员态度很快，面膜包装简洁，视感看着舒服，面膜ml一片，十片一盒，保湿效果很好，用完会回购	深层补水【水润安瓶面膜】	5	0
1***7	1	5	很多年前火起来的韩国面膜希望是正品啊，物美价廉很重要最核心的是保障品质呀，物流很快，趁活动购买性价比高，面膜贴合性不错淡淡清香补水效果感觉一般哈	深层补水【水润安瓶面膜】	5	0
****m	1	5	还没有用，最近脸干的厉害买来试试这个。用蓝色的那个比较多。京东物流很给力不耽误。用的好会再用，应该是正品。活动的时候很划算。	深层补水【水润安瓶面膜】	5	0
I***狸	1	5	我是干性皮肤，保湿效果很不错，除了保湿那个精华多点，其他几款精华不太多，还没太看出效果，再用一阵再看看效果吧，不管怎么说，京东物流很给力	新品【透亮保湿】水润安瓶面膜	5	0
a***麻	0	5	面膜不错，美迪惠尔的新品面膜，补水效果很好，推荐大家入手，有活动的时候入手比较划算。推荐入手。我一直用这款面膜。品牌面膜，值得信赖。哈哈哈	新品【透亮保湿】水润安瓶面膜	5	0
j***倩	0	5	对比积雪草的那款，这款精华就粘稠很多补水效果敷完脸上很滋润水分满满的感觉虽然效果都还可以，不过不太喜欢黏腻的感觉	深层补水【水润安瓶面膜】	5	0
h***4	1	5	用着很不错，很喜欢这个，经典款，这个补水效果我很喜欢，给家人买的也是这个比较喜欢，强烈推荐，而且经常有活动，可以活动多买点	深层补水【水润安瓶面膜】	5	0
阿***合	1	5	买的时候说是新产品，抱着试试看的心态买了一盒，用了一片感觉很不错，双十一拍了四盒，有三盒都是这款，可以用好长一段时间了。用完还会再回购的。	深层补水【水润安瓶面膜】	5	0
A***雅	1	5	搞活动的时候买很划算，一直在无限回购的一款，面膜纸薄而且是蚕丝的，性价比很高，一有活动赶紧来囤点放家里备用，马上过年了，	深层补水【水润安瓶面膜】	5	0
a***o	1	5	给女朋友囤货的，价格是非常的实惠啦，使用效果也很棒，补水效果也不错，适合各种肤质，品牌有保证，物流快速，包装精美，是该被夸奖的	深层补水【水润安瓶面膜】	5	0
爱***4	1	5	这是囤的几十片面膜中其中一个，这个也是第一次用，听说含，用了大概有次的样子，保湿效果还是很不错的，以后应该会回购。	新品【透亮保湿】水润安瓶面膜	5	0
x***e	1	5	习惯了用美迪惠尔，补水效果很好，一次性都是囤几大盒慢慢用，优惠力度也还可以，主要是皮肤适合，美白补水清洁面膜都买了，能用大半年	深层补水【水润安瓶面膜】	5	0
汪***狗	1	5	面膜收到了，日期很新鲜的。以前就一直用过这个牌子的，很保湿，特别是冬天这个季节，更加要注意保湿了，集美们啊，要坚持使用哟	深层补水【水润安瓶面膜】	5	0
花***少	1	5	双十一囤货，进入冬天天气太干了，这款面膜补水效果很好，精华多，这次是补货，长期用效果还不错，性价比一直还不错，推荐大家使用	深层补水【水润安瓶面膜】	5	0
****H	1	5	第一次用这个品牌，买来用了两片了，感觉很好，补水效果特棒哇，以后就用它了	深层补水【水润安瓶面膜】	5	0
付***坡	1	5	被我妈一片一片用完了。看来这个还是可以的。做活动买了包，同一个品牌，不同的四种颜色，很耐用，性价比很高，物流很快，会回购。	深层补水【水润安瓶面膜】	5	0
8***g	0	5	回购过很多次美迪惠尔面膜了，非常好用，第一次买个效果的，很期待，希望也很好用，疫情当下，京东物流很给力，送货上门，包装也好	深层补水【水润安瓶面膜】	5	0
E***Y	1	5	质地柔软使用感受非常舒适适合肤质干性皮肤	深层补水【水润安瓶面膜】	5	0
西***仔	1	5	东西不错，还挺湿润的，快递很快拍完隔天就送来了。而且送货上门，很方便。价格也还可以。挺优惠的。下次有活动还会考虑买，挺好的。	深层补水【水润安瓶面膜】	5	0
p***y	1	5	好便宜呀，好便宜呀，好喜欢京东的活动，一次过买了四盒一共片，冬天得补齐水来呀，里面有磁铁鉴别真假，已经验过是真的，带有绿色条纹。	深层补水【水润安瓶面膜】	5	0
u***d	1	5	很服帖，我很喜欢，补水效果不错适合肤质所有补水效果满意	深层补水【水润安瓶面膜】	5	0
w***6	1	5	第一次尝试用这个系列，果然没有让我失望。补水效果好，而且价格也特别实惠。用完以后也脸我不会觉得粘粘的。打算下次搞活动继续囤。	【补水保湿】水润安瓶面膜	5	0
u***q	1	5	一直用这款面膜很多年啦，每年做活动的时候就买几盒囤着，用起来非常水润，很方便，非常好用很喜欢，买了很多啦够用挺长时间的很不错	深层补水【水润安瓶面膜】	5	0
u***7	0	5	用了他家的黑色面膜，细致毛孔那款感觉用着还可以，所以趁活动就又买了很多，他家面膜的补水效果都是很可以的	新品【透亮保湿】水润安瓶面膜	5	0
大***0	1	5	到货后就迫不及待地拆开试用啦，很服帖，味道小清新，精华不多不少。敷完分钟，皮肤喝饱水的感觉，闭口也消下去一点了，后续护肤简单了很多。关键是京东的价格特别好，折合一片才四块多，完全不心疼哈哈哈	新品【透亮保湿】水润安瓶面膜	5	0
****k	1	5	非常好用，很滋润，每次用完脸上都光滑细腻，如果经常有优惠就更好啦	新品【透亮保湿】水润安瓶面膜	5	0
c***1	0	5	趁活动买的，很划算，这款跟其他美迪惠尔的不太一样，精华液也很多，敷着也舒服，挺好的，可以试试其他功效的，等下次活动载入手多些。	新品【透亮保湿】水润安瓶面膜	5	0
m***2	1	5	高端大气上档次使用感受份足，补水效果好贴合效果新品紧贴皮肤	新品【透亮保湿】水润安瓶面膜	5	0
清***m	0	5	面膜非常好用，非常适合现在的干干燥的天气，已推荐亲朋好友都买了，自己也是回购很多次了，会继续关注这个产品的，总之就是很满意的啦	深层补水【水润安瓶面膜】	5	0
林***爸	1	5	这款面膜质量非常好，水特别足，特别润卖家发货快，服务好，品牌非常棒下次还来买，放心用	【补水保湿】水润安瓶面膜	5	0
愤***汁	1	5	跟描述的是一样的，包装盒很显高档，物美价廉，京东快递速度非常到位，面面膜性价比非常高非常好下次搞活动再屯一大波，够用很久了	新品【透亮保湿】水润安瓶面膜	5	0
r***3	1	5	搞活动买的嗯，买的有一段时间了，都还没用完，很实惠。就是懒我家小孩岁也在一起用，应该没问题吧这个用起来挺干爽，好样的	新品【透亮保湿】水润安瓶面膜	5	0
A***j	0	5	非常好质量好，一直信赖京东，趁着活动入手划算，发货快，包装得好，非常不错，全新体验，赞赞赞	深层补水【水润安瓶面膜】	5	0
蓝***爱	1	5	对皮肤有明显的改善效果，皮肤敏感也可以使用，不仅保水而且美白效果很好，每一个都是独立包装很方便携带不占地方，发货快我很满意	新品【透亮保湿】水润安瓶面膜	5	0
****1	1	5	活动价不到一盒，很划算，精华液很多，和补水款不太一样。	深层补水【水润安瓶面膜】	5	0
顽***猴	0	5	囤货的面膜，效果感觉还不错。搞活动的时候买的价格很合适，冬天皮肤很容易干燥，这个面膜性价比高，每天敷也不心疼，皮肤水嫩嫩的。	深层补水【水润安瓶面膜】	5	0
****N	0	5	感觉有点清爽，看着很干净舒服，使用起来很保湿，京东自营就是不错	新品【透亮保湿】水润安瓶面膜	5	0
****5	0	5	很好用，补水效果挺好的，连续用了天，皮肤明显水润了	深层补水【水润安瓶面膜】	5	0
林***2	1	5	面膜到货了，从大学就开始用她家的面膜很多年了一如既往的那么好，平价好用，很适合学生党，面膜是消耗品，有活动我要多囤些，嘻嘻	深层补水【水润安瓶面膜】	5	0
r***9	0	5	当时敷完效果很不错，润润的，睡一觉，第二天感觉和没敷区别不太大贴合效果面膜纸很薄，透明的，精华液也比较多，敷在脸部很贴合适合肤质混合皮用也还不错	深层补水【水润安瓶面膜】	5	0
t***Y	0	5	这款新品是第一次用，满满的精华补水，用完皮肤水水嫩嫩的，非常好	新品【透亮保湿】水润安瓶面膜	5	0
u***b	1	5	京东快递速度很快，第二天就到了，一点都不耽误使用，活动价格便宜，买了很多，够用一阵子了，包装精美，使用效果不错，水分充足，很好。	新品【透亮保湿】水润安瓶面膜	5	0
z***7	1	5	补水很好的，而且做活动有优惠，价格合适，性价比很高呢，这次买了几盒，能用一段时间了，面膜好闻淡淡的清香膜布薄软有弹性很服帖补水效果相当好精华液很多很温和不刺激很喜欢。	新品【透亮保湿】水润安瓶面膜	5	0
****3	1	5	弹，嫩，滑使用感受肌肤水润饱满有效性适合肤质必须干性啊哈哈（本人属干性皮肤非常非常非常好贴合效果很完美面膜好用性价比高，每次有活动都要屯点货，这次两箱应该够用很久了吧	深层补水【水润安瓶面膜】	5	0
a***3	1	5	应该是进口商品，包装上跟层没有中国字样。搞活动时候买的很便宜。买四赠一才一共。作为消耗品挺划算的。用起来也不心疼	深层补水【水润安瓶面膜】	5	0
****y	1	5	凑单一起买了好几款，感觉这款保湿，用了舒服快递给力物美价廉	新品【透亮保湿】水润安瓶面膜	5	0
吧***孩	1	5	面膜不错很棒，非常适合油性皮肤，非常的nice，很熟爽，非常的棒，你值得拥有的一款无敌的产品，双倍滋养你的皮肤，非常的nice	新品【透亮保湿】水润安瓶面膜	5	0
棕***猫	0	5	包装完好无破损，快递给力，昨晚就用了一片面膜，今天早上起来就缓解脸干爆皮，果然有用使用效果非常好，姐妹们可以囤冲啊	新品【透亮保湿】水润安瓶面膜	5	0
麦***果	1	5	第一次买这个，看评论大家说这个黄色的好用，就想着，买回来试试吧，还真是不错，集美们，可以放心买了	深层补水【水润安瓶面膜】	5	0
****8	0	5	面膜手感不错，贴在脸上也很服帖，凉凉的，滑滑的，尺寸适合。补水效果很好，使用后皮肤赶紧水水的，很清爽，不油腻。个人觉得适合所有的肤质，不挑皮肤。补水效果很好贴合效果很服帖，不会翘起来，个人挺喜欢的。喜欢在京东购买，一是有活动，二是速度很快，今天下单明天到货	新品【透亮保湿】水润安瓶面膜	5	0
l***夂	1	5	质感还是很不错的，薄薄的。使用起来很是水润的。任何肤质都可以的。补水效果也是相当不错的。贴合度也很好的。整体来说还是比较适合我的。	深层补水【水润安瓶面膜】	5	0
A***1	1	5	产品非常的好用，非常的适合干性皮肤，一次买了四盒，价格也非常的划算，值得推荐给大家	深层补水【水润安瓶面膜】	5	0
3***玲	1	5	膜薄，精华多，不刺激，很好，值得购买，下次有活动还买	【补水保湿】水润安瓶面膜	5	0
****M	0	5	这款是水润款面膜，果真很水润，味道很清新敷上去也很服帖，性价比很高，非常值这个价格，物有所值，推荐推荐，是肯定不会踩雷的哦	新品【透亮保湿】水润安瓶面膜	5	0
f***n	0	5	是比较水润的，清爽，很适合夏天敷贴合效果比较贴合使用感受可回购	新品【透亮保湿】水润安瓶面膜	5	0
z***8	1	5	一直在使用美迪惠尔面膜，水润舒缓安瓶面膜是第一次使用，面膜的精华液果然多，都滴出来了。使用面部贴合，清凉滋润。用后脸上很滋润，看起来也有了光泽。多余的精华滋润了身体，一点都没浪费。秒杀买了三种，都好用，喜欢。	新品【透亮保湿】水润安瓶面膜	5	0
u***e	1	5	很好，物美价廉，喜欢好评，物流给力，好评，物流给力，京东给力，第二天就到，很快，补水效果很好，物美价廉，喜欢，好评，还会购买	新品【透亮保湿】水润安瓶面膜	5	0
浮***鱼	1	5	看起来还不错，包装的很仔细，价格也非常公道，用起来也挺好的，还会继续买买买	新品【透亮保湿】水润安瓶面膜	5	0
w***7	1	5	收到后马上使用了一下，感觉面膜质地非常细腻，抹起来很舒服柔和，清洁力度杠杠滴，温和不刺激，味道也很棒呀，清香又干净，很舒服的香味双十一促销活动很划算，我买了盒，发货送货都很快而且物美价廉，这下可以用很久	深层补水【水润安瓶面膜】	5	0
****2	1	5	这款美迪惠尔的面膜第一次购买，使用起来比较水润，感觉也很适合夏天使用，这天气用免洗的睡眠面膜就会很油腻还会出汗，还是这种比较好	新品【透亮保湿】水润安瓶面膜	5	0
x***u	1	5	美迪惠尔Mediheal水润舒缓安瓶面膜片盒补水保湿水光透亮男女适用一直都在用着这一款面膜，使用起来一直都是感觉都挺好的的，无论是产品的质量还是大小规格都非常合适，晚上吃过晚饭躺在床上敷上面膜感觉非常喜欢，吸收水分效果也挺好，用完之后感觉脸上皮肤也变好了。	深层补水【水润安瓶面膜】	5	0
c***7	0	5	皮肤容易变干敏感，敷完这个面膜第二天早上起来皮肤特别水润光滑，一周大概敷三次左右，皮肤会越来越光滑细嫩。这款面膜非常好用，水分十足，补水效果非常好，里面的精华液非常多，价格比实体店便宜多了，面膜裁剪非常贴切，能够和脸部贴合的很顺畅。	深层补水【水润安瓶面膜】	5	0
楊***杨	1	5	面膜收到了超大一箱，一直用的护肤品，面膜当然也选择这个啦这款面膜有很多款，先用了黑面膜，打开精华挺多的，敷了分钟，脸好水的感觉，过后也不会黏黏的，敷了洗下脸在拍一点爽肤水，都感觉自己的脸能掐出水了	深层补水【水润安瓶面膜】	5	0
a***8	1	5	冬季皮肤很容易干燥起皮，面膜的保湿效果特别好，而且贴合皮肤，精华液多，轻轻按摩至吸收，皮肤光滑水润，很细腻的感觉，很喜欢	深层补水【水润安瓶面膜】	5	0
轻***2	1	5	活动京东大促销活动时候买的，很多东西家里的基本都是从京东商城网购购买的尤其是活动的时候很便宜也很实惠，面膜补水效果还可以	新品【透亮保湿】水润安瓶面膜	5	0
杨***3	1	5	面膜裁剪设计很到位，鼻子眼眶周围都可以很好的敷到，没有气泡适合肤质我是混合性肌肤，很好用完全不过敏，已经回购N次补水效果每次使用完后脸上水水润润的，保湿效果很好。	深层补水【水润安瓶面膜】	5	0
吧***噗	1	5	居然出奇的好用很补水，跟水库不相上下，值得回购韩国补水面膜鼻祖出的新品还是非常值得信赖相信京东	新品【透亮保湿】水润安瓶面膜	5	0
j***9	1	5	这款美迪惠儿的透明质酸保湿面膜洁面以后用爽肤水护理肌肤，然后取出面膜嗯面不容或将面膜敷于面部概概分钟以后取下面敷面膜轻轻的拍到脸上直至精华全部吸收嗯用完之后感觉皮肤很嫩	【补水保湿】水润安瓶面膜	5	0
M***o	1	5	收到就赶紧用了，最近缺水到脸痒。很柔软，很补水。	新品【透亮保湿】水润安瓶面膜	5	0
****D	0	5	活动买很优惠。用过很多盒了，补水效果很好，包装完好没有破损并缺配送很快，当天就到	深层补水【水润安瓶面膜】	5	0
夜***9	1	5	因为用过好用，所以才会推荐，好评，这么好用的面膜不推荐给我大家，感觉有点对不起常年的网购，用完皮肤好滑，皮肤好好，双十一买的，并且很划	深层补水【水润安瓶面膜】	5	0
