user_name	is_plus	star_num	comment	commodity_type
l***8	0	1	从来不过敏，用完竟然过敏了	毛孔紧致黑炭面膜10片
爱***丶	0	1	用了一次，没时间用还可以吧	毛孔紧致黑炭面膜10片
绝***富	0	1	不在不怎么样凑合一般	【紧致肌肤】毛孔紧致黑面膜
创***靈	0	1	刚收到货就降价。申请价格保护根本不会通过	毛孔紧致黑炭面膜10片
****e	1	1	包装都坏了，面膜都正品，希望商家包装好点	毛孔紧致黑炭面膜10片
小***0	1	1	用到最后一个，里面没有面膜纸，空空如也，什么情况	毛孔紧致黑炭面膜10片
帅***宝	1	1	不要浪费钱一点都不好用	毛孔紧致黑炭面膜10片
Z***r	1	1	到了包装什么的都压扁了，好伤心呐	毛孔紧致黑炭面膜10片
天***君	0	1	货不知道给我送哪去了，根本没收到	毛孔紧致黑炭面膜
秦***9	0	1	怎么用了几天会出现红的点，难道我过敏，	毛孔紧致黑炭面膜10片
****c	0	1	买来送人的，但是过期了过期了过期了	毛孔紧致黑炭面膜10片
****d	0	1	不知道为啥过敏了不敢用了	毛孔紧致黑炭面膜10片
a***3	0	1	感觉还没有国产品牌的好	毛孔紧致黑炭面膜10片
****y	0	1	发错了那个贵的少发了盒换了便宜的	毛孔紧致黑炭面膜10片
****g	0	1	包装差，就两盒面膜套一个袋子，盒子都烂掉了	毛孔紧致黑炭面膜
O***_	1	1	这是什么鬼包装，摔成这样	毛孔紧致黑炭面膜
w***g	1	1	东西还行，京东没诚信，一星评价一百次	毛孔紧致黑炭面膜10片
我***青	1	1	价格起伏这么大才几天就降价左右了不嗨森	毛孔紧致黑炭面膜10片
随***超	1	1	就成这样子吗没用呢，到了都先烂了	【紧致肌肤】毛孔紧致面膜
****6	0	1	客服什么也不懂，问怎样用也说不清楚	毛孔紧致黑炭面膜
嘟***4	1	1	产品还没用，但是破损成这样，也是呵呵。	毛孔紧致黑炭面膜10片
x***n	0	1	期待有效果，好东西一定会再买	毛孔紧致黑炭面膜10片
****w	1	1	总感觉封口是背吹风机吹过的，又沾起来的	毛孔紧致黑炭面膜
H***f	1	1	一直用的，以后再也不用了。	毛孔紧致黑炭面膜10片
****t	0	1	实体店也才八十一包提高价在打折没意思	毛孔紧致黑炭面膜
十***4	1	1	可能是买到假货了，与韩国买的截然不同	毛孔紧致黑炭面膜10片
****h	0	1	啥用没有更不想什么美白了	【紧致细腻】毛孔紧致黑面膜
U***T	0	1	鼻子这块没有的，没保湿那款好	毛孔紧致黑炭面膜10片
****1	0	1	产品到了都破了，外包装没有问题，里面问题大大的	毛孔紧致黑炭面膜
风***收	1	1	感觉这个面膜都是水没有精华	【紧致细腻】毛孔紧致黑面膜
****u	0	1	买了三种这家面膜，有一盒是被打开过的，不是正品	毛孔紧致黑炭面膜10片
****s	0	1	都没有封口，怀疑是不是正品，不敢用	【紧致细腻】毛孔紧致黑面膜
u***i	1	1	一个有封口一个没封口，而且好像被打开过	毛孔紧致黑炭面膜
****u	1	1	盒子整个都变形了，根本没法看	毛孔紧致黑炭面膜10片
****D	0	1	有点小，要是胖子的脸都顾不住	毛孔紧致黑炭面膜10片
u***y	1	1	收缩毛孔无效，美白有一点点效果	毛孔紧致黑炭面膜10片
c***8	0	1	假货和韩国正品一比就知道了	毛孔紧致黑炭面膜10片
北***人	1	1	感觉一般般没有其他面膜用的好	毛孔紧致黑炭面膜
****2	0	1	居然是开封的，是怎么小作坊做出来包装的	【紧致肌肤】毛孔紧致黑面膜
黛***雅	1	1	这次的怎么那么差呀，袋子都破了，没有封好	毛孔紧致黑炭面膜10片
****7	1	1	我都服了卖的时候有优惠却没减我都服了	【紧致肌肤】毛孔紧致黑面膜
Z***X	0	1	到货之后包装竟然是打开的，我也醉了不知道是不是真货，	毛孔紧致黑炭面膜10片
李***6	1	1	包装不是密封的，一看就是别人退的货，看着就像假货	毛孔紧致黑炭面膜10片
八***子	0	1	三盒都是这个样子的，盒子是拆开状态，条码扫不出来	毛孔紧致黑炭面膜10片
****s	0	1	才买就降价，不相信京东了	【紧致肌肤】毛孔紧致黑面膜
猫***-	0	1	快递包装就一个塑料袋，面膜全压扁了	毛孔紧致黑炭面膜10片
二***9	0	1	二维码还一挡住，盒子都压瘪了不知道用个大盒子装	【紧致细腻】毛孔紧致黑炭面膜
q***L	0	1	让朋友试了一贴，因她一直有用，试完后她说是假的，不是真品，	毛孔紧致黑炭面膜10片
****m	0	1	用了一片，一点感觉没有，能退么	毛孔紧致黑炭面膜
w***U	1	1	货品封标有问题，联系客服一直没有处理。	【紧致肌肤】毛孔紧致黑面膜
蒙***8	1	1	有点蜇皮肤再试试看吧	毛孔紧致黑炭面膜10片
星***琐	1	1	打开包裹就是这样的，明显就是被人拆开了	毛孔紧致黑炭面膜10片
****r	1	1	京东配送，就这样的包装，袋子就来了，盒子都破了	毛孔紧致黑炭面膜10片
月***a	0	1	一般使用感受有点干补水效果	【清洁收缩毛孔】毛孔紧致黑面膜
u***b	0	1	效果还没用未知，但是包装是烂的	【紧致肌肤】毛孔紧致黑面膜
****0	1	1	价格一天一个样，没有标准，当别人是傻子	【紧致细腻】毛孔紧致黑面膜
要***-	0	1	寄来是这个样子的没有封口，封口是坏的	【紧致细腻】毛孔紧致黑面膜
****i	0	1	呃不知道这是什么意思，扫码扫不出来，也不知道是不是正品	毛孔紧致黑炭面膜
****4	0	1	没用了一周没任何效果，连国产车都不如	毛孔紧致黑炭面膜
初***冬	1	1	就是随便拿个产品盒给我装片，干脆给片散装算了。	毛孔紧致黑炭面膜
W***I	1	1	不好用不支持七天无理由退货算了不会再买	毛孔紧致黑炭面膜10片
我***y	0	1	第一次购买这牌子的，感觉不是正品，没效果。	毛孔紧致黑炭面膜10片
****9	1	1	粉盒粘贴其他两盒有，是不是被拆过	【紧致肌肤】毛孔紧致黑面膜
****2	0	1	一贴就好，一贴就让你满脸起痘，购买需慎重	毛孔紧致黑炭面膜
内***王	0	1	盒子都坏了，里面的东西有点旧像是假的	毛孔紧致黑炭面膜
****至	1	1	用完感觉皮肤好干，掉皮，不适合我吧。	毛孔紧致黑炭面膜10片
H***5	1	1	棒子的东西还是不行，不行上当了，没有一叶子好	毛孔紧致黑炭面膜
情***u	0	1	用了好久这个产品这次买来用了起满脸的红疙瘩确定是假货	毛孔紧致黑炭面膜
小***8	1	1	用了脸上起了很多痘痘。不敢用了。	毛孔紧致黑炭面膜10片
u***4	0	1	包装盒被人拆开了，不知道是不是正品，还没用	毛孔紧致黑炭面膜10片
****a	1	1	面膜太硬，没什么精华，皮肤紧致	毛孔紧致黑炭面膜
****n	0	1	难道没有人发现日期都是年的吗	【紧致肌肤】毛孔紧致黑面膜
2***妙	1	1	单层的，补水效果差。精华都不黏	【紧致肌肤】毛孔紧致黑面膜
u***4	0	1	买过的最好的面膜，包装自带开口的。	毛孔紧致黑炭面膜
****o	1	1	包装破破烂烂的，都不知道被压成什么样子了	毛孔紧致黑炭面膜
森***r	1	1	面膜掉毛，晚上用完，第二天脸上有毛。	毛孔紧致黑炭面膜
****c	1	1	补水效果差像假货。越贴越干	【紧致肌肤】毛孔紧致黑面膜
O***G	0	1	面膜有点不像正品，面膜里面没有logo	【紧致肌肤】毛孔紧致黑面膜
胖***基	0	1	两盒都是没有密封的，什么都没有，和中间的比较下	毛孔紧致黑炭面膜
****D	0	1	一股奇怪的味道，我吐了	【紧致细腻】毛孔紧致黑面膜
****9	0	1	不好，用完长痘痘。气死我了	【紧致肌肤】毛孔紧致黑面膜
1***p	0	1	盒子为什么拆成这种，我可以理解成拆了后放进去的吗，吓得不敢买了	毛孔紧致黑炭面膜10片
防***燕	0	1	买完还没收到就降价了，发现所谓的做活动，全是套路	【清洁收缩毛孔】毛孔紧致黑面膜
沙***少	0	1	这面膜怎么鼻子部位没有的，难道是买到了假货	毛孔紧致黑炭面膜10片
浓***致	0	1	用了一张，长了好多好多豆，没敢用了，骇人	毛孔紧致黑炭面膜
j***4	1	1	第一次买的还不错这一次买的怎么像假的一样两次买的都不一样醉了	毛孔紧致黑炭面膜10片
****t	1	1	基本上每盒都被开封过，封口处透明胶还有手印	【紧致细腻】毛孔紧致黑面膜
q***4	0	1	可以说没有任何效果，京东不值得信赖。	【紧致肌肤】毛孔紧致黑面膜
1***p	0	1	面膜质量差，没的之前买的好，相差太大	【紧致细腻】毛孔紧致黑面膜
f***B	0	1	商家故意提高价格再卖低价，感觉效果也不是很好	毛孔紧致黑炭面膜10片
****y	0	1	盒子收到口都是分开的，感觉像别人退回的又发给我了，一般般，不确定真假	毛孔紧致黑炭面膜
C***e	1	1	不知道发生什么事包装成了这样不知道是真是假	毛孔紧致黑炭面膜10片
****8	0	1	不知真假，包装坏了，没效果还长痘	毛孔紧致黑炭面膜10片
6***c	1	1	没有精华液，没几分钟就干了，慎拍	【紧致肌肤】毛孔紧致黑面膜
u***g	0	1	快递员送货上门，还有意见，对其他同一个地方取快递的还背后说人	毛孔紧致黑炭面膜10片
X***S	0	1	我想说这个面膜也不是那么次，包装能不能用点心。	毛孔紧致黑炭面膜10片
****k	0	1	包装盒都压坏了，包装盒上的码扫不出来，不知道是不是正品	毛孔紧致黑炭面膜
付***语	0	1	降价了，可我还没打开	毛孔紧致黑炭面膜10片
魂***a	0	1	一星给质量，但是第一天买完第二天就降价还不给补差价属实有点瓜皮了吧	【紧致细腻】毛孔紧致黑面膜
****.	1	1	盒子是拆过的，不满意	毛孔紧致黑炭面膜10片
l***t	1	1	不像真的盒子都破了	毛孔紧致黑炭面膜10片
A***u	0	1	快递被人拆开过，	毛孔紧致黑炭面膜10片
C***8	1	1	这次一打开盒子都是烂的，买了盒，每个盒子都是开的不知道什么原因，	毛孔紧致黑炭面膜10片
u***1	0	1	送来包装已经压扁了，	毛孔紧致黑炭面膜10片
****r	0	1	这是谁掰开的，啥意思	毛孔紧致黑炭面膜10片
****6	0	1	破烂包装。散装的吗	毛孔紧致黑炭面膜10片
f***i	0	1	打开箱子，物品包装破损，三盒面膜两盒已被打开	【紧致肌肤】毛孔紧致黑面膜
-***响	1	1	这包装简直了，和一兜外卖一样，哪怕外面随便再包装个不透明的也好啊，	毛孔紧致黑炭面膜
独***R	0	1	非常值得信赖的品牌，质量有保障，价格还亲民，相当满意	【紧致肌肤】毛孔紧致黑面膜
悦***G	1	1	感觉不是真的，精华比较稀，面膜纸也薄	毛孔紧致黑炭面膜
小***哟	1	1	刚买完就便宜了，三盒	毛孔紧致黑炭面膜
a***i	1	1	买了四盒，一盒没有封装标签，属于二次销售了应该	【紧致肌肤】毛孔紧致黑面膜
陶***e	0	1	产品好用，就是这次物流太不给力了，压坏了好几盒面膜	毛孔紧致黑炭面膜10片
****2	0	1	拆开快递盒有一盒都被开过了，这是别人用过了又给我嘛	【紧致肌肤】毛孔紧致黑面膜
****9	0	1	快递小哥还可以，不知道京东自营有没有假货，反正寄过来没有封口，都是开的。	毛孔紧致黑炭面膜
不***h	1	1	感觉是假的，面膜掉毛，	毛孔紧致黑炭面膜10片
****c	0	1	差差差，我从来没有用了这个过敏症状，现在用了脸都烂完了	毛孔紧致黑炭面膜10片
****5	0	1	不如几十块的好用。	毛孔紧致黑炭面膜
B***B	1	1	打开面膜怎么有点白白的泡沫啊，是怎么回事啊	【紧致肌肤】毛孔紧致黑面膜
****w	0	1	快递很快，不知道是不是正品，包装颜色不一样	【收缩毛孔】毛孔紧致黑面膜
u***u	1	1	买了三盒，收到的时候是这个样子的，发货的时候盒子肯定都是破损的，我也是醉了	毛孔紧致黑炭面膜
张***Z	0	1	发现包装不一样呀发错货了支付的页面版本的价格，实际收到的货要便宜	毛孔紧致黑炭面膜10片
长***钰	0	1	为什么盒子是开封的没有封贴呢商品不满意	毛孔紧致黑炭面膜
q***7	0	1	盒子底盖是开着的感觉是后放进去的都不敢用	毛孔紧致黑炭面膜10片
****r	0	1	包装破烂儿，质量不好京东也差快递不联系退货还要收费差差差	毛孔紧致黑炭面膜
哎***夏	0	1	打开快递就看到黑膜的盒子是被打开过的另外一盒包装好好的京东可以解释下嘛	毛孔紧致黑炭面膜10片
玲***4	0	1	连续开了包只有液体，没有面膜，别让我骂街，请给我一个完美的解释。	毛孔紧致黑炭面膜
****8	1	1	就一个快递袋子包着，到手面膜纸盒压破，面膜都要掉出来了	毛孔紧致黑炭面膜10片
冷***i	0	1	面膜有股味，不好。	毛孔紧致黑炭面膜
A***s	0	1	一片多块，跟块多的差不多啊贴上去就给洗了个脸一样	毛孔紧致黑炭面膜10片
****f	0	1	产品不符合，不一样。	【紧致细腻】毛孔紧致黑面膜
****i	0	1	打开看帮装盒子是打开的，这个破坏不像是快递运输过程的，像是人为破坏的。	【紧致细腻】毛孔紧致黑面膜
****r	1	1	东西挺好，快递也快，就是快递包装太差，就一个袋子装着，里面的包装盒都破了	毛孔紧致黑炭面膜10片
蔡***爱	0	1	根本不值这个价，用完脸过敏了，还毛孔粗大	【收缩毛孔】毛孔紧致黑面膜
****6	0	1	盒子都是开的，快递一拆开包装盒是打开的状态。不得不说是真的差	【紧致肌肤】毛孔紧致黑面膜
****g	0	1	真服了，买的时候显示的是三件，现在到货了只有一盒，说三件，我还得自己出运费。	【紧致肌肤】毛孔紧致黑面膜
我***荷	1	1	跟商场买的比厚，精华少，还小，感觉是假货，外包装跟商场里也不一样	毛孔紧致黑炭面膜10片
人***俗	1	1	居然就用这个塑料袋给我装过来，里面的小盒子全坏了散一堆，都不晓得用个纸箱装一下	毛孔紧致黑炭面膜10片
K***6	1	1	直接是打开的，而且没有封口的痕迹，这算是街边零卖的产品	毛孔紧致黑炭面膜
****2	0	1	包装只是弄了一个袋子装的，而且没有发票，袋子是破的盒子都压坏了，不知道京东是怎么送的，	毛孔紧致黑炭面膜10片
u***c	0	1	包装差，看上去感觉好廉价，贴了一片脸还过敏了	毛孔紧致黑炭面膜10片
****x	0	1	寄过来的面膜居然和店里的不一样，包装也是破损的，冒牌货	毛孔紧致黑炭面膜10片
黎***6	0	1	用了两个月啥效果都没有。还那么贵，这次买的用完不在用了坑	毛孔紧致黑炭面膜10片
****4	1	1	还没用。反正这物流肯定有问题。都感觉是拆开的。盒子都烂成这样了。	毛孔紧致黑炭面膜10片
****凡	1	1	不是正品，一敷脸上就泛红长痘痘，唯一一次敷面膜过敏的，好失望	毛孔紧致黑炭面膜10片
****1	1	1	我不知道是真的还是假的因为我买的补水保湿的那一个可以用二维码扫出来但是这一个是没有二维码的而且这一个也没有中文的说明想之前买的都是有中文说明的	毛孔紧致黑炭面膜10片
****t	0	1	我就想问一下，为什么你们要把原来的条码盖住，而且还扫不出来。感觉是假的。	毛孔紧致黑炭面膜
****b	0	1	包装那么多人吐槽我就不说了，面膜只能说一点用都没有，浪费钱	毛孔紧致黑炭面膜10片
****v	0	1	会过敏，第一次用过敏，第二次还是过敏	【收缩毛孔】毛孔紧致黑面膜
D***辉	0	1	感觉被换过的都能直接拿产品了，外包装也是，我是放楼下代收的	毛孔紧致黑炭面膜
六***柒	0	1	这次的面膜都是被拆过的，不知道是不是被换了货，之前一直在京东买，收到都是好好的，而这次收到快递发现是乱七八糟的，心情都不好了	毛孔紧致黑炭面膜10片
v***T	0	1	不好用，臭臭的，像假的朋友去韩国带回来的没味道	毛孔紧致黑炭面膜10片
丁***9	0	1	只有一盒是完好无损的。	【收缩毛孔】毛孔紧致黑面膜
a***1	1	1	有一股怪味，第二天早上洗脸都还不散，不敢买了以后	毛孔紧致黑炭面膜10片
1***p	1	1	面膜还没有用，买的时侯搞活动三盒，买完了就变成了的三盒，宝宝不开心	毛孔紧致黑炭面膜
****c	0	1	买完后就，盒，瞬间觉得自己亏了，前前后后总共买了盒，起码多付了有块。	【紧致细腻】毛孔紧致黑炭面膜
一***去	1	1	非常值得信赖的品牌，质量有保障，价格还亲民，就是活动赠品，没给赠予。	【紧致肌肤】毛孔紧致黑面膜
温***青	0	1	快递包装袋还是好着的，但是面膜的盒子竟然已经开封了，看起来特别廉价。强烈感觉这是货。	毛孔紧致黑炭面膜10片
****3	0	1	先不说东西是不是正品就冲这包装我也不想再买了每次都是这样和客服说了也不会好好包装一下	毛孔紧致黑炭面膜10片
u***h	0	1	不知道为什么收到盒子是打开的（图），图二是与屈臣氏买的蓝色对比图，条码被商家覆盖了。	毛孔紧致黑炭面膜10片
p***1	1	1	效果一般，用了几天就开始出痘痘，一点都不好	毛孔紧致黑炭面膜10片
u***w	0	1	淡淡的，不油，没有商家描述的好假	毛孔紧致黑炭面膜10片
s***m	0	1	大家谨慎购买，面膜后面没有二维码，盒子全是破的，像被拆开的一样，	毛孔紧致黑炭面膜
蚂***_	1	1	不满意，我开始买的补水的还，不错，就继续买了，结果这个我真的很不满意	毛孔紧致黑炭面膜10片
安***可	0	1	不知道包装是这样还是怎么的，包装没有塑封，还被打开了，还没用，不知道是不是假的	毛孔紧致黑炭面膜10片
S***v	0	1	包装全部都是坏的明显有打开过的痕迹这样的商品敢用吗	毛孔紧致黑炭面膜10片
****Z	0	1	包装有被拆开过的感觉，购物心情不好了	【收缩毛孔】毛孔紧致黑面膜
****i	0	1	包装好简陋，收到的时候口都开了，不知道面膜效果怎么样，用了在评价吧。	毛孔紧致黑炭面膜10片
无***龙	1	1	用的皮肤好刺痛，可能便宜，导致成本低，以后不在网上买了。	毛孔紧致黑炭面膜10片
l***琪	1	1	上面的码都扫不出来，不知道真假。咱也不敢说也不敢问。	【紧致细腻】毛孔紧致黑炭面膜
****4	0	1	这次买的东西连外箱都没有就一个袋子装着包装盒都成这样了现在京东都这么配送了吗我都怀疑这是不是京东自营的发票也没有是正品吗真的觉得不靠谱	毛孔紧致黑炭面膜10片
****7	1	1	刚买没几天降了多	【收缩毛孔】毛孔紧致黑面膜
****b	1	1	精华少使用感受我用了有点过敏，大家慎买	【收缩毛孔】毛孔紧致黑面膜
木***2	0	1	觉得划算买了几盒，也信任京东，结果用了脸上长好多红点点，一团都在发烫	毛孔紧致黑炭面膜10片
****l	1	1	这个包装也是醉了，感觉是没有其他人了，说起都是累，不能有个盒子先装下嘛	毛孔紧致黑炭面膜
****h	0	1	用的还可以，只是味道不是很好闻，没有之前用的好	毛孔紧致黑炭面膜10片
****z	0	1	货已收到，刚做了一片面膜试试，不太好水液体很少	毛孔紧致黑炭面膜10片
H***o	1	1	看包装像是被拆过的，不知道效果怎么样。	毛孔紧致黑炭面膜10片
****z	0	1	还没用，买的另一个面膜的订单不知是怎么的给取消掉了，买的东西太多，尽然忘了还有那单，联系客服都联系不上的	毛孔紧致黑炭面膜10片
w***y	0	1	一打开就是这样你认为我会相信是正品吗塑封都没有不知道是不是因为双以次充好	毛孔紧致黑炭面膜10片
F***H	0	1	不好用。质感有点粗糙。用完有点过敏，	【收缩毛孔】毛孔紧致黑面膜
麦***涵	0	1	不好用，别花冤枉钱。	【收缩毛孔】毛孔紧致黑面膜
u***h	0	1	能解释一下拍的是这款粉色，发来的是白色假货吗	【紧致肌肤】毛孔紧致黑面膜
y***3	0	1	第一次发现所有的面膜都是开盒的，扫了也没有没有商品信息，要不是因为出差回来晚了，过了退货期，我一定会退的。	【清洁收缩毛孔】毛孔紧致黑面膜
****h	0	1	货还没收到呢，却给我显示已签收，两天了还是没给我送过来不给我一个解释面膜在路上被吃掉了	毛孔紧致黑炭面膜10片
我***-	1	1	不要在京东买东西，京东的客服不好，自己系统问题，一直怪顾客，就算改了信息，结果也不帮更新	毛孔紧致黑炭面膜
c***7	0	1	刚收到包装盒就是这样开封的，封口处都没有封口胶，这也是正品	【紧致肌肤】毛孔紧致黑面膜
s***m	0	1	假的，盒子都是破的，贴脸上刺痛，几分钟就是红的，之前买的很好用，	毛孔紧致黑炭面膜
w***儿	1	1	用了过敏，过敏，本人从来没有用护肤品过敏，现在脸上一脸包	毛孔紧致黑炭面膜10片
u***w	1	1	整体感观包装非常简陋，这个价钱并没有买到外观上的实惠，效果也不知道明不明显，一分价钱一分货吧	毛孔紧致黑炭面膜
****W	0	1	刚收到货，为啥没有封口的还没有用，不知道有没有被掉包，用用再评价。	【紧致肌肤】毛孔紧致黑面膜
****8	0	1	收到物件时，不管是外包装还是内包装都是被拆过的，不知有没有被掉包。希望官方能给个合理的解析或处理方案	【紧致细腻】毛孔紧致黑面膜
u***l	0	1	使用效果不知道看这个包装实在让我不敢使用这都什么事儿啊包装这么烂啊	【紧致肌肤】毛孔紧致黑面膜
u***w	0	1	第一盒没啥啥感觉面膜都叠不好拿出来皱皱的叠不整齐感觉廉价品	毛孔紧致黑炭面膜
故***你	1	1	这就是我拿到的快递，等了十几天，话不多说，看图，快递都烂了，脏的，就这包装	毛孔紧致黑炭面膜10片
l***红	1	1	一直用这款面膜好久了，但是今天收到快递的时候发现被拆过了，会不会是假货而且为什么还贴上套装勿拆	毛孔紧致黑炭面膜10片
