user_name	is_plus	star_num	comment	commodity_type
零***儿	1	1	用了一段时间前来评论。下次一定要多留意评论，真的是一点用都没有，另外请问是不是脸部发痒还有点蛰疼，是不是过敏现状	茶树面膜10片
****8	1	1	用了就开始爆痘还以为不适合这款停了下用了另外一款同样的不舒服起痘买了三盒不同的用了两张就不敢用了看到那么多好评难道三件五折便宜的就是假的吗	茶树面膜
a***1	1	1	我是油性皮肤，这款产品对我不是很合适，有点干，本来不怎么长痘，用了一次，第二天就长痘，接下去几天又长了好几颗痘痘	茶树面膜10片
B***9	0	1	不会再买，促销活动整得都是懵的，反正没有我们赚的，买下来还贵点，客服态度差差差	【镇定舒缓】茶树面膜
****v	0	1	用完脸上起痘痘了我以前用什么化妆品面膜脸都不会过敏不知道为什么用这几天这个就起痘痘了	【缓解痘痘】茶树面膜
****8	0	1	跟以前的不一样了，面膜纸都是硬的，没有之前用的服帖，味道也不一样，是我买到假货了，还是怎么的，	【镇定肌肤】茶树面膜
没***性	0	1	不服帖产品质感一般使用感受一般其他特色没有想象中那么好，性价比不高，这个价格贵了，活动一下子买了盒，觉得挺亏的，同比其他牌子的面膜，这个价格真心不值，由于都拆封了，所以也不能退货，	【镇定肌肤】茶树面膜
秋***0	1	1	用过后有点痒，不是正品。，面膜的大小和我在韩国买的不一样，味道也有点不一样，最后用过后，脸不太舒服。我的脸是不过敏肤质的	茶树面膜10片
风***来	1	1	面膜是假的，以前的面膜有印花上面是人家公司的名字，这次买的没有印花。而且感觉面膜里面的液体也没有，原来里面的液体多，连面膜那个纸都不一样，以前那个光滑，现在这个稍微有点粗糙。我认为跟原来差距有，这么多点，感觉面膜是假的。	茶树面膜
u***q	0	1	刚买到手就降价不给补差价说可以退货重买买面膜就是为了用的肯定打开了根本没法退货其实就是不给补差价没多钱懒得要这个差价就是觉得商家这样做挺次的	【水油平衡】茶树面膜
w****	1	1	面膜还不错。水润润的。味道很好，不油腻很清爽。不知道为什么和宣传图上有区别呢。没有那个X倍的标志。我质疑产品质量	茶树面膜10片
u***f	1	1	我前一天刚用完实体店的这款面膜，昨晚就用京东买的，面膜纸不一样，有太多的精华水，拿出面膜纸都在滴，而且面膜纸的大小也不一样，比实体店的小了很多。还有味道闻起也不一样。我一直信赖京东自营，但这次确实蒙了。	茶树面膜10片
周***手	1	1	活动价女朋友买的，也不知道效果好不好，还没用，反应这种东西样子货，送货也快，基本一天内就送到，没有个豆子晒单都嫌麻烦，抵制韩国棒子货，以后不准她再买棒子国的了	茶树面膜10片
周***0	1	1	这次买的面膜真心不好用，到了当晚就试了，第二天还是很干的脸。以往我敷完面膜第二天很好上妆也不会干，这个明显补水效果不好	【镇定舒缓】茶树面膜
****h	0	1	这个拆开用了一次后有点长闭口，不知道是不是产品的问题，用第二片也有点，目前不敢再用了，茶树不是应该是祛痘的吗，怎么还长痘痘呢	【镇定舒缓】茶树面膜
****8	0	1	面膜挺好得之前没多少痘痘得我天天敷以为会好点一段时间后脸上全是满脸粉刺真的特别是嘴角两边那粉刺自己看着是真烦人啊密密麻麻得小豆豆长满了现在停了慢慢在好点了一下买了盒全打开了现在也没办法用估计得扔掉了	【镇定舒缓】茶树面膜
****o	0	1	包装成这样都破了差评	茶树面膜10片
邹***爱	0	1	这个是我的脸太大还是假货	茶树面膜
丁***娴	0	1	快递太暴力了，这次包装也差	茶树面膜10片
****g	0	1	什么玩意，特别容易过敏	茶树面膜10片
N***A	0	1	假货，还另外贴了商标，查不了的，	茶树面膜
小***5	0	1	盒子破损很严重很无语	茶树面膜10片
喵***0	0	1	感觉买到了假货以后不会买了	【缓解痘痘】茶树面膜
幸***人	1	1	收到包装是这样的，无语了。	茶树面膜10片
永***里	1	1	别问我为何给差评，京东快递辣么暴力	茶树面膜10片
H***Y	1	1	差劲，面膜就用个袋子装，里面全压烂了	茶树面膜10片
****1	1	1	收到盒子包装都是打开的这么欺骗消费者	茶树面膜10片
1***1	0	1	差评，包装都惨不忍睹，京东真是越来越垃圾了	控油战痘茶树面膜25ml*10
江***6	0	1	无语，他们家无人售卖店	【镇定肌肤】茶树面膜
贝***棋	1	1	盒子散了，送人很不好，自己甩了	【调理水油平衡】茶树面膜
****a	0	1	辣鸡客服机器人敷衍了事速度倒是真真的	茶树面膜10片
****U	0	1	什么狗几巴面膜贴完就长痘坑坑坑	茶树面膜10片
****3	0	1	醉了面膜都是开的还破了假货吗	【镇定肌肤】茶树面膜
画***皮	0	1	包装盒太差了，还没有用不知道效果	茶树面膜10片
糖***8	0	1	特别不好，不好不好，假的假的	茶树面膜10片
u***l	0	1	非常差刚买完就大幅降价买贵了近一倍	茶树面膜10片
Z***K	0	1	骗人的，假货，味道超难闻	茶树面膜10片
****y	0	1	真的是垃圾，就这还销量第一，大家千万不要买，	【镇定肌肤】茶树面膜
****a	0	1	面膜纸是干的，精华太少	【镇定肌肤】茶树面膜
****2	1	1	真心骗人呢，收到的和看到的都不样和客服说客服都不搭理，	茶树面膜10片
u***2	0	1	效果极差，没有补水效果，假货差评	茶树面膜
****z	0	1	绝对假的，二维码扫不到，以前买的都能扫到	【缓解痘痘】茶树面膜
****q	0	1	快递员态度极差，居然是用饿了么的快递员来送的	【缓解痘痘】茶树面膜
羽***E	0	1	面膜纸好厚，跟我之前买的差多了，我觉得是假货。	茶树面膜
u***j	0	1	面膜真心不好一点水都没有谨慎购买	【镇定肌肤】茶树面膜
u***u	0	1	买了三盒，包装非常简陋，蓝色这盒还被打开过，非常影响心情	茶树面膜
u***j	0	1	和我之前用的不一样京东的东西真不知道真假啊	茶树面膜
z***明	0	1	刚买就降价一盒两盒三盒无语了大大的差评我买一盒亏死醉了	【缓解痘痘】茶树面膜
****3	0	1	扫码没有扫出来不太靠谱所以一直没敢用京东超市买假货吗	茶树面膜10片
苏***吶	0	1	这个盒子严重让我怀疑是不是真的，两盒全部是打开的，一盒又是粘好的	茶树面膜
****9	0	1	味道很刺鼻很难闻冲的人头疼	茶树面膜
w***g	0	1	双十一做活动买的，买到假面膜，太差了，可恶	【镇定肌肤】茶树面膜
大***r	1	1	就很一般，一点效果都没有，智商税	【水油平衡】茶树面膜
****6	0	1	我只能说这是我用过最小的面膜，不够大不值这个价	茶树面膜10片
S***7	0	1	头一次对京东失望，出货不检查包装的麽，怀疑被偷梁换柱	茶树面膜10片
****z	0	1	什么鬼面膜，无色无味，用水做的擦，	茶树面膜10片
u***o	0	1	实在不明白写着请勿拆封，为什么还要拆差评还是皱的	控油战痘茶树面膜25ml*10
A***輪	1	1	补水效果一点都不好，干的很	【镇定肌肤】茶树面膜
l***x	1	1	不但没祛痘满脸的痘痘真真假假难分辨	茶树面膜10片
李***龙	1	1	京东服务越来越差了	茶树面膜
大***人	0	1	在京东买东西，钱付了东西不送货，还不退款，你们很牛吗	茶树面膜10片
****7	1	1	精华太少了，感觉面膜是一片干的，	【镇定肌肤】茶树面膜
a***8	0	1	快递丢了，根本没有收到就显示签收，深圳得京东送货真的比北京态度差很多	茶树面膜10片
****8	1	1	假货太难用了，有个第二天长了更多，没有舒缓，假货，假货	茶树面膜10片
_***_	1	1	包装盒是打开过的而且都被压变形了，差评	【镇定肌肤】茶树面膜
****c	0	1	没有精华液，这是什么垃圾面膜，面膜这么干	【缓解痘痘】茶树面膜
珠***Z	0	1	超级烂不是正品太假了拆开用了一袋就无语瞬间没敷	茶树面膜10片
****v	0	1	这个包装真心是。不知道怎么回事，包装又绉又烂的，严重怀疑产品的真假	茶树面膜10片
优***弯	0	1	买了一堆面膜，很划算，扫码怎么扫出意大利，不是韩国产品吗。到底是不是真的不能保证	茶树面膜10片
u***d	0	1	可以不给星么体验极差好不好从包装到补水祛痘效果逗极差便宜没好货吧京东越来越不靠谱了	茶树面膜10片
****s	0	1	包装太差用着也一般	茶树面膜10片
****d	1	1	第一次收到这样的产品，包装写着套装勿拆，和我之前买的完全不一样，有点怀疑真假	茶树面膜10片
X***C	0	1	这个包装无语第一次京东给差评被拆开过	控油战痘茶树面膜25ml*10
****x	1	1	里面不知真假但明明写着套装勿拆里面全拆开了以前没遇到过这种情况	控油战痘茶树面膜25ml*10
无***潤	0	1	真心差。建议大家不要卖。不知道那么多好评是不是找人刷的	茶树面膜10片
L***b	0	1	水分非常少，干一股抽屉的味道	【镇定肌肤】茶树面膜
j***a	0	1	京东竟然卖假货太无齿了用了不到一个小时就过敏了	茶树面膜10片
稻***s	0	1	收到就是这样的，店家态度也蛮强硬的，说不关他们的事，让去找物流，什么态度这是	茶树面膜10片
青***汤	0	1	真的过敏，很垃圾，别买	【缓解痘痘】茶树面膜
****L	1	1	刚收到快递，拆开一看都是打开的，请问你们是给消费者的，也不是多便宜的东西	【镇定祛痘】茶树面膜
u***x	0	1	包装太差，买那么多就两个塑料袋装，一打开，全破了，想送人都不行了，一颗星都不想给的，最差的一次购物没有之一	茶树面膜
1***m	0	1	我买了这么多次，第一次收到这样的包装一盒请勿拆开，怎么都拆了	
****B	0	1	真让人气愤，别人花钱购买的东西，就这样随随便便往一个地方一丢，出了差错或者丢失，这个责任谁来负	茶树面膜10片
海***空	0	1	不得不承认很差，面积小不说，而且很难揭开。	茶树面膜10片
****d	0	1	东西京东二手名副其实收到的时候盒子全破了亏还是自营	茶树面膜10片
丨***里	1	1	我只能说二手D果然名不虚传，东西是挤压还是被其他人拆过的一看便知。一次就好，不会再在你家买二手货了	茶树面膜10片
星***琐	1	1	拆开就是这样的，明显是被人打开了，这样的产品有安全保障吗	茶树面膜10片
b***M	0	1	产品很差劲，用了两片就过敏脸很痒，以后再也不买这家产品了。	茶树面膜10片
6***c	1	1	差评，慎拍，精华液少得可怜，一下子就干了	【镇定肌肤】茶树面膜
****b	0	1	拿到快递就这个样子，包装太失望了，想地摊货一样，都不敢用	【缓解痘痘】茶树面膜
****d	0	1	一直很信赖美迪惠尔，这一次真的是失望了，盒子扁了不说，盒子都是脏的，我都怀疑是不是过期的，差评	茶树面膜10片
****c	0	1	第一次买一点都不好用，厚的要死不说还没什么水分	茶树面膜
小***e	0	1	收到包裹时有一盒是裂开的，页面显示买盒同款送安瓶也没有送欺骗消费者差评差评差评	【镇定祛痘】茶树面膜
****2	0	1	差评，盒子坏的，一打开口袋，面膜直接掉出来了。就连面膜上都还有水	茶树面膜
4***4	1	1	差评，必须差评，收到货后发现包装盒子被打开了，是不是被做过手脚。	茶树面膜10片
****z	0	1	差评差评差评，面膜盒子破了，并且尽情的和贺卡都没有，后悔买了	茶树面膜10片
左***地	0	1	真心对美迪惠尔的客服服务感到心寒包装破损，到货就来个京东秒杀，你们就这样挽留回头客的吗	【缓解痘痘】茶树面膜
月***坠	1	1	在京东第一次碰到这么无语的快递，不当我本人面拆箱，就拿走箱子，我的桌上只放了两盒光溜溜面膜，也没有快递的留单，找他理论他说这是公司规定的，你们公司有这样的规定吗	茶树面膜10片
二***久	0	1	纸太厚了。精华也不多	【缓解痘痘】茶树面膜
****e	0	1	没什么想说的了直接差评打开面膜很浓烈的酒精味	茶树面膜10片
****u	0	1	差的要死精华液少面膜小而且包装差太假了千万别买	茶树面膜10片
侯***罗	0	1	啥东西就这样破破烂烂给我送过来了就这样做生意吗连个硬包装都舍不得吗不是快递小哥服务好，我一个星也不想给	茶树面膜10片
****e	0	1	我是痘痘肌，一点效果没有，怀疑买到架的了。能良心点吗这产品都能上销量榜京东怎么搞的sb把	茶树面膜10片
赛***儿	0	1	垃圾产品，敷完脸部过敏严重	【水油平衡】茶树面膜
****e	0	1	不建议购买，也太不讲卫生了，面膜有头发粘着	【镇定肌肤】茶树面膜
****k	0	1	这个家客服脑子有问题的，买了产品，咨询它产品问题，叫我早京东售后客服问去	茶树面膜10片
1***p	0	1	过敏严重，不让退货，太差劲了，远没其它购物网站方便好用	茶树面膜10片
5***虎	0	1	，用完之后不仅没有祛痘而且满脸都是商家却解释继续买其他产品	茶树面膜10片
小***p	0	1	发来就是打开的。不满意。以前买过好几次都比这次好。这次非常不满意	【镇定肌肤】茶树面膜
娇***0	1	1	这还叫套装勿拆茶树的全被拆了，和另外两个封口也不一样，有点怀疑真假	茶树面膜10片
****e	0	1	店家少给我一张差评	控油战痘茶树面膜25ml*10
是***呀	0	1	一点都不好用也不服贴	【水油平衡】茶树面膜
安***样	0	1	包装简直不忍直视，盒子也是拆开过的，不知道是不是别人退回去的简直无语	茶树面膜10片
w***7	1	1	连最基本的包装封口都没有，客服一句话，你可以办理退货，京东自营，就这样消费用户信任的	【镇定肌肤】茶树面膜
慕***娑	1	1	包装一分都不想给，盒子完全是烂的烂的烂的稀烂的快递口袋一撕开稀里哗啦掉一地	茶树面膜10片
梦***5	0	1	面膜精华特别少，鼻子上还是干的，特别不愉快的一次购物	【缓解痘痘】茶树面膜
曲***惠	0	1	我很无语，这盒茶树面膜没封口被打开过并且少一片只有片真不知道你们店是怎么回事这么不正规，难道面膜也是假的	【缓解痘痘】茶树面膜
Z***1	1	1	简直不能再差了，第一次买到这样的东西，面膜和包装粘一起	茶树面膜10片
c***V	0	1	这是我买美迪惠尔的第三次，这是我第一次收到包装如此烂的面膜盒，好心情都被破坏了，再也不会买了	【缓解痘痘】茶树面膜
****Y	0	1	收到货了，还没有使用，发货也没有用箱子在装一下，收到货，盒子就挤成这样了，不想说话了，差评	【缓解痘痘】茶树面膜
u***q	0	1	感觉买到了货，寄过来的包装盒子都是破损的，被人拆开了。生气，但又懒得退，反正下次绝对不会再买了，不会再轻易上当受	茶树面膜10片
田***长	0	1	味道很难闻，用了一贴脸就红了，也起了好多豆，实在是不敢用了	【缓解痘痘】茶树面膜
J***9	0	1	用完后黏糊糊的，布料质感极差，很廉价的感觉。客观的差评	【缓解痘痘】茶树面膜
G***音	0	1	感觉花了几百买到货了，跟以前用的都不一样，被坑了，差评，以前都在京东买电器觉得挺好的，没想到面膜都不是正品，伤心	茶树面膜10片
-***北	0	1	很无语，纸箱装不下不可以换个大点的吗，为了节省空间把面膜盒子拆开压扁放，真是服了	【镇定肌肤】茶树面膜
c***u	0	1	之前原价买过一次精华液特别多，这次打折买的，里面精华液少的可怜，果然一分钱一分货	【缓解痘痘】茶树面膜
****4	0	1	差评，干死了，刚贴不到分钟就干了，精华特别少	【镇定肌肤】茶树面膜
s***2	0	1	这是一次最差的购物包装盒已被拆开，不知原因，检查了里面的面膜，数量倒是没有少，希望用后不会有问题这完影响京东在心中的形象还怎么敢放心购物	茶树面膜10片
****皮	0	1	非常不好用。估计是假货。居然敷了两次面膜两次都长痘。要丢了。浪费钱	控油战痘茶树面膜25ml*10
****6	0	1	都是被拆开过的，京东你们搞什么，是拆开往里面放假货吗，虽然物流很快，但是欺骗消费者是不可能的，给个说法来	茶树面膜10片
u***d	0	1	一点也不好用，怀疑是假货，客服还不理人，敷的脸上都起痘痘了	【缓解痘痘】茶树面膜
郝***民	0	1	用了三片，现在满脸都是痘痘，还是闭口脓包，请问除了差评还能投诉吗	茶树面膜10片
独***忆	1	1	背面字体很模糊，和图片上的差别很大，不知道是不是正品，放着不敢用	茶树面膜10片
h***治	1	1	特意官网买了一盒，塑封和防伪码都有还用纸盒带气泡垫包装。反观京东的塑料袋装着，套装勿拆是人为撕的还是挤裂的有没有零星差评。	茶树面膜10片
****b	0	1	感觉都不是正品，第一次网上买东西觉得很差劲，盒子什么都是旧得一样，不像新得东西，不知道是不是不是原装，都开过封。	【镇定祛痘】茶树面膜
嗯***4	0	1	已经开封了的面膜，而且只有九片，少了一片。如果换货重发又要跑两趟快递点，离得又远。浪费时间。无语死了	【镇定肌肤】茶树面膜
w***5	0	1	无力吐槽以为已经极度伤心京东你们家的东西破了才会秒杀的对吧我现在都怀疑是不是真的了	茶树面膜10片
苓***儿	1	1	看包装就来气，不管正品与否，反正就是不舒服，客服也说的乱七八糟，所问非所答。	【镇定肌肤】茶树面膜
糖***糖	1	1	一星都不想给，一直在京东买东西，没想到韩国货这么差，包装质量不说，东西也不好用，失望一看就是假货，盒子像是被人打开过的	茶树面膜10片
