user_name	is_plus	star_num	comment	commodity_type
****a	0	1	同样的商品在其他店都不一样的价钱	美白黑炭面膜10片
a***8	0	1	假货盒底有打开的痕迹	美白黑炭面膜10片
****y	0	1	三盒一点用都没有wc血亏	美白黑炭面膜10片
韩***帅	1	1	不好就是不好不行就是不行	美白黑炭面膜10片
m***n	1	1	用不了那张货到付款的优，惠，券，不开心	美白黑炭面膜10片
u***8	0	1	包装简陋，就是一个塑料袋	美白黑炭面膜10片
****_	0	1	只能说不值这价钱，比较油腻	美白黑炭面膜10片
****a	0	1	不是正品。用了脸发红，长痘	【焕白因子】美白保湿黑面膜
容***_	0	1	用了脸上痒，不知道是不是假货	美白黑炭面膜
****u	1	1	满减的就不能信，没有什么精华	美白黑炭面膜10片
月***花	0	1	还没开始用，包装简陋，挤压的盒子都裂了	美白黑炭面膜10片
x***2	0	1	送来的都全部爆开的，其中一盒里少了片	美白黑炭面膜10片
I***W	0	1	感觉用了几天根本没什么效果	美白黑炭面膜10片
****a	0	1	敷完油腻，以前店铺买的都不是的	美白黑炭面膜10片
****q	0	1	这个辣椒产品用一点用也没有	美白黑炭面膜10片
****8	1	1	还没有发货就降价，还不退差价，差差差	美白黑炭面膜
****e	0	1	一般般，用了半年感觉没啥效果	美白黑炭面膜10片
****p	0	1	其它都挺好的，就是没什么效果	美白黑炭面膜10片
****0	1	1	不知道是不是正品，包装全是被拆过的	美白黑炭面膜10片
****0	0	1	包装破损，并且问客服都没人回复	【焕白因子】美白保湿黑面膜
****v	0	1	不好，没我胶原蛋白的那款好用	美白黑炭面膜
u***w	0	1	还没用，用完之后在评价	美白黑炭面膜10片
****7	0	1	买完就打折然后客服联系不上供应商不管	美白黑炭面膜10片
u***j	1	1	用了刺激性刺激较大个人觉得。	美白黑炭面膜10片
u***f	0	1	和韩国买的不一样，假的。	美白黑炭面膜10片
高***5	0	1	包装捡漏，面膜盒都坏了。	【补水提亮】美白保湿黑面膜
胖***基	0	1	两盒都没有密封，和中间的比较下	美白黑炭面膜
c***1	1	1	商品还不错，下次再来买	美白黑炭面膜10片
u***z	0	1	就这包装真是不敢恭维	美白黑炭面膜
****r	0	1	里面面膜的盒子都开了	美白黑炭面膜
****v	0	1	拿到手每个包装都破了	【焕白因子】美白保湿黑面膜
****6	0	1	破烂包装，买不起箱子吗	美白黑炭面膜10片
d***z	1	1	这是什么鬼收到就这样了	美白黑炭面膜10片
****r	0	1	包装简陋，脏兮兮的感觉像好久的压箱底货了	美白黑炭面膜
u***e	0	1	怎么做完油油的，是正品吗	美白黑炭面膜10片
****x	0	1	用其他东西的快递盒装的怀疑不是正品	美白黑炭面膜
安***o	1	1	和我在韩国买的不一样，这个薄很多	透亮黑炭面膜10片
****j	0	1	扫码扫不出不知道为啥	【焕白因子】美白保湿黑面膜
u***2	0	1	包装简陋，二维码扫不出来，有破损	美白黑炭面膜10片
D***-	0	1	快递被别人领走了找不到	美白黑炭面膜10片
C***净	1	1	盒子没有是被人开封过的，	【补水提亮】美白保湿黑面膜
****N	0	1	全部没有透明膜包装。失望。	美白黑炭面膜10片
请***宝	0	1	这个东西用了几天感觉脸不舒服	美白黑炭面膜10片
雷***雯	0	1	水挺多的，效果不是很好。	美白黑炭面膜10片
****9	0	1	假类假类包装忒次贴了脸就痒	美白黑炭面膜10片
3***岁	0	1	假的果然是便宜没好货	美白黑炭面膜10片
u***v	0	1	不怎么样，感觉像假的，面膜竟是碎片	美白黑炭面膜10片
****c	0	1	这味道有点重呀。我只想说。	美白黑炭面膜10片
千***梦	1	1	用了脸痒，眼睛完全肿了。	美白黑炭面膜
A***1	0	1	昨天买活动是满今天就成满无故又买贵钱	透亮黑炭面膜10片
于***妍	0	1	刚买完就降价了没什么说的	【焕白因子】美白保湿黑面膜
X***9	1	1	用着不怎么样，没什么效果	美白黑炭面膜10片
a***妈	0	1	不知道好用吧。试试在说吧	美白黑炭面膜10片
d***c	1	1	这个包装也是醉醉的，拿到全都成这样了	美白黑炭面膜
****e	0	1	这一星给快递吧快递不错	美白黑炭面膜10片
u***p	0	1	没有密封条，感觉被拆过的	美白黑炭面膜
u***t	1	1	这次送来的和商品图案不一致	透亮黑炭面膜10片
n***e	0	1	产品好用就是快递员服务太差	透亮黑炭面膜10片
若***8	0	1	缺货不给补，联系客服不给处理	【补水提亮】美白保湿黑面膜
****e	0	1	刚买完你们就打折，不服	美白黑炭面膜10片
事***厌	0	1	盒子压扁了，我这怎么送人啊，	透亮黑炭面膜10片
****4	0	1	快递拿来连个盒子都没有，被挤压的变形	【焕白因子】美白保湿黑面膜
****i	0	1	感觉像假的，跟以前用的不一样	【补水提亮】美白保湿黑面膜
F***6	0	1	不知道是韩国的，下次肯定不买了	美白黑炭面膜10片
****j	0	1	假的，扫码扫不出来用了脸上过敏	美白黑炭面膜10片
l***7	1	1	包装压坏了，里面东西这个样子，看了不放心	美白黑炭面膜
****z	1	1	没什么效果。个人用后感觉。	美白黑炭面膜10片
大***2	0	1	不是正品，和我在韩国买的不一样	透亮黑炭面膜10片
小***寬	0	1	还是不错的，就是太贵了	透亮黑炭面膜10片
****2	0	1	包装是开着的就算了，满满的荧光粉	美白黑炭面膜10片
m***j	1	1	包装是拆开的，盒子也坏了，不知道是不是真的	美白黑炭面膜10片
格***1	0	1	韩国面膜以后不在使用	美白黑炭面膜10片
****0	0	1	不好没有上面说的效果	美白黑炭面膜10片
晋***兵	0	1	一般啊噢，我是下一次不会购买的。	透亮黑炭面膜10片
****9	1	1	才买几天就降价，还不肯退差价	【补水提亮】美白保湿黑面膜
落***雨	1	1	同一天买了两盒，相差了，没有差价保护，不能退货。	美白黑炭面膜10片
****d	0	1	还行吧，没有明显的效果	美白黑炭面膜10片
B***雄	1	1	用的效果，不是特别明显吧	美白黑炭面膜
陳***-	0	1	用起来很一般，没效果，白浪费	美白黑炭面膜10片
****d	1	1	不是正品和上次购买的明显有区别	美白黑炭面膜10片
v***P	1	1	不知道是不是假的用在脸上刺刺的疼	美白黑炭面膜
u***k	0	1	用着过敏，送人了。体验不好	美白黑炭面膜10片
夏***你	0	1	包装都压坏了，看上去比较假货一样	美白黑炭面膜10片
****财	1	1	感觉有点化学品的味道，	美白黑炭面膜10片
****条	0	1	好像没什么用，有点辣辣的	美白黑炭面膜10片
****k	0	1	盒子被拆开过估计是的重新装的	美白黑炭面膜10片
x***0	1	1	换货回来还是拆封过的，做活动也不至于这样吧	美白黑炭面膜
****j	0	1	用了一片拿出来面膜纸干干的假货	美白黑炭面膜10片
****1	0	1	包装都是开的，像假的一样，而且是每一盒。	【焕白因子】美白保湿黑面膜
1***p	0	1	就这个包装啊我说你能不能弄个盒子。都烂了	美白黑炭面膜10片
名***了	0	1	敷上去啥感觉都没有，分	美白黑炭面膜10片
萍***卫	1	1	面膜里面居然有头发，不愧是大品牌。	美白黑炭面膜10片
****p	0	1	包装都坏了，就用一个破袋子装的，盒子都坏了	美白黑炭面膜
壹***雲	1	1	补水效果很好，已多次购买。包装损坏	美白黑炭面膜10片
雨***y	1	1	包装这个样子，我没拆，而且外包装就一个塑料袋	美白黑炭面膜10片
****1	1	1	刚买完就降价，赔我金豆	透亮黑炭面膜10片
s***2	0	1	差劲，面膜的包装盒是拆开的，还是旧的	美白黑炭面膜
陳***-	0	1	用了一段时间，没有什么感觉	美白黑炭面膜10片
D***2	1	1	买完就降价了还将了好多下次不买了	美白黑炭面膜10片
b***g	1	1	用了以后过敏，化妆品类的东西谨慎选择。	美白黑炭面膜10片
****y	0	1	发错了那个贵的少发了盒换了便宜的	透亮黑炭面膜10片
尚***言	0	1	同时买的两盒这一盒少一片只有片是什么意思	美白黑炭面膜10片
r***0	0	1	买了第二天就搞促销不高兴	美白黑炭面膜10片
小***库	0	1	敷起来感觉一般，效果也不明显	美白黑炭面膜10片
****n	0	1	女朋友说有怪味道，闻了想吐	透亮黑炭面膜10片
8***喝	0	1	收到包装是拆开的，而且条形码不一样	美白黑炭面膜
u***5	0	1	盒子都打开的，每个盒子里少了三张，一共六盒少了片	美白黑炭面膜10片
A***i	1	1	第一次在京东碰到这样的包装，封条都开的，套装勿拆	美白黑炭面膜10片
符***芳	1	1	一般般，没什么感觉。不过又不知道买什么。	美白黑炭面膜
江***9	0	1	没一点效果好像也不便宜	【补水提亮】美白保湿黑面膜
u***i	0	1	拆封过的真不敢用了怀疑会不会有问题	美白黑炭面膜10片
H***f	1	1	一直用的，以后再也不用了。	美白黑炭面膜10片
u***g	1	1	买的时候是一盒，第二天就三盒有种想退货的感觉	美白黑炭面膜
萧***5	1	1	不知道是不是假的，包装不一样	透亮黑炭面膜10片
u***b	0	1	没用之前还好用完脸上就起一片小豆豆	透亮黑炭面膜10片
****x	0	1	这次买的假货，乳液跟水一样	【补水提亮】美白保湿黑面膜
d***2	0	1	貌似不是真的，面膜相对比较小	美白黑炭面膜10片
清***了	1	1	这包装盒都破了。盒上都是油腻的粘液。	美白黑炭面膜10片
正***浪	1	1	先不说东西好坏就这包装就能看出来到底是什么货色	美白黑炭面膜10片
S***n	0	1	逼我写好洋，有没有更过分的	透亮黑炭面膜10片
****c	0	1	东西差的不能再差了发货也慢买了之后半个月不发货	美白黑炭面膜
****f	0	1	面膜一盒少了贴，买了两盒少了贴	【焕白因子】美白保湿黑面膜
x***0	0	1	面膜小了额头和两边脸贴不到	美白黑炭面膜10片
****u	0	1	差真的差面膜小精华液少包装粗糙自营都这么假了	美白黑炭面膜10片
冯***栋	1	1	包装不一样拂过之后感觉怪怪的。	美白黑炭面膜
u***g	0	1	这什么玩意啊拆开包装就这样	美白黑炭面膜10片
米***3	0	1	盒子脏脏的而且都是打开的盒子就送过来了，大写的服。	美白黑炭面膜10片
无***p	1	1	打开后内盒没封，直接掉出来了	美白黑炭面膜
4***2	1	1	用完脸上长痘，也没有美白的效果	美白黑炭面膜10片
****e	0	1	一点用都没有，敷完还粘糊粘糊的	美白黑炭面膜10片
深***士	0	1	没有一点效果假的不要上当	美白黑炭面膜10片
哇***啊	0	1	像是拆过的，精华液不多，便宜还是没好货	美白黑炭面膜
w***p	1	1	四盒有两盒被拆开过，尴尬，不管真假，包装让人感觉不好	【焕白因子】美白保湿黑炭面膜
自***姐	1	1	用着还不错，可惜就是韩国产的，所以只能一星	美白黑炭面膜10片
Q***i	0	1	用了几过敏，过了天不能换，	【补水提亮】美白保湿黑面膜
****7	0	1	面膜可以是可以就是物流太慢了客服态度也不好	透亮黑炭面膜10片
****a	0	1	一个字就是差，干的面膜不知道用来干嘛的	美白黑炭面膜10片
x***g	1	1	送货小哥为什么在我没有收到物品的时候，已经提交签收	美白黑炭面膜10片
w***萍	1	1	快递包装都开了，真的怀疑不是正品，之前被人打开过	美白黑炭面膜
****8	0	1	商品包装没封口，像地摊货	【补水提亮】美白保湿黑面膜
****z	0	1	刚拿到，包装损坏，怎么能随便打开，不知道是不是正品	美白黑炭面膜10片
****F	0	1	我是油性皮肤用完更油了受不了还这么贵	美白黑炭面膜10片
****1	1	1	如果是正品，我想这种面膜卖不了多久就得倒闭，完全糊弄人	美白黑炭面膜
坤***1	0	1	用了以后脸部长了好多小红疙瘩	美白黑炭面膜10片
人***难	0	1	这不会是假的吧，连包装都没有塑料袋一装就发货了	美白黑炭面膜10片
初***冬	1	1	就是随便拿个产品盒给我装片，干脆给片散装算了。	美白黑炭面膜
H***E	0	1	还没用，用后评价，快递还是挺快的	透亮黑炭面膜10片
n***9	1	1	假的，荧光粉加多了用了会过敏	美白黑炭面膜10片
一***程	1	1	收到货为什么是这样的请给我一个合理的解释	【补水提亮】美白保湿黑面膜
j***y	1	1	老公用了过敏，我到不会	【提亮焕肤】美白保湿黑面膜
****d	0	1	盒子是打开的，是不是别人退货，二次销售的	美白黑炭面膜
****b	0	1	不好用，精华很少，也没什么效果	美白黑炭面膜10片
情***u	0	1	用了好久这个产品这次买来用了起满脸的红疙瘩确定是假货	美白黑炭面膜
随***8	0	1	官方标价，这里标价这是什么情况，扫出来官方也是	美白黑炭面膜10片
P***9	0	1	有一盒是拆开过的片数不够。服了	【补水提亮】美白保湿黑面膜
依***一	1	1	绿色的过敏，粉色的就正常	美白黑炭面膜10片
****1	0	1	盒子上面一层灰，还是封口还是打开的	【焕白因子】美白保湿黑面膜
李***3	0	1	脸敷上了特别烫，特别不舒服	美白黑炭面膜10片
_***_	1	1	不爱好用，过敏了，脸整个肿了	透亮黑炭面膜10片
R***血	1	1	味道和在实体店买的不一样，不知道真假了	【焕白因子】美白保湿黑面膜
****v	0	1	已经用了一盒了，但是没有明显效果	【补水提亮】美白保湿黑面膜
那***我	0	1	服了敷面膜第二天早上起来整个脸就红肿了	美白黑炭面膜
不***6	0	1	跟第一次买的不一样。面膜里面根本就没有精华	美白黑炭面膜10片
年***女	0	1	还没用封贴撕开了，不知道什么原因	美白黑炭面膜10片
****f	0	1	跟好不搭边，没用过这么差的面膜	【补水提亮】美白保湿黑面膜
朴***6	0	1	能不能拿盒子装这么大京东连个盒都没有压扁了	美白黑炭面膜
空***M	1	1	外包装是一个袋子完好无损，打开看到这个残状，心里顿时一万个	美白黑炭面膜10片
****t	0	1	还没用，看起来觉得不错，快递服务好	透亮黑炭面膜10片
今***世	1	1	水很好，不敢用，还是一叶子好用。	美白黑炭面膜
****b	0	1	补水效果一般，包装差，到的时候盒子已经破了	美白黑炭面膜
天***0	1	1	活动划算，可是这包装能不能上点心，收到时都已经散出来了	美白黑炭面膜10片
****r	0	1	包装盒有明显的被打开过的痕迹，这种店家不会再来第二次	美白黑炭面膜10片
邓***1	1	1	跟实体店买的不一样，面膜里面居然还有头发丝。	美白黑炭面膜
****b	0	1	收到货，面膜直接是被拆开的没法说	美白黑炭面膜
****v	0	1	不是正品，敷衍之后脸上泛红	透亮黑炭面膜10片
R***q	0	1	买了盒，现在用了三盒一点效果也没有，不好。	美白黑炭面膜10片
9***m	1	1	商品一直在用，没的说，但是快递的外包装有点恶心	美白黑炭面膜10片
T***0	0	1	不怎么好，我是用了快两个星期才评价的越用越黑	美白黑炭面膜
****5	1	1	的确像评论的一样有点干精华液不多	美白黑炭面膜
关***3	1	1	没以前好用，面膜感觉好硬，干干的	美白黑炭面膜10片
安***子	1	1	不知道这么多的好评怎么来的，说不出来的味道	【焕白因子】美白保湿黑面膜
v***P	0	1	东西打开包装是打开的。同城的货天到，快递竟然发错分部了	美白黑炭面膜10片
高***林	0	1	一点点用处都没有，吹得，你不怕破吗	美白黑炭面膜10片
****9	0	1	买个教训呵呵用这个之前比用这个之后更好	美白黑炭面膜10片
****e	0	1	一般使用感受不好补水效果	【提亮焕肤】美白保湿黑面膜
苏***仙	0	1	美白保湿黑炭面膜，外包装没有透明胶带粘合。	美白黑炭面膜
****9	0	1	收到的时候盒子底部已经开了，不是密封的	美白黑炭面膜
****a	1	1	黑炭面膜掉毛，敷完面膜脸上全是毛毛	美白黑炭面膜
皮***走	0	1	包装都没有，直接一个塑料袋子装着就来了，盒子还是拆开的	美白黑炭面膜
****0	0	1	还没用呢。也不知道是否正品网购小白	美白黑炭面膜10片
甜***的	1	1	快递拿出来就是坏的，即便是国产也不至于这样，购物体验贼差	美白黑炭面膜
l***6	0	1	质量一般，效果不明显，尺寸有点太小，。	美白黑炭面膜
s***8	0	1	差差，贴了长痘了，皮肤越来越干，还过敏了	美白黑炭面膜10片
穿***喵	0	1	假的，一用便知，大家还是别在京东买护肤品了，去小红书上买吧。	美白黑炭面膜10片
****Z	0	1	东西晚上收到，打开就看到面膜盒子都破了，里面不应该是片么，这才几片呀	美白黑炭面膜10片
杨***9	0	1	盒子到手里已经被压扁了，还不知道用过后怎么样	美白黑炭面膜10片
****3	0	1	鼻子部分有点小，贴的时候鼻头在外面	【焕白因子】美白保湿黑面膜
龙***涯	1	1	很好用，记不得购买几次了，这次是最实惠的，赞一个	美白黑炭面膜10片
u***7	0	1	这种表示没有效果根本不如其他几种	美白黑炭面膜10片
B***B	1	1	有泡泡不知道怎么回事，不知道是不是假的	【补水提亮】美白保湿黑面膜
4***m	0	1	包装粗制滥造，随便一个口袋就装了，外盒都变形了	美白黑炭面膜10片
丶***丶	0	1	东西也不知道是不是正品，包装都坏掉了。客服也是醉了。	【焕白因子】美白保湿黑面膜
****1	0	1	这个包装也是没谁了，一打开盒子就是这个样子，稀碎	【补水提亮】美白保湿黑面膜
u***u	0	1	用完过敏，脸发痒，长红痘痘	美白黑炭面膜10片
C***u	0	1	买盒，发现全是打开过的，啥意思啥情况	【补水提亮】美白保湿黑面膜
****7	0	1	越用怎么越黑啊，亮肤把黑的亮的好明显	美白黑炭面膜10片
****9	1	1	我都怀疑这是正品吗寄过来就这样了，外包装都是坏的，还都拆开了	美白黑炭面膜10片
u***f	0	1	没有效果，用了几片，用了三种不同的都是一样	美白黑炭面膜
****1	0	1	价格太贵了，就是广告做得好而已，用过之后效果不好	美白黑炭面膜10片
****r	0	1	服务态度差，不守信用	美白黑炭面膜10片
****g	0	1	没收到货，被人给偷了	美白黑炭面膜10片
****u	0	1	到了，就成这样了心塞	美白黑炭面膜10片
C***8	1	1	这次一打开盒子都是烂的，买了盒，每个盒子都是开的不知道什么原因，	美白黑炭面膜10片
****E	0	1	效果不好，用后感觉很一般。	【提亮焕肤】美白保湿黑面膜
****8	0	1	一般般别说补水了，我感觉吧水脸都吸干了	【焕白因子】美白保湿黑面膜
1***p	0	1	上面写的套装勿拆，结果包装全拆了。而且全部是散的。	美白黑炭面膜10片
****乖	0	1	买之前没注意看，买回来才发现是韩国产的，果断给分	美白黑炭面膜10片
****x	0	1	盒子都坏了，挺闹心的	美白黑炭面膜
大***实	0	1	假的，用过正品才知道	美白黑炭面膜10片
Q***C	0	1	有点忽悠人，买货时没有提醒，货到了发现是一件元，退货麻烦	【补水提亮】美白保湿黑面膜
锁***空	1	1	外包装正常，不过这产品包装明显被人拆开过，请问京东这是怎么回事儿	美白黑炭面膜
u***o	0	1	然而并没有什么用了以后脸上特别干	美白黑炭面膜10片
逍***G	1	1	这玩意有毒，用过之后脸上毛孔变大啦，大家不要买	美白黑炭面膜
****O	0	1	用了之后来评价的，第一次买到这么不好用的面膜	【提亮焕肤】美白保湿黑面膜
****u	0	1	这包装就一个塑料袋连盒子都没有让我怎么相信	美白黑炭面膜10片
u***t	0	1	为什么包装盒又烂了，还是湿湿的，上次买也是这样的。	美白黑炭面膜10片
u***7	0	1	应该是假的，跟我在免税店买的不一样，面膜纸都有区别	美白黑炭面膜10片
****1	0	1	就想问下花了钱买的东西就不舍得给个盒子嘛，都压扁了送给女朋友的感觉好没面子哦	美白黑炭面膜10片
****w	0	1	还没用，不知道是不是正品，包装简陋	【提亮焕肤】美白保湿黑面膜
灬***鲜	0	1	服了。买了用了过敏。感觉好像买了个假的。快递蛮快。	美白黑炭面膜10片
****q	0	1	近一个月才收到货	美白黑炭面膜
****果	1	1	可能什么肤质都不适合产品质感不好贴合效果不贴合	【焕白因子】美白保湿黑面膜
****r	1	1	没用，只能补一下水	美白黑炭面膜10片
i***q	0	1	跟之前买的不一样，盒子颜色，包装，里面的包装都不一样	美白黑炭面膜10片
n***7	0	1	收到时包装都烂掉了	透亮黑炭面膜10片
****n	0	1	今天才把快递拆开看原来里面东西少了包装上写片的拆来看原来只有片。什么原因呢	美白黑炭面膜10片
****2	0	1	效果不好，买了后悔。	美白黑炭面膜10片
周***9	1	1	你们卖的是散装的拆开包装全是坏的，而且还少了一张	美白黑炭面膜10片
J***n	1	1	感觉像是假的，没什么用跟我之前买的完全不一样	【补水提亮】美白保湿黑面膜
****q	0	1	呵呵呵，刚买一天就降价，买了片现在能买片，真有才	【补水提亮】美白保湿黑面膜
o***g	0	1	价格来回变动，擦妮玛	美白黑炭面膜10片
爱***0	1	1	纯属补水美白假的	美白黑炭面膜10片
落***雨	1	1	不怎么样呀，还贵呀，感觉双十一不便宜呀，	透亮黑炭面膜10片
A***m	0	1	跟之前买的不一样精华液太少面膜干的可怜	美白黑炭面膜10片
C***q	0	1	盒子不但压扁了，而且是打开的，这是几个情况	【补水提亮】美白保湿黑面膜
调***哥	0	1	收到，未用，用后再评价	【焕白因子】美白保湿黑面膜
Q***O	0	1	假货用了脸上起痘痘	美白黑炭面膜10片
邱***军	1	1	才几天就掉价有意思	美白黑炭面膜10片
****f	0	1	本来都好久不长痘痘了，自从用了这款面膜，痘痘就没消停过	美白黑炭面膜10片
s***0	1	1	买贵了，没搞活动呢	美白黑炭面膜10片
f***3	0	1	这个更次被打开了还给送过来好在换货的没出现这样的	透亮黑炭面膜10片
苏***儿	1	1	我去，买了这么多次，这次买个韩国牌子，竟然包装全被拆过，我需要一个解释。	透亮黑炭面膜10片
迷***王	0	1	没什么效果，反而脸上痘痘越来越多，谨慎购买。	美白黑炭面膜
E***g	0	1	亏大了，现在盒元	美白黑炭面膜
最***计	1	1	没有一点效果，皮肤有点过敏，还买了两盒，	美白黑炭面膜10片
王***7	0	1	花了到了的快递面膜盒都是坏的面膜都露出来	【补水提亮】美白保湿黑面膜
w****	1	1	很一般么有那么湿润	美白黑炭面膜10片
再***喵	1	1	包装就这样吗，可莱丝就这包装好几次了，一直都是开封的包装	透亮黑炭面膜10片
0***u	0	1	详情页介绍与实际不符，没有密封包装，内包条码与外包条码不一致	【补水提亮】美白保湿黑面膜
r***l	1	1	现在京东的商品包装是越来越差了，也不知道是商品本来就是破烂还是运输过程中损坏的。	美白黑炭面膜
正****	0	1	精华液好少，也不服帖，下次不买了	【提亮焕肤】美白保湿黑面膜
5***m	1	1	不喜欢评价，因为相信京东的自营物品，一年平均消费也有几万块钱，但是这次为什么这个是打开过的	美白黑炭面膜10片
****q	0	1	感觉像是假的，和实体店的不一样，扫码也扫不出来。	美白黑炭面膜10片
****U	0	1	面膜太大了眼角和嘴边都贴不上	【提亮焕肤】美白保湿黑面膜
晨***2	0	1	冒牌货面膜比正品小很多京东还有正品吗之前买的纸尿裤也是再也不会在京东买了	美白黑炭面膜10片
u***u	0	1	不好用不像是真的，效果与店里卖的不一样	美白黑炭面膜
****e	0	1	我只想说能不能用个纸盒子做外包装，竟然用个塑料袋，还好产品没事。效果嘛还没使用。	美白黑炭面膜10片
哇***哟	1	1	没有上次好，感觉假了	美白黑炭面膜
****e	0	1	寄来的都是被打开过的，也不知道是不是被谁换了退回来的	【焕白因子】美白保湿黑面膜
G***馨	0	1	一直都在京东买东西，一直在给好评，这次买的面膜三盒给打开两盒，其中一盒还是撕坏的	美白黑炭面膜
****b	0	1	包装裂开了，怀疑换过	美白黑炭面膜10片
w***1	1	1	包装价差山寨版一样	【补水提亮】美白保湿黑面膜
小***_	1	1	买这么多次这次慢几天就不说了包装还给我整成这样	【提亮焕肤】美白保湿黑面膜
x***n	0	1	包装是剪开过的，里面的面膜包装和之前买的不一样，找客服也没回，又不能七天无理由退货	美白黑炭面膜10片
****u	0	1	买了三款这家面膜，有一盒是开封的，不是正品快递员不送货上门，让自己取货，影响京东信誉	美白黑炭面膜10片
****b	0	1	三盒有一盒是开过的，而且压坏了，这是换了山寨货还是什么意思	美白黑炭面膜
****p	0	1	拿回来时是打开的，封签都没有贴合，有打来的痕迹	美白黑炭面膜
u***w	0	1	不好用，脸上痒痒的	美白黑炭面膜10片
u***s	0	1	包装就用这个塑料带	美白黑炭面膜
****1	1	1	说实话我觉得我买的是假货因为这个上面的颜色和他们刚刚从韩国给我捎回来的差别太大了而且虽然有中文的标识然后二维码扫出来的都是酒	美白黑炭面膜10片
j***n	0	1	这包装也是没谁了一个塑料袋子装，里面的盒子都已经压开了快递也是推迟一天送货	美白黑炭面膜
z***7	1	1	以前买挺好用，这次买的好像是假的不一样	美白黑炭面膜10片
****8	0	1	效果不明显，用了片了	美白黑炭面膜10片
l***h	1	1	这包装居然破成这个样子，底部还抠开了，我不信货物运输能整成这个样子还不如海外购买的	美白黑炭面膜10片
****z	1	1	不好用，面膜跟脸部比例不一样，补水效果差	【补水提亮】美白保湿黑面膜
为***9	0	1	和之前买的有差，感觉不是正品，包装都没封，至少装像点啊，无语	【焕白因子】美白保湿黑面膜
张***9	0	1	包装盒子都是坏的，我都不知道是产品质量问题还是运输问题，我看很多买家之前都说包装有问题，为什么这么长时间了都不知道改进呢	美白黑炭面膜10片
b***1	1	1	打开京东的包装箱就发现面膜的盒是打开的，不知东西是否被替换过，不知是否正品，大家谨慎购买	美白黑炭面膜10片
****V	0	1	和香港买的差好远，干干瘪瘪的，应该是货来的，劝大家还是不要买的好	美白黑炭面膜10片
****i	0	1	看鼻子，只能敷到这个位置	【提亮焕肤】美白保湿黑面膜
****h	0	1	这个效果更次敷完跟没用有区别吗商家你自己试试去	美白黑炭面膜10片
X***5	0	1	用起来脸有过敏的现象	【提亮焕肤】美白保湿黑面膜
****6	1	1	已经回购n回了，但是这次每一盒都没有包装完整，以前不是这样的，真担心是不是假货	【焕白因子】美白保湿黑面膜
****3	1	1	不好假的，用了脸上肿	【补水提亮】美白保湿黑面膜
t***l	0	1	刚下单就降价了，送了一点都没有用的礼品就不给保价了。坑坑坑物流很快，快递小哥很给力。	美白黑炭面膜
u***w	0	1	不补水，没美白，没啥效果，怀疑是不是正品	美白黑炭面膜
****r	1	1	真的是醉了，不知道一个盒子有多少钱，连个包装都没有，全压变形了。	美白黑炭面膜10片
