user_name	is_plus	star_num	comment	commodity_type
w***1	0	1	物流服务很快，但是对商品服务很不满意，价格太乱，买了多天产品就降了差不多元，面膜都还没用两片就贬值这么厉害，真的无语了毕竟我还没怎么用，产品好不好我就不说了，但是卖家价保只有天，建议买的人下单一定要问后期优惠，不然真的几天一个价。买了的用着心里也不舒服	新品【焕亮肤色】维C安瓶面膜
w***1	1	1	说好凌晨点的活动，结果改成全天活动，害我守到半夜，严重影响睡眠。	新品【焕亮肤色】维C安瓶面膜
1***p	0	1	此用户未及时填写评价内容	【维C透亮】维他命安瓶面膜
****q	0	1	买几次了，越来越差	新品【焕亮肤色】维C安瓶面膜
****h	1	1	用过最差的面膜	【焕亮肤色】维他命安瓶面膜
我***了	0	1		新品【焕亮肤色】维C安瓶面膜
****t	0	1	货都发错	新品【焕亮肤色】维C安瓶面膜
加***猫	1	1	如图所示	新品【焕亮肤色】维C安瓶面膜
****s	0	1	套路太深	新品【焕亮肤色】维C安瓶面膜
****z	1	1	垃圾	新品【焕亮肤色】维C安瓶面膜
轩***昧	0	1	不是正品	【焕亮肤色】维他命安瓶面膜
****s	0	1	假的感觉	【焕亮肤色】维他命安瓶面膜
****m	0	1	别买，假货，面膜膜纸没有Logo，用了脸过敏，还退不了。	【焕亮肤色】维他命安瓶面膜
****f	0	1	咱也没有见到也没有收到货等了那么久快递没有打电话系统就确认收货快递通知拿快递咋咋也找不到丢了现在对京东无语失望	新品【焕亮肤色】维C安瓶面膜
l***梦	0	1	垃圾，让人非常生气，我昨天买盒，四盒，今天就变成了盒。，啥也不是。还打算一直用果断放弃。	新品【焕亮肤色】维C安瓶面膜
我***艺	1	1	号买的，说的隔天到，结果三四天都还不发货，一问客服就有理了，分钟不到说了三个理由，一会是端午节延迟发货，一会是高速堵车，一会是仓库放假，最后又说仓库没有放假，真棒，找理由欺骗，差评，差评，垃圾玩意	新品【焕亮肤色】维C安瓶面膜
****X	0	1	此用户未及时填写评价内容	新品【焕亮肤色】维C安瓶面膜
右***羊	1	1	这个差评是给商家和京东客服，总共购买盒面膜一个赠品都没送，找客服回复结果是必须购买同一种面膜才可以我也是无语了第一商家在活动页面上明确写了买件及以上送赠品没有说明必须同一种，第二当时参与赠品活动的包含其他几款面膜而且都是元买盒活动存在误导，第三售后联系客服反馈情况回复结果不满意有店大欺客行为。	【焕亮肤色】维他命安瓶面膜
右***羊	1	1	这个差评是给商家和京东客服，总共购买盒面膜一个赠品都没送，找客服回复结果是必须购买同一种面膜才可以我也是无语了第一商家在活动页面上明确写了买件及以上送赠品没有说明必须同一种，第二当时参与赠品活动的包含其他几款面膜而且都是元买盒活动存在误导，第三售后联系客服反馈情况回复结果不满意有店大欺客行为。	【焕亮肤色】维他命安瓶面膜
****c	0	1	大家快看看骗钱的，三盒打五折，我买的太快买到两盒，元，早上买的下午就收到了，买完上班没注意看手机所以没发现，后来收到货联系客服，叫我退回去重买，我也是有这打算，谁知道货退回去了，只给我退元，收了我这元，还说跟她们店没关系，这么光明正大的骗钱。，良心的东西	新品【焕亮肤色】维C安瓶面膜
u***q	0	1	刚买到手就降价不给补差价说可以退货重买买面膜就是为了用的肯定打开了根本没法退货该重买耽误时间其实就是不给补差价的借口没多钱懒得要差价就是觉得商家这么做挺次的	新品【焕亮肤色】维C安瓶面膜
l***h	1	1	买了四盒，做活动价格还算可以的，黄色绿色蓝色，感觉还是蓝色的最好用，但是广告里说买四送一盒涂抹面膜没有收到，差评鼓励一下，再接再励。	【焕亮肤色】维他命安瓶面膜
1***9	1	1	以前坚信京东没有假货，现在知道了，假货很多很多，东西中间被拆开过，用的是火腿肠盒子的外包装，胶带是从原来的包装上撕下来，缠到现在的包装上，申请换货图片都附上了，就是不给受理，拖到错过售后期，东西扫描二维码没有，显示转移至，这不是妥妥的假货吗上次买了两支阿玛尼的口红，一只正常，一只明显假货，味道都不对，京东好几年的老粉，寒了心了	【焕亮肤色】维他命安瓶面膜
y***4	1	1	不好，眼睛，嘴巴的地方几个大框框，不能很好的贴合，就这样，还面膜纸很小，还没有定型纸，拿出来一坨，撑开大洞洞之外还贴不完脸，这也太省了。效果不效果的都不评价了。	新品【焕亮肤色】维C安瓶面膜
