质地水润使用感受补水效果很好不粘腻其他特色味道清新	7	0
这么快速度很快。很好就是不保湿使用感受很好适合肤质很好	2	0
用这效果非常好呀保湿效果不错很润面膜很服帖我喜欢味道很清淡补水效果用着效果不错贴合效果服帖适合肤质我是干皮很好用活动价格很优惠	6	0
包装太简陋了，本来购买送人的。结果盒子压的稀烂。很是无语。希望下次改进	8	1
面膜很服帖，裁剪很合适，淡淡的香味，贴着很舒服，精华比较多，但是敷脸上精华也不会往下滴，补水效果很好	3	0
朋友推荐买的。敏感肌没有出现过敏现象，精华很丰富，敷完二十分钟还有超多精华。补水效果还不错哒。一起买的萌宠款，大概只是面膜上的字不同吧。精致girl从敷面膜开始吧	1	0
好用，效果很好，很舒服，第二天皮肤润润的，水水的，满意。	6	0
和我之前用的完全不一样面膜厚度大小精华也很少京东真行啊	7	2
不错，正品，效果很好	14	0
非常好用，很保湿，买了十几盒了，是正品，特别好	10	0
一直很信赖这个牌子，我一般都是用那种清洁面膜祛痘面膜补水面膜，这个很好，用了不会油腻，第二天也不会油，超级喜欢	4	0
一直我用的面膜，经济实惠值得推荐	10	0
查了网上的鉴别方法，发现是假货	1	1
面膜很好用，值得购买	14	0
破烂包装，买不起箱子吗	3	2
面膜纸是纯棉的，很厚实，很有质感的面膜使用感受冰冰凉凉的在脸上很舒服适合肤质任何肤质都可用，敏感肌肤也可以用补水效果这个品牌最大的特点，立竿见影贴合效果很贴合其他特色物美价廉，物超所值，活动的时候一次性买了十几盒每一种都想试试看看效果如何，期待	7	0
还没用不知道怎么样用了睡眠的那种有点刺鼻的味道不知道是不是正品	2	1
挺好的	10	0
到货了还没有用先屯起来，一直用这个牌子特别喜欢，现在卖比平时合适多了	3	0
面膜包装坏了，不知道真假	2	1
速度很快就到了，就是不知道怎么样，速度好评，包装有点烂啊	1	1
昨天才买完，今天就打对折。不想说什么了，只想说对于老用户体验很差	3	1
盒子都是被拆过烂掉的	1	2
过年疫情天天在家躺着晒太阳，脸干燥了不少，用这个补水很快～	7	0
美迪惠尔的面膜一直在用，面膜真的很棒良心店家啊面膜是正品呢，一直都很喜欢这款面膜，补水效果特别好，这次的活动价真的让人很惊喜给店家一个超级大的么么哒赞赞赞这款面膜尺寸刚刚好，敷着很清凉，很舒服，紧致肌肤，水润美白没有什么刺激，效果很好。	4	0
物流速度很快，可是这次从南宁发货，有两盒都是被拆过得痕迹。	1	2
只有五片，用了一下感觉还可以	9	0
黑膜很服帖，贴的感觉很好，精华液超多，只是觉得比较稀薄，以前用的面膜精华液都比较厚重，敷完脸上黏黏的，不知道哪种比较好	4	0
刚用了一片面膜，这款面膜还不错，这个香味我喜欢，补水效果的话，还可以，洗完脸不拔干，也不刺激，面膜也非常贴合，一直都信赖京东。	5	0
产品质量好，使用效果显著，适合所有肤质使用。补水效果非常不错	4	0
包装盒无胶封，怀疑被拆过，客服态度差，咨询未啥没封口回复让出国检测是不是正品，垃圾卖家，差评	7	2
很好，活动便宜，京东送货速度快，态度也好，很满意，会继续支持，再次购买	14	0
这款面膜非常好用，水分十足，补水效果非常好，里面的精华液非常多，和我在实体店买的一样，但价格比实体店便宜多了，喜欢在京东购物，质量有保证，我一周做次，效果还是很明显的，这次赶上搞活动，一下买了好几盒，这次够用一段时间的了	1	0
精华液不多，面膜纸偏厚，服帖度不太好，价格实惠，先用着吧	9	0
收到啦收到啦，太爱京东快递，京东超市啦，上午下单下午收货完全不耽误。还没有用，包装都很好，完美。相信京东是正品。下次继	9	0
很舒服，没有过敏的情况，开始一直担心过敏，不管用什么品牌都会过敏，用这款没有见过敏，很好应该后面不会了	3	0
面膜包装精美，一打开能闻到一股香甜气味，很好闻，精华含量相当充足，上脸比较服帖，面膜纸质不错，敷在脸上感觉很舒适放松，到分钟之后取下面膜，效果很不错，补水效果杠杠的，整张脸变得很水嫩，而且感觉肤色也提亮了。日常补水必备面膜啊，趁活动买还很划算，值得拥有	1	0
一拿出来就发现开过的这是什么意思情况虽然不影响使用但心里还是有点不舒服	4	1
一直使用的老牌子，实惠看得见，补水效果好，很容易吸收。	7	0
挺好的	9	0
最近换季肌肤下就觉得紧绷了，用了美迪惠尔新出的这款＃安瓶面膜揭开面膜那一刻真的会哇哦一下它的急速补水和水润提亮效果真的有惊讶到我它是一整支安瓶精华集于一片面膜，每一片都是满满的保温精华除了重帮助深入补水之外，还添加了银耳提取物全面滋养，丙三醇辅助锁水～天丝绒的膜布纸也值得夸像我这种比较敏感，容易泛红的肌肤用也是舒舒服服～轻薄服帖也不会往下掉整个爱住千皮完全离不开它，敷完瞬间拥有水润澎澎肌性价比也很在线	5	0
一天敷一次，绝对过敏我过敏了一周没付，还稍微好点	7	1
脸红肿了，是不是过期的	1	2
用了一片过来评价的，感觉不是正品，没什么精华，补水效果一般，不如国产的品质，跟之前正规渠道买的完全没法比，对京东的商品品质很是失望	2	1
一直回购的产品，简单好用	10	0
这还叫套装勿拆茶树的全被拆了，和另外两个封口也不一样，有点怀疑有真有假	7	2
不是很好，和实体店比起来有很大的差别	1	2
特别说明不错，很好用，我是敏感肌，很舒缓，并且以肉眼可见的速度对皮肤进行改善。以后有活动会继续囤的。	3	0
真的很不想给差评但是京东包装能不能上点心就在外面包个袋子就完事儿了不知道易损上点心ok	4	2
精华液挺多的，吸收挺快的，做完皮肤水水嫩嫩的	9	0
非常好很水润用了很积极他们家的了	14	0
很好啊，弟弟长痘痘买来送给他，虽然他说没什么效果。感受很不错，味道好闻。适合痘痘肌吧。但是作用不大。补水效果的话建议买补水面膜吧。很服帖。好看。	8	0
终于又有货了会继续购买	10	0
这包装	7	1
之前缺货没买到，面膜好用，快递送货很快就到了。	9	0
不错不错哦，很好很好的产品噢，一直很喜欢噢，也是一直在回购噢非常相信京东，有保障，速度快，方便快捷，并且也非常实惠哦	9	0
一直在用可莱丝的面膜，补水效果非常好这次买的这个，很适合冬天使用，也适合我这样的懒人，洁面涂抹拍打吸收，水珠状的很好吸收而且不粘腻值得种草哦	14	0
面膜有点干，贴在脸上不舒服，就感觉面膜精华不够，还有每一片面膜精华都不均匀，昨天敷的面膜精华还剩很多。可以倒出来，今天的根本到不出来，还要使劲挤，不知道为什么，面膜也有钢印，但是面膜贴在脸上就是感觉干，一度以为自己买到了假货	8	1
未经允许，直接放快递柜，水平跟其他快递一样了	4	2
盒子被打开了，而且盒子跟面膜装反了，明显是人为装进去的	8	1
第一次使用这款面膜，不过敏，我的皮肤比较干，敷完后挺保水的，买了二盒，价格实惠，包装不错，物流速度快，快递小哥送货挺准时的，服务态度也很好	4	0
双十一搞活动拍的，价格很超值，一直用美迪惠尔的面膜，补水效果超赞，用完之后，脸上水水嫩嫩的，我是敏感皮肤，用了美迪惠尔面膜，没有不适，感觉很舒服，每天都坚持使用，脸上的毛孔都比之前细了好多，冬天使用最好用热水加热一下再使用，这样不会很凉，而且更容易吸收哦	1	0
最早的时候是年在首尔机场转机的时候在机场店随手一买，准备应付漫长的夜航。谁知使用下来效果出乎我的意料，针对我的混合皮起到了非常好的即时补水作用。于是我开始日常购买这一款平价面膜，作为每天临睡使用，反正也不贵。京东囤货的经常买，味道和使用感受与当初首尔买的没啥两样，本来我也后知后觉。只不过有的盒乳液成份多些，取出来水淋淋的，有的盒乳液成分少些	1	0
面膜效果一般，快递比较不错	7	1
还没怎么用，用用再说吧	6	1
挺好的哟，很好用的呢	5	0
双真的是便宜了很多，一下子买了好多，囤了一大锅货，冬季补水就靠它了，真的特别的补水，用完之后皮肤都是水嫩嫩的能掐出水来。	9	0
看包装就来气，不管正品与否，反正就是不舒服，客服也说的乱七八糟，所问非所答。	8	2
用了非常舒服，很滋润，精华液非常多	5	0
一次买了六盒活动价超划算使用感很棒服感很好没有过敏补水效果比较不错精华很清爽不是那种粘稠的质地用着没有负担回购很多次很棒	1	0
不知道是否正品，满减活动买的，有些包装完好，有些包装拆开了	7	1
之前买过一次我给了五星这次的物流是快，隔天就到但是盒子都被挤压的变形了而且盒子底部也被打开了怕不是别人退货的卖给了我吗我也是醉了就事论事差评	4	2
大家一起来试试吧。我觉的补水效果可以的。不过比国外的精华少点。一分钱一分货啊。	1	1
还行，用起来比较温和。	3	1
这款面膜是朋友推荐的，第一次买，刚好趁着搞活动时就买了四盒，每天睡觉前贴一片，很好用，补水效果挺好，下次还会继续入手的，	9	0
很好，特别满意使用感受保湿效果特别好，贴在脸上水润水润的适合肤质各种肤质都适合补水效果补水保湿效果特别好贴合效果很服帖，特别好用其他特色便宜大碗，推荐购买	1	0
之前用的是蓝色的，没用过这款，但觉得应该是假货，面膜偏小且用完过敏护肤品果然不能贪便宜	4	2
补水效果一般般	8	1
真心差。建议大家不要卖。不知道那么多好评是不是找人刷的	8	2
宝贝收到了这款面膜一直的在用所以想买的亲们放心的购买京东自营店值得信赖	9	0
哥哥从韩国带回来用了一次觉得好用看到京东有卖果断下单买了三盒最爱绿和这款真的很补水面膜纸裁剪得当真的很喜欢她家面膜	8	0
物流很快，但包装居然是打开	8	2
老婆买的面膜，拆开一看是韩国货，严厉批评了她，。	1	2
怎么不能打零分一星给快递再不敢上京东买东西了keng	3	1
不错	10	0
包装盒烂了，下了两次单，都烂了。纠其原因无非是快递员用袋子装着送货，压一下就烂。面膜虽无损，但真的不重视包装，干嘛不直接拆了卖散装呢	4	1
差评，没以前的好用，里面精华液太少了	2	1
淡淡香味使用感受温和不刺激适合肤质我是混油皮也适合补水效果挺补水贴合效果非常贴合，包到一点下巴，很不错	7	0
可以了，便宜的都不够用	9	0
有点忽悠人，买货时没有提醒，货到了发现是一件元，退货麻烦	3	2
效果一般，感觉有点假滑，补水效果一般，保湿一般	7	1
送来的都全部爆开的，其中一盒里少了片	3	2
这个牌子一直用在使用，不仅含水量很足，补水效果明显，而且贴合度很好，用起来很舒服，再有成分不错，吸收效果好，长久保持肤质细润有效	9	0
保湿效果一般，面膜纸好小	2	1
官方自营店，值得信赖，强效补水，干燥的冬天给脸上补充养分，贴脸上去，很柔和，感觉毛孔都在吸收，做完后脸上滋润了，可以的，不错。	3	0
用着特别好，温和不刺激，用了几天感觉皮肤比以前更光滑了，脸上的痘痘都没了	8	0
一直信赖京东，包装好，送货快，服务好，特殊时期送货有保障。面膜一直在用非常好用，好评。	7	0
不错不错不错，双十一买的，很优惠	5	0
这次买了这个品牌的面膜的好几款面膜，打算分别试用一下，看看效果怎么样，以前一直用的蓝色款的，用起来很好，补水效果不错，试完再购买。	7	0
这个面膜效果真的超棒不知道一件买了多少盒了做活动就会屯会一直用精华液不少但也不是很多敷完拿下来脸色明显变好皮肤也充满水分快递一如既往的快	7	0
还行	5	1
满脸过敏千万不要买了	1	2
非常好用啊，每周敷面膜～次，沙漠皮，用后效果润润的，干纹减少，而且面膜的精华水清爽易吸收，不像有的面膜，会滞留在脸上按摩半天都吸收不了。	7	0
精华液不足，面膜很干，收缩毛孔没效果	4	1
好用好用趁着活动买太实惠啦	6	0
，希望用了效果看，希望是正品	1	1
被压坏了而且看起来旧旧的	1	1
不怎么好只能这么说并没有多补水	2	1
总的来说非常不错，胶原蛋白精华言还可以保湿缓解皮肤干燥。特别有营养富含胶原蛋白精华很多补水，特别推荐。用完之后精华吸收的也特别好，味道也很好闻。	2	0
面膜较厚，精华不多，刚贴上就干了，总的来说还行吧	3	1
假的吧，那么厚的面膜，不一样的	1	2
跟我之前用的不一样，假的	1	2
包装脏兮兮的看了很不喜欢	2	1
辣鸡一买完就降价价格保护用不了都是虚的建议大家不要在节日购买平时的价格可能会更有优惠产品是开口的盒子包装是开口的这种包装很容易被掉包有点怕	3	2
我感觉是假货，贴了二十分钟，面膜上精化一点么有少	1	2
果断乘着双屯了一波，价格实惠。昨天昨天试用了一片，感觉不错。补水效果杠杠的。	2	0
和紫色一样，也是乳白色，推不开。敷完要洗脸那种	10	1
本人是正常每天早晚各一片面膜的，用的也多，图片是买来后用的手里就剩这些没用完的了，还搭配其他的款日常使用的，面膜有款，每一款效果都不同凡响，好用，保湿效果很棒呢，我都是放冰箱里保鲜，用的时候很舒服	2	0
家里面膜没有了，正好看到有优惠活动，还是比较合适的，到货也很快，日期可用到年，之前用的这款黑膜就不错，精华液很多，我是敏感肌肤，没有刺激皮肤。	3	0
买了盒，这盒是开封的	2	1
补水效果还不错，精华很足，活动价格也实惠，囤了好多，性价比超高。	7	0
刚收到货就包装盒就被全撕开了。包装袋而且也给撕了个口	7	2
靠在沙发上，吹着风扇，贴着刚拿到的一贴面膜，感觉真的好舒服，温和不刺痒，真的好舒适，说实在的这款我还真买对了，等贴完了真的白的像头白羊	3	0
不好，和我之前在顺丰买的感觉不一样，特别干，还特别厚，我真怀疑那些好评是不是托，最重要的，快递服务态度特差，下大雨让我跑那么远的路去拿也就算了，还跟大爷似的，坐在车里面按喇叭让我过马路那边去，国道非常不安全不知道吗一直很相信京东的，这次真的叫人心烦，本来想继续买宝宝尿裤的，到家直接把订单取消了，再也不来了	8	2
为什么和我用的其它可莱丝面膜不一样干了以后闻起来有一点臭臭的木耳味	2	2
不知真假，包装坏了，没效果还长痘	2	2
还没用，做活动买的，快递包装太简陋，外包装都烂了	9	0
是一个老牌子面膜，这个很多年以前就用过，那个时候还没这么便宜，现在越来越便宜了，买了回来再试试吧，因为真的便宜，不知道好不好用啊，用过了再来追平，这个包装也是换了一种了，看着好看一点了，这个快递特别快，这个是韩国牌子	9	0
封条包装被拆开过，假货	2	2
非常好的面膜，我一直在用，用了几年了，非常好，强烈推荐	6	0
很失望在京东第一次收到这样的快递	4	1
林林总总买了一堆美迪惠尔各种各样的面膜，总的体验还是不错的，用的多一些的是紧致的黑面膜，贴完后脸上很滋润，补水效果好，面膜也比较大，贴了几次以后觉得皮肤变得细腻了一些，搞活动价格不贵很划算	7	0
送货速度超快，还没用，看着应该不错，用后再追评	4	0
一直用的水的，这次有活动就一起拍了两盒胶原蛋白的升级版，一收到就先用了这一款，精华液比较多，味道比较好闻，贴合效果也可以，滋润效果不错这个牌子的面膜比较实惠，水效果非常好，等两盒用完后再评价其他效果。	2	0
给女朋友买的，人出差去了，提前给她试哈，感觉效果整体还不错，之前看她一直在用，保湿效果还不错，用完感觉很清爽，精神不少。	10	0
京东物流太给力了，一早就收到了。一直喜欢这个牌子的面膜，保湿美白适合任何皮肤。价格实惠，是女士们的优选产品	3	0
有活动一次买了片，北京天气干燥，就靠它补水了，我属于敏感皮肤一直用这个牌子的，没有过敏现象。补水效果特别好。送货也很快	4	0
面膜都开了，差评差评差评差评，第一次收到这么烂的快递	7	2
到货盒子全部被打开，勿拆也被拆开。真的假的都不敢确定了这京东现在就这效果	7	2
这款美白黑色面膜没有蓝色的那个好，这个太小了，贴完脑门露一半。蓝色那款一直用，很不错	4	0
盒子都这样了怎么送人	1	2
面膜很好，用一次性买了酒盒相亲用纯正优雅无不良诱惑，有好货城产品质地细腻，均匀射雕自然产品泡沫细腻容易清洗洗后皮肤的话不干燥不紧绷使用后，皮肤上会留下一层薄的皮肤么，不会造成拖着对皮肤作用温和不会引起刺激作用，一直在用美的会儿面膜没有换过。去黑头的面膜，超级棒油漆，放冰箱里冰一下扶到脸上超舒服，缓解一天疲劳还能有效去黑头补水也可以。	4	0
不好用，好评都是刷出来的吧，都没什么水，敷出来没啥感觉，而且客服服务态度不好，想改下地址都不行	3	2
朋友推荐的一个面膜物流速度嗷嗷快据说巨补水很多人推荐第一次使用感觉还阔以没有其他功效补补水还是很好用的	1	0
这款面膜非常喜欢，水分很足，里面的精华液也非常多，用起来很舒服，经常在京东购买，送货也快，喜欢	9	0
选了很久选中的这一款面膜，非常保湿，适合敏感肌肤	10	0
取完快递激动了一路回家打开一看第一盒就是这个样	4	1
用了肌肤水润光滑还不错	9	0
用了过敏，一点都不好	4	2
美迪惠尔的面膜一直在用，很补水，精华很多，会一如既往的用下去。但是第一次用她们家的黑面膜，暂时还没什么效果。	4	0
真有意思	8	2
商品包装太垃圾，拿回来盒子都打开了，拿出来就散就一地，超级垃圾，非常不满一次购物	3	2
买来试试，这款还没尝试，不过美迪惠尔的么好不到哪里去么至少不会过敏	11	0
这款量比较少，价格贵点，滑溜滑溜溜的，适合夏天，敷完面膜后，洗脸，水嫩水嫩的，面膜量也足，敷了半个钟都还有水份，还不错哇	10	0
能告诉我这个是什么么我就刚刚敷完面膜揭下来之后没有立马洗脸呆了有十来分钟然后去洗脸的时候就发现脸上好多这种白白的东西不是纸遇水也没有化这是什么东西不敢用了	6	2
有刺鼻的味道没再用	8	1
嗯嗯俺觉得这个面膜可好了，用了感觉很舒服，韩国货，全球购，俺也没有去过韩国，也不知道韩国买的是啥样，反正俺觉得这个可好呢。	3	0
包装有点旧	8	1
面膜用起来很好闻，有一股淡淡的清香适合肤质本人干皮感觉用起来很舒服，补水效果很nice贴合效果面膜贴合挺舒适，精华液也很充分，用了一段时间感觉有点美白的效果。	4	0
不太满意这次的购物，感觉是假的。脸上有点痛的感觉。	1	2
抢来的，很划算，用着也不错哦	6	0
不怎么样，感觉太一般，	2	2
经常买的一个品牌，用习惯了很少换，较好满足一般的补水要求，膜的质感不错。	10	0
宝贝收到了，一直都在京东买的，很不错，	6	0
跟风买的这个牌子，感觉上当了，调理油脂，收缩毛孔都是不存在的，面膜也没这能力，就是早上一片，晚上一片，也就是补水补的充足了点	8	1
第一次买这个，感觉还可以，携带方便，而且非常轻，经常出差携带方便，使用了几次，感觉补水效果还可以，推荐。很划算。还可以使用感受可以适合肤质都可以补水效果Ok	14	0
这个很方便，滋润效果好	14	0
很舒服使用感受效果很好补水效果效果很好，敷完面膜，亮一个度	6	0
精华太少了，只能挤出一点点精华	7	1
趁着京东搞活动，买了好多面膜，尤其以保湿功能为主。我是敏感肌，适应之前各种比对，所以选择了一些大品牌，口碑信誉都不错的产品。使用之后，感觉很好，服服帖帖，润润的，没有任何不良反应。在家敷面膜，既节省了去美容院的时间，又省了不少钱，效果也不差啥。凡事都不难，唯有坚持，坚持每日一帖面膜，营养皮肤也需要毅力的。	14	0
