user_name	is_plus	star_num	comment	commodity_type	type_index	star_index
t***l	0	1	刚下单就降价了，送了一点都没有用的礼品就不给保价了。坑坑坑物流很快，快递小哥很给力。	维生素面膜	7	2
u***r	1	1	精华非常少，效果很差	【透亮美肌】维生素面膜	7	2
T***4	0	1	快递包装都是开着的，里面包装开口出也已经破损了，看起来像旧的	维生素面膜10片	7	2
宝***气	1	1	您没有填写内容，默认好评	【改善暗沉】维生素面膜	7	2
****h	0	1	从来不知道京东的快递可以这么暴力，这盒子没有一个是正常的了，不说产品如何，就这盒子就感觉不是正品，跟我在唯，品，会买的差多了	维生素面膜	7	2
u***r	1	1	第一次遇到这种情况，也么都是开口的难道是现场包装的还是别人的退货	维生素面膜	7	2
u***z	0	1	这次买这几盒都不怎么样不知道是不是假货面膜布很劣质跟以前的差远了	维生素面膜	7	2
u***3	0	1	没有防伪标识，也没有发票，包装都烂了，不满意	维生素面膜10片	7	2
b***i	1	1	第二天就降价便宜了元不划算	【改善暗沉】维生素面膜	7	2
****3	1	1	面膜打开里面干干的面膜硬硬的没法用	【透亮美肌】维生素面膜	7	2
Q***X	0	1	试了三次才来评价，那么大的品牌，既然用一次起一次红疹，还以为脸有问题，好了又试才知道真的过敏	【改善暗沉】维生素面膜	7	2
****q	0	1	不好用，闷，不透气不水润	【改善暗沉】维生素面膜	7	2
丶***丶	1	1	包装敢不敢再简单点就一个塑料袋子，小纸箱都不套个，打开就不想用的感觉	维生素面膜10片	7	2
最***唐	0	1	这就是京东的包装不说话以前还是盒子现在直接是袋子真的开始怀疑京东的正品质量了	维生素面膜10片	7	2
卢***岚	0	1	精华液太少，不太好用	【改善暗沉】维生素面膜	7	2
q***r	1	1	没有封口直接就能打开了也不知道是不是正品被没被换过质量无法保证有效期显示到年	维生素面膜	7	2
爱***g	0	1	回来包装都是开口的，也不知道是不是拼装起来的，真是害怕	【改善暗沉】维生素面膜	7	2
z***5	1	1	老婆说以前从用这个从不过敏，这次买回来的用一片过敏一片，也不知道是真的假的，。	维生素面膜10片	7	2
****b	0	1	面膜包装都是松的，商家赠送活动时间是月日到月日，今天收到快递却没有赠品，询问客服却告知赠品已经赠送完了。	【改善暗沉】维生素面膜	7	2
M***气	0	1	感觉是假的，昨晚用了有种难闻的味道，而且一丁点效果也没	维生素面膜10片	7	2
W***n	0	1	用完之后过敏了和蓝色的不一样生气	【改善暗沉】维生素面膜	7	2
向***-	0	1	这上面包装就不能包装好一点嘛请问，买的东西不是东西嘛，怎么破		7	2
u***k	0	1	看着销售量买的使用一般般	【改善暗沉】维生素面膜	7	2
****h	1	1	还没用，到时买的其他和款用了，是很嫩滑，到时面膜好小，跟在香港买的有点儿不一样	维生素面膜10片	7	2
美***八	0	1	为什么京东上买的和代购的包装不一样左边是代购的，右边是京东上买的	维生素面膜10片	7	2
c***8	0	1	建议多用补水面膜吧，这内的用着皮肤不舒服。容易闷痘。	维生素面膜10片	7	2
满***儿	1	1	发货前你们都要帮顾客打开包装看看里面之后再发货		7	2
****f	1	1	买了很多次，一直觉得还可以，但是包装越来越差了，纸箱都没有，就一个塑料袋，本来的包装都压坏了	维生素面膜10片	7	2
柠***算	1	1	这是被半路打劫了吗怎么包装盒在袋子里面也能破成这样啊难不成被掉包了先不知道用起来如何，后面再追评吧	维生素面膜10片	7	2
****1	0	1	买了盒拆开快递就这样盒子破破烂烂的面膜还没有不知道怎么样	维生素面膜10片	7	2
笑***3	1	1	不好过敏了，不知道是不是正品，不会再回购	【改善暗沉】维生素面膜	7	2
****7	0	1	用户体验零分，盒子是开的，对的起我的钻石会员吗求客服用借口征服我	维生素面膜10片	7	2
燃***来	0	1	都是临期产品，怪不得搞这么便宜，一直很相信京东没想到这次翻车了，看来以后还得货比三家，便宜就会出问题的	【改善暗沉】维生素面膜	7	2
蓝***8	0	1	我觉得是假的，跟之前用的一点不一样，过了天，不给退货了慎入。	【改善暗沉】维生素面膜	7	2
F***0	0	1	面膜纸粗制滥造，跟在香港买的根本不一样，建议买化妆品还是去实体店买吧，万宁屈臣氏都有	【改善暗沉】维生素面膜	7	2
q***3	1	1	不像之前买的面膜一点不服帖面膜纸很硬不怎么好	【改善暗沉】维生素面膜	7	2
d***0	0	1	想着赶上活动多囤点留着用，是第二次购买，可是发回来的三种两种不一样，那个维生素的封口都没封，钢印还一擦就掉了，也不知道是不是真的，问了客服也没回答	【透亮美肌】维生素面膜	7	2
****u	0	1	感觉跟之前买的不一样，这个面膜上的精华特别少，贴上去干干的	【透亮美肌】维生素面膜	7	2
X***宝	1	1	质量好差，好粗糙，不好用，不建议购买这款	【改善暗沉】维生素面膜	7	2
****v	0	1	用了这么久美迪惠尔的面膜，这次体验真的是贼差。精华少不说，敷上去还有一种烧脸的感觉，我佛了。	【透亮美肌】维生素面膜	7	2
H***缘	0	1	效果好不好还不知道面膜基本没有精华敷到脸上	【改善暗沉】维生素面膜	7	2
****r	1	1	精华液最少的面膜，而且拍错不愿意更改	【改善暗沉】维生素面膜	7	2
u***l	0	1	这个面膜怎么说呢它这个叫维生素面膜，我看了成分说明里，没看到有维生素的成份	【透亮美肌】维生素面膜	7	2
l***I	0	1	一直用这个牌子的面膜，感觉这次买的不好用，补水效果不好，面膜纸还特别褶皱	维生素面膜	7	2
****h	1	1	面膜精华少的可怜，甚至折合处还是干的	【改善暗沉】维生素面膜	7	2
芸***樵	1	1	我习惯性好评的。但是这次确实无法忍受。年根将近，退货就来不及买了。京东的外包裹完全没问题，但是里面这包装我真觉得恐怕是伪劣产品。	【改善暗沉亮肤】维生素面膜	7	2
****d	0	1	买了三款，补水的那个，感觉敷了明显变白，这款敷了之后男朋友说我脸越来越黑	维生素面膜10片	7	2
-***-	1	1	和我之前用的完全不一样面膜厚度大小精华也很少京东真行啊	维生素面膜	7	2
u***q	0	1	货收到好久了，一直没用，昨晚贴了一贴，居然过敏了，脸红了一天都没上班，一直在敷芦荟胶	维生素面膜	7	2
a***9	0	1	还没来用，用了另外一款，和朋友在香港买的是不一样的，包装字体，用后感觉，面膜纸，都不一样	维生素面膜10片	7	2
****n	0	1	精华太少，价钱不稳定	【改善暗沉】维生素面膜	7	2
二***碧	1	1	刚用，效果很一般，虽然买的比较火爆，但还是建议按照个人需买，很一般补水效果精华液比较多贴合效果	【透亮美肌】维生素面膜	7	2
****e	0	1	第一面膜上没有logo第二包装与外面不符合，第三面膜偏白，正品的面膜较透，这个是奶白，建议实体店买，别贪便宜，我就是贪便宜了	维生素面膜10片	7	2
****4	0	1	大家不要买用了之后脸发红发痒。过敏了。假货	【改善暗沉】维生素面膜	7	2
****d	0	1	便宜没好货，质地和之前用的实体店买的不一样，明显感觉差很多	【改善暗沉亮肤】维生素面膜	7	2
粮***-	0	1	不好不好用了过敏起痘痘其他特色三盒用了三张过了退货期限喜欢的	【改善暗沉】维生素面膜	7	2
熊***e	0	1	敷到脸上问道有一点刺鼻脸有点痒面膜有点硬和之前买的不一样呢	维生素面膜	7	2
****m	1	1	这款面膜用着一直挺好，但就在最近这次买回来的面膜总感觉跟以前不一样了，首先买回来的时候包装盒颜色变了，用完之后脸上局部泛红，怀疑含有激素	维生素面膜	7	2
****j	0	1	不好用，贴上脸部感觉辣烧，第二天脸上长痘了，小浓泡。买教训了。	【透亮美肌】维生素面膜	7	2
****M	0	1	以后再也不用京东了，买了过敏就连处理的人都没有，都是机器使用感受过敏产品质感不舒服适合肤质过敏千万别买补水效果一会儿就干贴合效果合适	维生素面膜	7	2
叶***-	1	1	没精华，干干的，假的吧跟之前我用的不一样	【改善暗沉】维生素面膜	7	2
j***2	0	1	建议大家不要去购买，我是第一次买的不错又买的，可这次和上次的完全不一样，精华不多，面膜纸也和我以前买的普通款的那种一样了，假	维生素面膜10片	7	2
w***界	1	1	水份很少，补水效果不好，拿出来几分钟就干了，袋子里也没有多余水份	【改善暗沉】维生素面膜	7	2
高***7	1	1	真的是服了京东了。昨天买的包装就坏掉了，退了又重新买的。今天这个更严重了。不确定这个是不是正品了，因为都没有那个封口贴的。打开包装就是这个样子的。蓝色盒子有封口贴，这个连封口贴都没有。	【改善暗沉】维生素面膜	7	2
先***钱	1	1	感觉假，之前用了脸很舒服，这个用了感觉特别油腻，而且香味特别浓，从不长痘的都长了逗，强烈怀疑，贪便宜出大事	维生素面膜10片	7	2
****7	0	1	用了脸发红，和以前买的不一样，以前的是厚膜布滑滑的，这次的明显是薄的，以前都是在买的，不应该贪便宜买的，下次不在京东买了	【改善暗沉】维生素面膜	7	2
L***_	0	1	黑色金属南岸的一个人在一起的j使用感受假的好像过敏商家肯定在我评论下说我自己皮肤问题	【改善暗沉】维生素面膜	7	2
2***0	1	1	这款面膜一直在用，小店搞活动一盒的。心想趁在京东买个正品，可是怎么没有我以前用的水多呢，这水不止是少，是不够用，想挤点水涂抹在面膜上部呢，挤不出了。到底哪个是假的呢京东购物这么久，第一次评价	维生素面膜	7	2
小***h	0	1	面膜盒子没密封难道出厂时就没密封吗没有之前的效果好这个牌子在这上面买过好多次了时不时的会出现盒子破破没密封的而且没密封的没有密封的效果好希望不要再出现此类情况	维生素面膜	7	2
****8	0	1	今天货收到了，但是不是很满意，精华太少了，拿出来面膜纸，还有的地方是干的，脸上都不够用。不满意	【透亮美肌】维生素面膜	7	2
u***7	1	1	买的，第一次用这款维生素的，第一感觉就是面膜纸不是很薄的那种，有点嫌弃。硬着头皮用完了。精华感觉没有补水那款多，跟粘稠，精华很容易干。最多十五分钟就要撕下来。我是隔天一片，刚敷完是感觉白了些，但隔天起床又变回原样了。属于不会回购的一款面膜。	维生素面膜10片	7	2
****e	0	1	不好用，里面精华特别少，敷上脸就没了，一会就干了	【改善暗沉】维生素面膜	7	2
****0	0	1	买了就降价，而且有异味。面膜也是很粗糙，不是很薄的那种	【改善暗沉】维生素面膜	7	2
孟***o	0	1	以前觉的蛮好用的，于是昨天又重新买了两盒，试用效果，面膜很干跟以前相比真的有点假，用完脸也不亮，以前好用，现在不建议购买。	【透亮美肌】维生素面膜	7	2
****w	1	1	一次性买了好几百，除了一盒咖啡色的正常，其它都怀疑非正品和过往面膜相比，不仅面膜很大极其不精致面膜材质粗糙洞开的其大无比，例如嘴巴那个口都要拉到下巴了，做完以后不觉得舒服。因为回家就拆了放冰箱，所以没法退了郁闷之前觉得这个牌子好，但就因为这次买的，今天改买丽得姿了，好歹那家上次发的货用起来感觉很正，材质也好。	维生素面膜10片	7	2
****1	0	1	用过比较差的一款面膜，首先比较干，精华液很少，甚至有些地方，其次恨不得把自家商标印的整张面膜都是，有商标地方更干了	【改善暗沉】维生素面膜	7	2
养***狗	1	1	之前买的这款是厚膜的感觉精华满满的还不错。今天买了两盒又变成薄款的了。精华稀了不少。而且重要的事情多说几遍。大家一定记住啊薄款的这种，看似透气但是完全带不住精华。倒拔干倒拔干对这款面膜所有的好感这下彻底凉了。	维生素面膜	7	2
冰***时	0	1	真的怀疑是不是正品，以前买的时候，也没见精华这么少，刚敷脸上，面膜就干的感觉，袋子里更是一点精华都没有，呵呵了	【改善暗沉】维生素面膜	7	2
****A	0	1	敷了这款面膜起蚊子包配方材料肯定是有问题的起蚊子包的用户都可以留言说一说是否激素超标	【改善暗沉】维生素面膜	7	2
u***m	0	1	太厚了，严重怀疑不是正品	维生素面膜	7	2
****2	1	1	每个盒子都被拆开过，我很愤怒。	维生素面膜10片	7	2
陽***6	1	1	差评，面膜假的。物流速度挺快的	维生素面膜10片	7	2
一***n	1	1	东西好不好，首先快递速度太慢。	维生素面膜	7	2
u***i	0	1	差评，服务态度不行，简直差到家了	维生素面膜10片	7	2
肉***多	1	1	包装不一样，一点都不像是真的	透亮嫩白维生素面膜25ml*10	7	2
****s	1	1	送货非常慢。非常随意。袋子压烂	维生素面膜10片	7	2
A***u	0	1	刚用过一样油叽叽差评	维生素面膜10片	7	2
W***D	0	1	刚买完，第二天就降价啦，太坑人啦	维生素面膜10片	7	2
樊***6	0	1	假的，用完脱皮严重还长痘	维生素面膜10片	7	2
****7	1	1	京东太差劲全是假货还不及时发货	维生素面膜10片	7	2
****行	0	1	给差评只是因为韩货抵制韩货从我做起	维生素面膜10片	7	2
咏***镇	1	1	收到盒子又扁又破，真心觉得不是真货	维生素面膜10片	7	2
****y	0	1	垃圾到货包装但是打开的	【透亮美肌】维生素面膜	7	2
w***5	0	1	刚买就降价，差评差评差评	【改善暗沉】维生素面膜	7	2
q***5	0	1	包装破损很差劲就像卖不出去的库存货	维生素面膜10片	7	2
u***l	0	1	非常差刚买完就大幅降价买贵了近一倍	维生素面膜10片	7	2
****1	0	1	最近每次买的面膜都这样，都不知道是真假了	维生素面膜10片	7	2
****e	0	1	承认的赠品也不送各种骗人	【改善暗沉】维生素面膜	7	2
****r	0	1	精华液好少，面膜太厚了	维生素面膜	7	2
奥***q	1	1	差评差评，包装这个样子，确定不是用过的	【改善暗沉】维生素面膜	7	2
****f	1	1	面膜里居然有干的部分，差评	【透亮美肌】维生素面膜	7	2
翟***媚	0	1	差评，这算几个意思，快递到家包装是打开的。	维生素面膜10片	7	2
****0	0	1	垃圾的东西千万别买根本就是骗钱	维生素面膜	7	2
1***2	0	1	一星都不想给明显是假货买了那么多次过年骗人呢	维生素面膜10片	7	2
w***g	0	1	双十一做活动买的，买到假面膜了，太差了	【改善暗沉】维生素面膜	7	2
没***苦	0	1	包装很差，盒子都破了，敷了没什么效果	维生素面膜10片	7	2
s***u	0	1	第一次遇上包装都是拆过的，让人有点无语	【改善暗沉】维生素面膜	7	2
a***a	0	1	差评，刚买不到小时就降价	【改善暗沉】维生素面膜	7	2
1***4	0	1	用过的性价低最低最差的面膜，没有之一	【透亮美肌】维生素面膜	7	2
1***1	0	1	差评，包装都惨不忍睹，京东真是越来越垃圾了	透亮嫩白维生素面膜25ml*10	7	2
Z***6	1	1	太垃圾了，这面膜都没有精华液的	【改善暗沉】维生素面膜	7	2
****1	0	1	非常难用又厚太容易干啦	【改善暗沉】维生素面膜	7	2
****5	1	1	很差，油腻不清爽，寄来包装都是坏的	维生素面膜10片	7	2
k***a	1	1	特别不好用，有刺激，起痘痘了	维生素面膜10片	7	2
****b	0	1	面膜太薄又干又硬用的很将就	【透亮美肌】维生素面膜	7	2
大***儿	0	1	没有精华，是一点点都没有特别难用	维生素面膜	7	2
****柔	1	1	没有我在京东自营的好。水分很少。怀疑不是正品	维生素面膜10片	7	2
****8	1	1	差评，买到还没有发货竟然就降价，然后竟然不退差价	维生素面膜	7	2
o***7	0	1	厚度香味通通差评，跟别人寄给我的完全不一样。	维生素面膜	7	2
k***z	1	1	很干，没多少精华。像假货。	【改善暗沉】维生素面膜	7	2
****a	0	1	半个月才到货，而且明明四盒变成两盒，可信度太差	【改善暗沉】维生素面膜	7	2
啊***耶	0	1	怀疑是假的，精华液特别少	【改善暗沉】维生素面膜	7	2
_***_	1	1	看起来被打开过，盒子也变形了，差评	【改善暗沉】维生素面膜	7	2
1***p	0	1	精华太少了，面膜纸干干的。	【改善暗沉亮肤】维生素面膜	7	2
****x	0	1	太干了，一点精华都没有，摘下面膜和没贴一样	【透亮美肌】维生素面膜	7	2
u***j	0	1	面膜真心不好一点水都没有谨慎购买	【改善暗沉】维生素面膜	7	2
u***i	1	1	差评，假货。跟上次买的贴不一个感觉，刺痛感很强。	维生素面膜10片	7	2
笑***哎	0	1	差评买了这么多就用袋子装的，蓝色的好像被拆过得一样，越来越差劲	维生素面膜10片	7	2
欧***号	1	1	面膜到了，还没有使用，但是包装太简陋了，盒子全都压坏了	【透亮美肌】维生素面膜	7	2
z***4	0	1	，刚买就降价，元买盒，接着就降价元盒，欺骗消费者。	【透亮美肌】维生素面膜	7	2
****h	1	1	像假的。用了很紧绷。而且一点儿都不补水	维生素面膜10片	7	2
****a	0	1	五星给快递员的，商品就不多说了竟然扫不到码	维生素面膜10片	7	2
M***g	0	1	到货盒子全部被打开，勿拆也被拆开。真的假的都不敢确定了这京东现在就这效果	维生素面膜10片	7	2
s***i	1	1	什么换快递员，什么时候修改评价，否则永远一星实则一星都不想给	维生素面膜	7	2
偷***喵	0	1	太了太差劲了贴着勿拆结果到了以后封条全都开了	维生素面膜10片	7	2
****g	0	1	知道是假货可想不明白京东自营为什么不能找家稍微好一点的小工厂做完全没法贴	维生素面膜	7	2
****p	0	1	这个是假的，太失望了	维生素面膜10片	7	2
兰***条	0	1	快递不给力，包括被打开，而且面膜给人的感觉就是假货	维生素面膜10片	7	2
_***_	1	1	精华液太少，面膜都是干的	【改善暗沉亮肤】维生素面膜	7	2
q***M	0	1	面膜精华太少，很多位置都是干的	【改善暗沉亮肤】维生素面膜	7	2
****r	0	1	很干不好用没什么精华	【改善暗沉亮肤】维生素面膜	7	2
不***人	1	1	我对客服不满意，处理不了我的需求，所以我必须给差评	【透亮美肌】维生素面膜	7	2
****w	0	1	这种飘忽不定的价格让人怀疑产品的真假，再也不会买了	维生素面膜10片	7	2
苓***儿	1	1	包装让人接受不了，要不是看快递员面子，一个星都不想给	【改善暗沉】维生素面膜	7	2
****4	0	1	差评，最差的一次购物，感觉像垃圾一样，全是破的包装盒	维生素面膜	7	2
****歆	0	1	应该是假的，水特别少，不好用。	【改善暗沉】维生素面膜	7	2
剁***家	1	1	面膜质地太差，水也少。太假了。一分钱一分货	【透亮美肌】维生素面膜	7	2
l***9	0	1	连个盒子都没有，压成啥了，就一个这袋子这么大的牌子太让人伤心了	维生素面膜10片	7	2
l***3	0	1	先不论真假，看着包装也是醉了，拆得太明显了，对京东失望	维生素面膜10片	7	2
