user_name	is_plus	star_num	comment	commodity_type	type_index	star_index
z***z	1	3	包装都是破的，买三盒坏三盒，京东啥时候这么不上心了	胶原蛋白面膜10片	2	1
紫***瞳	1	3	很好补水效果棒价格实惠	水润保湿面膜10片	1	1
C***N	1	3	感觉跟我之前买的不一样	水润保湿面膜10片	1	1
u***5	0	2	面膜巾没有弹性，覆盖不住我的脸	【补水提亮】美白保湿黑面膜	3	1
莫***豆	0	3	剪裁不好，效果跟普通的没什么差别	美白黑炭面膜10片	3	1
****x	0	3	不知道真假的，面膜的盒子没有封条，在实体店买的都是有的～～水少了点，其他还可以吧	【弹力紧致】胶原蛋白面膜	2	1
m***9	1	3	包装都撕开了，不知道是不是正品	水润保湿面膜10片	1	1
T***一	1	3	包装太差劲了，面膜比较水润，美白这个效果就算了，没看出来，另外香味不喜欢	胶原蛋白面膜10片	2	1
那***啊	1	3	这款一般般吧，水分精华没有蓝色袋子的奈个多，建议精华多放点，贴到脸上感觉没分钟就干了	【改善暗沉】维生素面膜	7	1
哈***s	0	3	商品有污渍	【镇定舒缓】茶树面膜	8	1
朱***8	0	2	精华液真的好少，贴到脸上有三分钟都没有了。一分价格一分货，姐妹们避雷	【光滑弹嫩】胶原蛋白面膜	2	1
柠***8	1	2	并不是很满意，以前都是用箱子，这次直接套个袋子就送来了，都压扁了	茶树面膜10片	8	1
u***z	0	2	面膜敷了五分钟就干了干的面膜纸都起来了精华液并不是很多啊我都怀疑我买到假货啊	【焕白因子】美白保湿黑面膜	3	1
于***峰	1	3	用了，没感觉有多少效果	毛孔紧致黑炭面膜10片	4	1
R***d	0	3	不知道真假，发票也不知道真假，没看见水印，都有点后悔买了	毛孔紧致黑炭面膜10片	4	1
b***6	1	2	差，在商品本身。几乎没有精华液，干对京东的快递表示赞给星	胶原蛋白面膜10片	2	1
1***p	0	3	寄过来包装都破了，特别简陋，换了两次，还是那样的，差评	美白黑炭面膜10片	3	1
坚***豚	1	3	促销三盒买的。盒子包装很不正规的样子，有挤压，不知道真假，先用着吧。以前用过这个牌子的，妈妈反应不错。	毛孔紧致黑炭面膜	4	1
****丶	1	2	快递收到是这样的	毛孔紧致黑炭面膜10片	4	1
****p	1	3	面膜用了，脸上红痒有点过敏。	【盈润光滑弹嫩】胶原蛋白面膜	2	1
****i	0	2	这个面膜是假的，大家不要上当。	水润保湿面膜10片	1	1
K***y	0	3	没有在别处买的水润精华多，不像真的	美白黑炭面膜	3	1
****e	0	2	买回来，打开一看，像是手一样，皱巴巴的，跟第一次买的，差别太大了。这次还买了盒，太失望了。	毛孔紧致黑炭面膜10片	4	1
****u	0	3	面膜里面的美容液有点少，感觉有点干，不是很滋润	【提亮紧致】胶原蛋白面膜	2	1
****i	0	2	一用上便知道是假的，因为一直用这款面膜，从韩国带回来的面膜贴脸上，面膜纸很合适还偏大一些，在这买回去的面膜纸好小，贴脸上只能盖住三分之二，脸的四周都贴不满，真的假的很明显，真的很失望，第一次在网上买面膜，就给我这样的体验，真的不能贪便宜方便	胶原蛋白面膜10片	2	1
h***6	1	3	水水的，很不错但用后有很多棉絮残留在脸上	美白黑炭面膜10片	3	1
明***明	1	3	期待中	透亮嫩白维生素面膜25ml*10	7	1
****x	0	2	这回购买不满意，包装简陋，外包装损坏	【深层补水】水润安瓶面膜	5	1
阮***屋	1	3	感觉没有印象中的那么好用，不过价格是真滴便宜，双价格很给力呀	水润保湿面膜10片	1	1
x***4	0	2	买了两盒，打开快递盒子是坏的，让我的心里很不舒服。	毛孔紧致黑炭面膜10片	4	1
墨***风	1	3	东西本身还没用，满减其实觉得跟别家最后价格差不多，也没有什么特别的优惠。发货比较快，必须吐槽，套个包装袋就送过来了，收到的东西封口都直接破开了，这也太过分了，京东难道就不能在护肤品包装下点心思嘛买来的新东西就直接破开，谁受得了。冲着这只能三颗星了。	美白黑炭面膜10片	3	1
****t	1	3	啥嘛，包装就用袋子装的，收到压成这了。	美白黑炭面膜10片	3	1
王***4	1	2	同一家店买到不同品质的面膜，上次购买的的面膜精华多而且面膜特别贴合，这次又购买同类面膜竟然使用感受不一样，面膜纸裁剪粗糙，尤其是眼部特别大，而且面膜不贴合，精华液特别粘手，不得不怀疑是真假混着卖	【缓解痘痘】茶树面膜	8	1
****3	0	3	这样确定不是别人打开过的看着怪难受的	胶原蛋白面膜	2	1
u***f	0	3	怀疑买到了假的，精华太少，才敷上去干干的，开始买这个就是冲着它补水来的，用了多款面膜，发现这种这样，	【弹力紧致】胶原蛋白面膜	2	1
-***a	0	2	不太好	【缓解痘痘】茶树面膜	8	1
1***1	1	3	一般不知道我脸小还是怎样就是不能全铺满	胶原蛋白面膜10片	2	1
w***7	1	3	还是不错的，挺贴合脸部的，不知道是不是正品	水润保湿面膜10片	1	1
懒***5	1	3	补水效果一般，不是很喜欢	【弹力紧致】胶原蛋白面膜	2	1
****8	0	3	就我觉得太一般了。真的。	毛孔紧致黑炭面膜10片	4	1
****q	0	3	用完脸红，是不是过敏了，跟以前买的这个牌子不一样	【紧致肌肤】毛孔紧致黑面膜	4	1
开***2	1	3	京东售后超级差超级差超级差	美白黑炭面膜10片	3	1
1***p	0	2	这次买了两盒，但是日期不一样，不知是否正品	维生素面膜10片	7	1
1***p	0	3	寄过来包装都破了，特别简陋，换了两次，还是那样的，差评	美白黑炭面膜10片	3	1
T***v	0	2	这边购物真的很失望，连个快递盒都没有，而且面膜的盒子还是开的	美白黑炭面膜10片	3	1
l***5	0	2	到的时候这样了，都是开封的～～请问这个是正品吗好担心	胶原蛋白面膜	2	1
a***2	1	3	敷在脸上有刺痛感啊不知道怎么回事啊第一次用	毛孔紧致黑炭面膜10片	4	1
****4	0	3	我以为面膜是胶原蛋白的那种材质，结果是纺布的，就是里面的精华液好像是胶原蛋白的	【弹力紧致】胶原蛋白面膜	2	1
****5	1	2	包装太差了，面膜盒都被压坏了	【改善暗沉】维生素面膜	7	1
莫***月	0	2	感觉有点粗糙一点都不柔软，面膜的精华也少	【改善暗沉】维生素面膜	7	1
神***爷	0	2	一打开快递盒还有三张广告单，什么鬼面膜效果后期在说吧	茶树面膜10片	8	1
****b	0	3	这款没用过，不知道效果怎么样，等用了再复评	【光滑弹嫩】胶原蛋白面膜	2	1
q***e	1	3	抱着尝试的心态买了一盒试试，结果不是很满意，幸亏没买多。	胶原蛋白面膜	2	1
****y	0	2	精华特别少，少的可怜，感觉自己上当了	【莹润肌肤】胶原蛋白面膜	2	1
****9	0	3	不大对尺寸，补水还行	【补水保湿】水润面膜	1	1
****v	0	2	感受很一般，敷上脸有点不舒服	【缓解痘痘】茶树面膜	8	1
大***人	0	3	看了评论都说面膜挺好用的，但是我想问一下你们用这个面膜不小吗太小了吧，我的脸型是很小的，可是额头跟鼻子贴不到精华液也不多，本来可期待这个面膜了，现在还是有点失望	茶树面膜	8	1
寒***桐	1	2	面积有点小，设计的不好	美白黑炭面膜	3	1
d***4	0	2	商品其次，外包装已破的不像样子	胶原蛋白紧致面膜25ml*10	2	1
李***荣	0	3	用了之后才来评价的，也是看销量挺好才买的，但是实际用了才发现面膜有点干，精华液太少了，至于效果才用了一片没看出效果	胶原蛋白面膜	2	1
u***3	1	3	盒子是开的	毛孔紧致黑炭面膜	4	1
瓦***勇	1	2	面膜纸不服帖，不好用，不会再买。	毛孔紧致黑炭面膜10片	4	1
a***b	0	3	收到了。就是还没用不知道好不好	美白黑炭面膜10片	3	1
u***l	0	2	用了之后没感觉到有什么效果。	透亮黑炭面膜10片	3	1
山***9	0	3	面膜效果不好精华液太少，价格太不靠谱了，买的，现在，	美白黑炭面膜10片	3	1
****0	1	3	价格比较优惠，活动买的，但是只用过京东的，没有比较，不知道是不是正品	水润保湿面膜10片	1	1
国***静	1	3	包装成这个样子，我也是无语了，还是京东自营。还没用，好用的话会再来评论，但是希望包装这种东西能处理好，毕竟是品牌门面。	美白黑炭面膜10片	3	1
杨***辉	1	2	挤压成这个样子，真是掉形象	水润保湿面膜10片	1	1
****C	0	3	还可以第一次用朋友推荐的	【热销爆款】水润保湿面膜10片	1	1
硕***子	1	2	和之前买的不一样，客服说是新包装随机发的，面膜纸上有钢印，但感觉面膜纸有点劣质打开好担心碎了，精华也很少，感觉还没敷脸上就干了，如果是正品我还是喜欢老包装，这个新包装有点接受不了	胶原蛋白面膜	2	1
m***r	0	3	快递服务态度不错	毛孔紧致黑炭面膜10片	4	1
大***g	1	3	质量不错，可能自己脸比较大吧，感觉面膜有些小	水润保湿面膜	1	1
****1	1	3	产品好坏暂时不作评价，但商家对商品的包装保护做得很差面膜的包装盒都烂了，难得商家就没想过客人是有可能买来送人的吗	维生素面膜10片	7	1
****づ	1	2	送来包装都开了。	美白黑炭面膜10片	3	1
****4	0	3	凑合事吧精华不多	美白黑炭面膜10片	3	1
权***8	0	2	还没有使用，发现买贵了，单价是被提升很多的，额，希望面膜不错吧	茶树面膜10片	8	1
****D	1	3	感觉像假的	茶树面膜10片	8	1
u***4	0	3	包装太差了连个盒子都没有就一个袋子，里面的也被压瘪了希望面膜还可以	美白黑炭面膜10片	3	1
u***e	0	3	包装坏了心情就不好盒子都是碎的包裹为什么不用盒子好好包，就套了个袋子	毛孔紧致黑炭面膜10片	4	1
黑***的	0	2	买了就降价，价格保护还申请不了	水润保湿面膜	1	1
m***H	0	3	在香港买的可莱丝，面膜上都是有logo的，但这次上面没有，暂不确定真假，目前没有副作用	茶树面膜10片	8	1
u***6	0	3	没什么效果	毛孔紧致黑炭面膜10片	4	1
u***h	1	2	盒子都坏了什么质量	胶原蛋白面膜10片	2	1
****9	0	3	很一般，精华不多，面膜有点干	胶原蛋白面膜	2	1
清***雪	1	2	包装已经破了，严重变形，不知道为什么会这样	胶原蛋白面膜10片	2	1
****q	0	3	太干啦，水分不足，估计不会买第二次啦，比预想差	美白黑炭面膜10片	3	1
晓***郎	1	2	第一次给差评，因为里面打开，没有什么精华，贴在脸上都感觉干了，上当受骗	【弹力紧致】胶原蛋白面膜	2	1
u***q	1	3	一般吧，之前没用过这款，没蓝色的好用。面膜纸有点小，不知道是不是因为是活动款	美白黑炭面膜	3	1
****m	0	3	给长辈买的，用过再来评价吧	胶原蛋白面膜10片	2	1
三***z	0	3	这个很明显被人拆过，能告诉我是怎么回事吗	美白黑炭面膜10片	3	1
b***e	0	2	超级无敌差使用感受一点都不好，不如买一次性面膜泡自来水敷好了适合肤质根本用不了补水效果差到爆贴合效果没效果	【镇定肌肤】茶树面膜	8	1
向***秋	0	3	面膜都没有密封的塑料膜不知道你们买的有没有，而且包装盒就像打开了一样，可是客服说美迪惠尔的没有密封膜，正品应该是正品吧还是相信京东的	茶树面膜10片	8	1
丶***i	1	3	新品尝试了一下，精华少，面膜薄，感觉一般，不如蓝色水润款的。	新品【透亮保湿】水润安瓶面膜	5	1
u***z	0	2	试用了，脸居然长痘	茶树面膜10片	8	1
****a	1	3	不好，质量毛毛的不规则	毛孔紧致黑炭面膜	4	1
X***5	1	3	很便宜，效果没感觉	新品【透亮保湿】水润安瓶面膜	5	1
****e	0	2	一直这家店买，都很好用，但这次特价买的完全不同，没有一点效果，坚持用了了几天还是一样，之前买的敷一片保湿，嫩滑效果超好，不知道自营店是怎么回事，没效果也不想再买了	【莹润肌肤】胶原蛋白面膜	2	1
****6	0	3	打开包装，发现已经被打开过了，套装勿拆标签都已经被拆了，盒子倒是韩国标语，既然已经被打开过了，就不知道里面的真伪了	毛孔紧致黑炭面膜10片	4	1
****e	0	3	条形码粘的，跟正品不一样	水润保湿面膜10片	1	1
****1	0	3	感觉没效果	毛孔紧致黑炭面膜	4	1
不***D	0	3	这是第二次买了，怎么觉得效果不是那么好呢，我人丑的原因吧	毛孔紧致黑炭面膜10片	4	1
嘻***你	0	3	不是进口的，是国产的，好失望	【提亮焕肤】美白保湿黑面膜	3	1
u***5	0	3	感觉一般般，用了之后感觉不到效果，还会使皮肤泛油。	美白黑炭面膜10片	3	1
u***6	0	2	打开快递包装，里面的面膜盒子成这样子了。	毛孔紧致黑炭面膜	4	1
****u	0	2	这次的面膜味道跟之前买的不太一样，效果也没有以前好，我以前一用这个面膜脸就很嫩，这次的不知道为什么没有效果，而且明显味道不一样	胶原蛋白面膜10片	2	1
我***-	0	2	没啥用，天天贴感觉皮肤并没有变好，失望	透亮黑炭面膜10片	3	1
****f	0	2	大家来找茬。和图片有些不一样	胶原蛋白面膜10片	2	1
琳***乖	1	3	三星吧，面膜一般，感觉没什么用	毛孔紧致黑炭面膜10片	4	1
-***-	1	3	感觉一般般，用完油得很，洗一下才舒服	【改善暗沉】维生素面膜	7	1
十***德	0	3	用着一般用着一般用着一般	水润保湿面膜	1	1
当***3	0	3	物流快，只是贴的那两个标签是什么鬼好吧，上面大的使用说明韩文怕我们看不懂贴个中文板的我可以理解，下面条行码也贴一个是什么意思，行，贴就贴吧关建扫描还没有该商品信息，你说闹心不闹心，效果什么的还没用暂时不明确，等用了看看再追加吧	水润保湿面膜10片	1	1
小***8	1	2	还好吧	毛孔紧致黑炭面膜10片	4	1
一***包	0	2	在京东最生气的一次购物面膜拿到的时候盒子已经破了气的我就想拒收了以后快递小哥可不可以温柔一点对商品阿	美白黑炭面膜10片	3	1
****i	0	3	还没用。不知道。用了再来评论，	水润保湿面膜	1	1
****p	0	3	不如老版好用。首先膜纸变硬了，老版膜纸又软又薄，新版的又厚又硬。其次是精华液少了，还有就是膜纸不透气，敷在脸上感觉糊得慌。第三就是效果不好，老版敷完以后镇静效果好，痘印都变淡了，新版敷完以后完全没变化，还是大红脸。	【调理水油平衡】茶树面膜	8	1
忠***粉	0	2	太小了	毛孔紧致黑炭面膜	4	1
****|	1	3	说实话，也不知道是改版还是什么，精华反正少了	【弹力紧致】胶原蛋白面膜	2	1
o***n	0	3	效果不太好，为了凑单买的。	新品【焕亮肤色】维C安瓶面膜	6	1
****e	1	3	买了三盒其中有两盒包装都是打开的，什么情况，不知道是不是正品了，给个三星用用看	【提亮紧致】胶原蛋白面膜	2	1
****o	0	3	还没有用不知道效果怎么样	美白黑炭面膜10片	3	1
s***7	0	2	盒子拆过的，盒子拆过的，什么鬼，严重怀疑会不会是货	毛孔紧致黑炭面膜10片	4	1
****o	0	3	不知道为什么做活动要先调价格呢，明明是八十几，做活动的时候却是多，买过以后对比价格才发现都是套路	美白黑炭面膜10片	3	1
l***5	0	3	感觉不怎么好用，没效果，	透亮黑炭面膜10片	3	1
J***0	0	3	没什么效果	毛孔紧致黑炭面膜10片	4	1
****r	0	2	精华太少，不去蓝皮的精华多	【缓解痘痘】茶树面膜	8	1
w***0	0	3	效果不知道咋样，关键是这面膜都是按照小小的瓜子脸设计的吧根本覆盖不了全脸呀两把都还有一大块我脸不大啊	维生素面膜10片	7	1
****j	0	2	，没有想象的好，不知道是不是正品。	胶原蛋白面膜10片	2	1
你***爱	1	3	不知道效果怎么样，反正包装不好，应该是正品，用用再说吧。	美白黑炭面膜10片	3	1
C***8	1	3	京东搞活动买的，很划算很便宜，说说使用感受吧，这款面膜的味道香精味有点浓重，精华还算多吧，敷完还能挤出不少精华液，补水力度不大，敷完没有什么水润潤的感觉，整体来说，没什么效果，面膜贴合度还算可以，面膜纸比较厚，一分钱一分货，就是随便敷敷吧，总比不敷面膜好吧	胶原蛋白面膜	2	1
u***i	0	3	全球购自营为什么和这个不是一个价格，不是一家的麽	茶树面膜10片	8	1
w***0	1	3	效果不明显还有点轻微过敏敏感皮肤建议用蓝色那款镇定与补水的效果都不错	胶原蛋白面膜10片	2	1
W***u	0	3	为什么刚刚买的就降价了	水润保湿面膜10片	1	1
****1	1	3	很一般，不能维稳，精华非常非常非常非常的少。用了不会有肌肤喝饱水的感觉，感觉有点坑呀。最开始买那个蓝色包装的不这样呀，不会回购了	【水油平衡】茶树面膜	8	1
z***3	1	2	买错了，不影响二次销售，还不给换货，差评	毛孔紧致黑炭面膜10片	4	1
****l	0	2	和前两天同一个地方同一款面膜相比包装颜色深了一些有差别不知道是不是假的哎	毛孔紧致黑炭面膜10片	4	1
东***节	0	3	感觉，竹炭的不怎么好用，还有点痒	美白黑炭面膜10片	3	1
j***7	0	2	不好用，里面都是干的，水少	【弹力紧致】胶原蛋白面膜	2	1
w***n	0	3	不知道是改了面膜的材质还是假货。本来想给一星的。用了几年了给个面子。今天拆开敷上明显感觉材质不同。大小不同。含水量不同。希望给个说法	胶原蛋白面膜	2	1
抽***1	0	3	物流倒是快，第二天就到了，就是这面膜会不会是假的哦，精华太少了，面膜拿出来就不是很水润，然后袋子里是一滴精华都没有，以前买的面膜从袋子里都能倒出好多精华	胶原蛋白面膜	2	1
****i	1	3	精华液比较少使用感受有点干适合肤质干补水效果感觉比澳门买的少精华液，要不是澳门去不了也不会网上买了贴合效果贴合度可以	【热销爆款】水润保湿面膜	1	1
****9	0	3	说好的套装勿拆，请问这是什么情况	毛孔紧致黑炭面膜10片	4	1
J***8	0	2	为什么用双汇火腿肠的箱子装面膜，	【热销爆款】水润保湿面膜	1	1
C***C	0	3	送货速度快送货速度快送货速度快	水润保湿面膜10片	1	1
隔***爷	0	3	一般一般一般一般一般一般	茶树面膜10片	8	1
g***8	0	3	以前在实体店买过还不错，这次是在这里买，发货速度是很快，但是精华不多，敷了还是干	【热销爆款】水润保湿面膜10片	1	1
M***N	1	2	包装损坏，没有封贴，这是正品吗看图	【补水提亮】美白保湿黑面膜	3	1
茉***咪	0	2	不好，一点不服帖且不合拍，非常的失望，再也不买外国货了	胶原蛋白面膜	2	1
u***g	1	3	还可以	毛孔紧致黑炭面膜	4	1
u***b	1	3	我是使用了五贴后才来评论的，还行，就是没感觉有什么变化。可能得用好几盒后吧。	毛孔紧致黑炭面膜10片	4	1
M***U	1	3	用了两次，觉得这个贴上不是很顺滑，还是喜欢那种比较软点的面膜。觉得一般吧。没想象中好	【紧致细腻】毛孔紧致黑面膜	4	1
李***啊	0	3	和我同学在香港带回来的不一样	水润保湿面膜10片	1	1
兰***0	1	3	郊果不怎么明显，可以是自己太黑，用一下，比不用好吧	美白黑炭面膜10片	3	1
h***3	1	3	又破又脏。面膜不知道有没有问题。	胶原蛋白面膜10片	2	1
r***8	0	3	物流很给力，今天凌晨拍的，没想到下午就到手啦，还没用呢，回头再评。	美白黑炭面膜10片	3	1
d***a	0	2	看到包装就是不好的购物体验了	茶树面膜10片	8	1
再***Q	1	3	还没用呢，之前就买过，应该还行吧	水润保湿面膜10片	1	1
微***0	1	3	一般般	维生素面膜	7	1
a***g	1	3	没有衬纸补水效果美白补水效果均一般贴合效果适合小脸的	水润保湿面膜	1	1
h***3	1	3	不咋好用	毛孔紧致黑炭面膜	4	1
****b	1	3	不知道我的快递经历了什么。	水润保湿面膜10片	1	1
****0	0	2	用了一片过来评价的，感觉不是正品，没什么精华，补水效果一般，不如国产的品质，跟之前正规渠道买的完全没法比，对京东的商品品质很是失望	【提亮紧致】胶原蛋白面膜	2	1
哦***阳	1	3	不知道是不是真的，我女朋友敷了一片说脸有些疼	透亮黑炭面膜10片	3	1
****2	1	3	同牌子买了两款还可以吧。	维生素面膜10片	7	1
****r	0	3	今天面膜到了，期待使用效果	【透亮美肌】维生素面膜	7	1
3***2	1	3	效果有待观察。不知道如何辨别真伪		1	1
****6	1	3	没有祛痘效果，也没有补水效果。面膜还是要买贵一点的。	茶树面膜10片	8	1
O***v	0	2	物流很快，面膜精华太少	水润保湿面膜10片	1	1
挨***挨	1	3	价格实惠，买来试一下	【改善暗沉】维生素面膜	7	1
X***I	0	3	之前有买过，用着挺舒服的	美白黑炭面膜10片	3	1
y***3	1	3	感觉跟之前的不一样，面膜很厚	胶原蛋白面膜10片	2	1
刘***8	0	3	还没用，看着还行	毛孔紧致黑炭面膜10片	4	1
****p	1	3	试了两贴，一般般，吸收不是很好，那个价格也差不多这个效果吧。	【透亮美肌】维生素面膜	7	1
唐***9	0	2	我用了后脸有点痒	【镇定肌肤】茶树面膜	8	1
z***0	0	3	我只能说对包装很不满意，连个塑料袋外包装都没有，快递送来已经把纸盒包装压坏了	维生素面膜10片	7	1
c***g	1	3	老婆说跟外面买的有点不一样，感觉不是很真	美白黑炭面膜10片	3	1
****i	0	3	一般般，补水效果不是很好	水润保湿面膜10片	1	1
麦***兜	1	3	原液少的可怜	【镇定肌肤】茶树面膜	8	1
u***6	0	2	打开快递包装，里面的面膜盒子成这样子了。	美白黑炭面膜	3	1
俞***颖	1	2	没什么精华，面膜纸比较干	胶原蛋白面膜	2	1
李***y	1	2	不好，用了跟没用一样	毛孔紧致黑炭面膜10片	4	1
****z	0	3		毛孔紧致黑炭面膜10片	4	1
****v	0	3	之前一直用这个牌子，感觉挺好用，所以又买了两盒，这次感觉不怎么好用，面膜比之前厚了，没之前敷贴了，	水润保湿面膜10片	1	1
****s	0	2	补水效果很一般，精华很少，刚贴上去，感觉就有点干了	【提亮紧致】胶原蛋白面膜	2	1
J***0	0	3	不好用，没有cb优选好用，要说精华的话，cb优选和这差不多，但是面膜要细致很多	【补水保湿】水润面膜	1	1
u***x	1	3	这次感觉没得以前的用起来舒服	【提亮紧致】胶原蛋白面膜	2	1
u***x	0	2	扫不出码验证不了真假	胶原蛋白面膜10片	2	1
玲***3	0	2	知道什朋友买样面膜，法样，敷完拍干吸收脸总油腻腻，喜欢	毛孔紧致黑炭面膜10片	4	1
阿***呆	0	3	面膜补水不错，就是做的小了，不适合爷们用，裁剪不一样，慎买	水润保湿面膜	1	1
星***x	0	3	外装盒口没有用胶带封住，从快递包装里拿出来就是这样的	【紧致肌肤】毛孔紧致黑面膜	4	1
明***_	0	3	还行吧，这次购物体验挺差的	【紧致细腻】毛孔紧致黑面膜	4	1
****1	0	3	说的很好但效果没什么	胶原蛋白面膜10片	2	1
s***n	1	3		毛孔紧致黑炭面膜10片	4	1
****P	0	3	活动时买的还算可以，但是跟以前买的确实不一样，拿了我之前买的对比，面膜纸薄也没有我以前买的柔软，相对来说感觉敷在脸上干的比我之前买的快，但效果还是可以，不知道真假	胶原蛋白面膜10片	2	1
u***k	0	3	差评，没以前的好用，里面精华液太少了	【光滑弹嫩】胶原蛋白面膜	2	1
****f	0	3	感觉很一般，味道和我在买的有区别，分不出真假，感觉买的很补水，这个感觉不怎么吸收	【莹润肌肤】胶原蛋白面膜	2	1
****w	0	2	感觉买假了，精华液很少很少	【透亮美肌】维生素面膜	7	1
****o	0	2	东西还行，就是物流有点慢	美白黑炭面膜10片	3	1
u***g	0	2	这个包装真的辣鸡。全都被压坏了买个纸盒装这么难吗	毛孔紧致黑炭面膜10片	4	1
****9	1	2	货已收到，但是面膜外边的包装盒没有封口，还有些破损，不确定到底是不是真的，我有合理理由认为这是假货，只是塞到了一个真的盒子里，让我没办法给到满星，希望卖家注意，也希望卖家能给我个解释	胶原蛋白面膜	2	1
彩***合	0	3	一次买了两盒，用着还行吧，不好不坏	毛孔紧致黑炭面膜10片	4	1
d***0	0	3	精华液很少，跟韩国买的有差别	透亮黑炭面膜10片	3	1
****子	0	3	跟以前买的不一样，没那么补水	针剂水库补水保湿面膜25ml*10	1	1
j***g	0	3	一直用这个牌子，觉得很实惠，保湿效果很好，应该是正品，最喜欢这个效果的，美白保湿，黑炭，包装不错，物流很快，配送服务态度也不错，满减很划算，性价比不错。	美白黑炭面膜10片	3	1
向***8	0	3	快递差	【改善暗沉】维生素面膜	7	1
翠***可	0	2	一般般，精华少，唯一好处就是敏感皮肤没有过敏	【盈润光滑弹嫩】胶原蛋白面膜	2	1
****在	1	3	感觉不是正品，里面水很少，和我找的代购买还是有一定区别的	茶树面膜10片	8	1
****l	0	3	感觉没有很好用敷脸上精华并不多	【玄彬同款】水润面膜	1	1
我***l	1	3	之前一直都是在朋友的实体店买的，但是最近她换工作了，只有抱着试试的态度，在京东上面买，希望是正品	茶树面膜10片	8	1
F***7	0	2	盒子没有塑封，感觉是打开过的，不是新的，圆形的开口塑封也没有	【提亮紧致】胶原蛋白面膜	2	1
****m	1	3	有待用后追评使用感受方便适合肤质还行补水效果有待确认贴合效果鼻子位置太小了	【补水保湿】水润面膜	1	1
中***霍	0	3	很一般	【镇定肌肤】茶树面膜	8	1
u***x	0	2	试了一张，保湿效果一般最近每天都有做面膜好好护肤效果持续使用中，不过特价确实很实惠	美白黑炭面膜10片	3	1
我***贝	0	3	同一家店里买的东西。其他几个不同效果的面膜都能扫出来二维码。就这一盒扫不出来。不知道真假。	【美白提亮】美白保湿黑面膜	3	1
c***n	0	2	打开袋子后发现包装开过	针剂水库补水保湿面膜25ml*10	1	1
****D	0	3	，评价面膜吧，不如我在实体店买的，就补点水贴合效果还可以吧	【提亮紧致】胶原蛋白面膜	2	1
****5	1	2	价格变化太快，不能给好评了。	【紧致细腻】毛孔紧致黑面膜	4	1
****r	0	3	⊙∀⊙，已压扁	【缓解痘痘】茶树面膜	8	1
2***L	0	3	膜布有点粗糙，贴着不舒服	【光滑弹嫩】胶原蛋白面膜	2	1
****v	0	3	这次买的非常不好，厚，硬不贴肤，不水润，干，面膜质地太次，好像下脚料上面都是字母	【弹力紧致】胶原蛋白面膜	2	1
****8	0	2	不怎么好用，面膜精华少有点干	【焕白因子】美白保湿黑面膜	3	1
