用户名,会员,星级,评论,类型1,类型2,评论时间1,评论时间2,采集时间,评论时间3
b***猫,PLUS会员,"<div class=""comment-star star5""></div>",一直都用美迪惠尔的各种面膜，超级大粉丝了，如果能给忠实粉丝有个回馈就好了，各款都很好用，蓝色是最补水的，用完很舒服，其他都是功能性的也不错,,【紧致滋养】珍珠蛋白面膜,,2022-04-17 12:10,2022-04-24 11:43:51.744,
佳***-,,"<div class=""comment-star star5""></div>",水水润润的，特别适合我的肤质，春天用也不会有泥，冬天的话，皮肤也不会干。特别特别的好用。用完之后还会继续来购买。物流也超级快，哦。,【柔嫩焕亮】珍珠蛋白面膜,,2021-06-19 18:48,,2022-04-24 11:43:51.793,
L***F,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：纺织布材质的面膜，现在比较少见了，很厚，面膜不那么容易变干，敷了40分钟，也还很湿润使用感受：面膜整个浸满珍珠粉液，贴完很白，第二天早起皮肤水嫩适合肤质：任何,,【柔嫩焕亮】珍珠蛋白面膜,,2021-06-14 09:14,2022-04-24 11:43:51.838,
****8,PLUS会员,"<div class=""comment-star star5""></div>",完美，产品很惊艳，性价比合适，希望用的长久！简直太好用了，只能用完美来形容！强烈推荐！,,,,,2022-04-24 11:43:51.894,
s***3,PLUS会员,"<div class=""comment-star star5""></div>",美迪惠尔珍珠系列，已经送给朋友使用了。反馈还不错哟，看来以后趁京东搞活动继续买它。快递也很快，服务态度很好。总体的体验感真心满意。,,【柔嫩焕亮】珍珠蛋白面膜,,2021-09-10 19:32,2022-04-24 11:43:52.296,
u***m,PLUS会员,"<div class=""comment-star star5""></div>",价格便宜实惠好用，不错用玩之后感觉很好。,,【焕亮紧致】珍珠蛋白面膜,,2022-03-10 15:21,2022-04-24 11:43:52.363,
****2,,"<div class=""comment-star star5""></div>",非常好用，不是第一次买了，总是在回购，每次用不同效果的都试了一遍，这个品牌还是比较好用的，脸用完了滑滑的，感觉补水效果非常好，还有均匀肤色作用,,,,,2022-04-24 11:43:52.419,
****e,PLUS会员,"<div class=""comment-star star5""></div>",非常好用的一款面膜！一直都在用！棒棒棒！,,【柔嫩焕亮】珍珠蛋白面膜,,2021-08-16 20:46,2022-04-24 11:43:52.480,
柒***柒,PLUS会员,"<div class=""comment-star star5""></div>",很不错，很好用，蛮好的，一直都在用！,,【焕亮紧致】珍珠蛋白面膜,,2021-11-13 15:21,2022-04-24 11:43:52.541,
d***h,,"<div class=""comment-star star5""></div>",产品质感：大牌范儿十足使用感受：舒服，有效，超补水，超美白,,【焕亮紧致】珍珠蛋白面膜,,2021-12-28 20:01,2022-04-24 11:43:52.596,
****b,,"<div class=""comment-star star5""></div>",还不错的产品，美白效果也还可以哦，里面的精华非常浓稠，像乳液一样,,,,,2022-04-24 11:43:52.655,
转***湖,,"<div class=""comment-star star5""></div>",双11真的是便宜了很多，一下子买了好多，囤了一大锅货，冬季补水就靠它了，真的特别的补水，用完之后皮肤都是水嫩嫩的能掐出水来。,,【焕亮紧致】珍珠蛋白面膜,,2021-11-19 12:33,2022-04-24 11:43:52.724,
水***澜,PLUS会员,"<div class=""comment-star star5""></div>",富含水解珍珠蛋白，有营养提亮肤质，还锁水抚平皱纹，很好用。,,,,,2022-04-24 11:43:52.795,
s***5,PLUS会员,"<div class=""comment-star star5""></div>",面膜材质比较厚伸展力不大，精华乳白色的非常多，用后比较滋润，还不错,,【紧致滋养】珍珠蛋白面膜,,2022-04-22 07:12,2022-04-24 11:43:52.898,
u***x,,"<div class=""comment-star star5""></div>",这个品牌的很多款式都买回来了，都要试一下，感觉很好,,【焕亮紧致】珍珠蛋白面膜,,2022-01-16 17:31,2022-04-24 11:43:53.315,
a***7,PLUS会员,"<div class=""comment-star star5""></div>",补水效果：用完以后水润润的非常舒服。贴合效果：贴合效果也很好。,,,,,2022-04-24 11:43:53.370,
j***n,,"<div class=""comment-star star5""></div>",这款面膜非常喜欢，水分很足，里面的精华液也非常多，用起来很舒服，经常在京东购买，送货也快，喜欢,,,,,2022-04-24 11:43:53.409,
麦***果,PLUS会员,"<div class=""comment-star star5""></div>",以前没用过，看到有活动，抱着试试看的心态买的，没想到，补水效果还真的不错啊，集美们，放心买吧！！！物流也特价快，只是补水,,【焕亮紧致】珍珠蛋白面膜,,2022-03-05 18:16,2022-04-24 11:43:53.457,
****P,,"<div class=""comment-star star5""></div>",很不错，一直用这款面膜，以前用的补水款，效果很好，这次换换用，感觉也挺好,,,,,2022-04-24 11:43:53.502,
风***月,PLUS会员,"<div class=""comment-star star5""></div>",一直都在用美迪惠尔的面膜，精华多还非常容易吸收，这次趁着618搞活动买了其他几种功效的试试效果，注意这款珍珠美白的是一盒五片装，和其他十片一盒的不一样,,【柔嫩焕亮】珍珠蛋白面膜,,2021-06-17 13:22,2022-04-24 11:43:53.542,
l***y,,"<div class=""comment-star star5""></div>",之前缺货没买到，面膜好用，快递送货很快就到了。,,【焕亮紧致】珍珠蛋白面膜,,2022-02-03 22:13,2022-04-24 11:43:53.591,
熊***e,PLUS会员,"<div class=""comment-star star5""></div>",京东618活动非常优惠，买四件打折下来非常划算，经常可以做面膜了，不用担心价格的问题，这个品牌是非常不错的，一直都用这个品牌。,,【柔嫩焕亮】珍珠蛋白面膜,,2021-06-16 19:56,2022-04-24 11:43:53.640,
****2,PLUS会员,"<div class=""comment-star star5""></div>",误打误撞的拍了一件，打开发现里面就5片装，还很失望，结果是让我最惊喜的一款，敷后皮肤超白嫩，补水效果也很不错，还会继续回购的,,,,,2022-04-24 11:43:53.689,
****b,PLUS会员,"<div class=""comment-star star5""></div>",不错，很好用，用起来很方便，也不占地方，价格也实惠，推荐购买！,,【柔嫩焕亮】珍珠蛋白面膜,,2021-09-23 10:57,2022-04-24 11:43:53.739,
h***6,PLUS会员,"<div class=""comment-star star5""></div>",第一次用这款面膜是朋友推荐的，以后一直在回购这款面膜，面膜很柔软，很舒适，也很保湿,,【焕亮紧致】珍珠蛋白面膜,,2022-04-07 16:10,2022-04-24 11:43:54.170,
q***M,PLUS会员,"<div class=""comment-star star5""></div>",第一次购买，补水效果非常好，早上起来皮肤润白，滑嫩，还会回购,,【焕亮紧致】珍珠蛋白面膜,,2022-01-03 16:56,2022-04-24 11:43:54.230,
王***l,PLUS会员,"<div class=""comment-star star5""></div>",很喜欢的一款面膜，这次有活动就多买了几个不同的面膜，每天都要用，膜质很好，品牌的就是不一样，支持京东，支持美迪惠尔的面膜，因为很好用,,【焕亮紧致】珍珠蛋白面膜,,2021-12-06 18:25,2022-04-24 11:43:54.282,
初***蟹,PLUS会员,"<div class=""comment-star star5""></div>",经常买无数次回购一直用的面膜！自己感觉不错！补水效果非常好.棒棒哒,,【柔嫩焕亮】珍珠蛋白面膜,,2021-10-07 10:12,2022-04-24 11:43:54.343,
j***b,PLUS会员,"<div class=""comment-star star5""></div>",这个品牌用了很多年了，这次买了珍珠蛋白净透款，有提亮肌肤的功效，很好用。,【焕亮紧致】珍珠蛋白面膜,,2021-12-09 14:15,,2022-04-24 11:43:54.426,
y***央,,"<div class=""comment-star star5""></div>",这款面膜是朋友推荐的，第一次买，刚好趁着搞活动时就买了四盒，每天睡觉前贴一片，很好用，补水效果挺好，下次还会继续入手的，哈哈?,,【柔嫩焕亮】珍珠蛋白面膜,,2021-07-12 08:40,2022-04-24 11:43:54.496,
A***雅,PLUS会员,"<div class=""comment-star star5""></div>",这款面膜是新品，之前没有用过，这次一出来赶紧买回来试试，感觉很神奇，乳液和面膜结合，感觉很新奇，特地买回来试试，好用的话会继续购买的,,【柔嫩焕亮】珍珠蛋白面膜,,2021-06-07 09:12,2022-04-24 11:43:54.559,
房***沫,PLUS会员,"<div class=""comment-star star5""></div>",第一次买这个牌子的面膜，性价比很高，趁着活动买的很划算，一次买了四盒，够用很久的了！昨天买的，今天就到了！京东物流一向都是很给力的！,【柔嫩焕亮】珍珠蛋白面膜,,2021-10-11 09:06,,2022-04-24 11:43:54.618,
超***仔,PLUS会员,"<div class=""comment-star star5""></div>",这款面膜滋润型的，敷完面膜特别补水脸也特别滑,,,,,2022-04-24 11:43:54.677,
小***7,PLUS会员,"<div class=""comment-star star5""></div>",日用面膜一直喜欢美迪惠尔，韩国平价面膜之王，之前也用过其他牌子，作为日用面膜，还是美迪惠尔实惠而且好用，日常补水效果刚刚滴，面膜质地也很好，很亲肤，京东优惠活动时候买很划算，推荐！,,【焕亮紧致】珍珠蛋白面膜,,2022-02-05 00:31,2022-04-24 11:43:54.751,
f***e,,"<div class=""comment-star star5""></div>",双十一买了很多，很好用,,【焕亮紧致】珍珠蛋白面膜,,2021-11-12 13:38,2022-04-24 11:43:55.194,
木***姐,PLUS会员,"<div class=""comment-star star5""></div>",活动买了很多，很合适一直在用,,【柔嫩焕亮】珍珠蛋白面膜,,2021-06-20 14:40,2022-04-24 11:43:55.244,
****P,,"<div class=""comment-star star5""></div>",面膜超级好用，敷完脸上感觉蛋白满满，推荐使用???,,,,,2022-04-24 11:43:55.303,
****m,,"<div class=""comment-star star5""></div>",滋润度足够精华液也多非常喜欢,,【柔嫩焕亮】珍珠蛋白面膜,,2021-10-04 09:14,2022-04-24 11:43:55.351,
爱***大,,"<div class=""comment-star star5""></div>",已经是第五次购买了！质量真的超好！穿上很舒服！同事朋友都叫我帮买！买到就是赚到！,,,,,2022-04-24 11:43:55.396,
****z,PLUS会员,"<div class=""comment-star star5""></div>",连续开了好几年的京东会员，一直在信赖京东，在京东上面购物，物品很好，已经买了好多次了,,,,,2022-04-24 11:43:55.444,
马***0,,"<div class=""comment-star star5""></div>",第一次买，用过才来评价个人觉得水润面膜和美白黑面膜很好用,,,,,2022-04-24 11:43:55.492,
幸***屋,PLUS会员,"<div class=""comment-star star5""></div>",用过很多面膜，美迪惠尔的这款面膜还是不错的，很好用精华也多，此次活动优惠力度挺大囤一些货，京东自营的送货一如既往的给力，推荐大家购买此款产品。,,【柔嫩焕亮】珍珠蛋白面膜,,2021-07-08 06:55,2022-04-24 11:43:55.540,
x***3,PLUS会员,"<div class=""comment-star star5""></div>",补水效果很好敷后脸上皮肤滑滑的很舒服,,,,,2022-04-24 11:43:55.585,
****c,PLUS会员,"<div class=""comment-star star5""></div>",非常好用一直用有活动很划算再多买一些效果很好非常满意,,【焕亮紧致】珍珠蛋白面膜,,2021-12-20 16:34,2022-04-24 11:43:55.641,
蓉***城,,"<div class=""comment-star star5""></div>",不错。已经无数次的回购了真的很好用比店里要便宜很多,,,,,2022-04-24 11:43:56.038,
H***y,PLUS会员,"<div class=""comment-star star5""></div>",赶上活动囤货很合适的,,【焕亮紧致】珍珠蛋白面膜,,2022-01-28 16:27,2022-04-24 11:43:56.092,
u***f,PLUS会员,"<div class=""comment-star star5""></div>",美迪惠尔的面膜很好用特别是补水面膜真的是美容院补水的首选面膜。每次做完美容美容院都要求后续联系贴几天的不会说面膜维持都是推荐的美迪惠补水面膜。在京东购买每次都有很大的优惠力度非常不错送货速度很快哪怕是缺货的情况下,,【柔嫩焕亮】珍珠蛋白面膜,,2021-10-09 00:42,2022-04-24 11:43:56.150,
v***n,PLUS会员,"<div class=""comment-star star5""></div>",送的很快，东西很好回购了。,,【焕亮紧致】珍珠蛋白面膜,,2021-11-29 20:16,2022-04-24 11:43:56.220,
****a,,"<div class=""comment-star star5""></div>",活动价格太给力了，算下来一盒才三十多，京东的发货速度真的很快，当天就收到了，好评。,,,,,2022-04-24 11:43:56.273,
****0,,"<div class=""comment-star star5""></div>",好用第二次买了买一个系列都非常好用,,【焕亮紧致】珍珠蛋白面膜,,2021-10-19 20:22,2022-04-24 11:43:56.325,
金***姐,PLUS会员,"<div class=""comment-star star5""></div>",使用感受：清爽舒适适合肤质：都可以吧补水效果：很可以,,,,,2022-04-24 11:43:56.379,
g***a,,"<div class=""comment-star star5""></div>",保湿效果很好，用完第二天还是水润的,,,,,2022-04-24 11:43:56.436,
****x,PLUS会员,"<div class=""comment-star star5""></div>",价格非常便宜，送货速度也非常快，真的超级值，值得购买！,,,,,2022-04-24 11:43:56.487,
u***w,PLUS会员,"<div class=""comment-star star5""></div>",双十一价格确实便宜好多。果断下单，第二天就收到了，京东物流绝对好评！,,,,,2022-04-24 11:43:56.552,
小***3,PLUS会员,"<div class=""comment-star star5""></div>",保湿效果不错，膜布很薄，很柔软。,,【焕亮紧致】珍珠蛋白面膜,,2021-12-27 07:24,2022-04-24 11:43:56.961,
冒***瓜,PLUS会员,"<div class=""comment-star star5""></div>",好用，补水效果不错，味道也好闻。敏感肌可以用，缓解干皮很好,,【柔嫩焕亮】珍珠蛋白面膜,,2021-08-24 21:43,2022-04-24 11:43:57.017,
f***0,,"<div class=""comment-star star5""></div>",非常好用，不油腻，不紧绷，适合我！,【柔嫩焕亮】珍珠蛋白面膜,,2021-06-30 09:43,,2022-04-24 11:43:57.066,
东***擂,PLUS会员,"<div class=""comment-star star5""></div>",发货快，价格实惠，很满意。,,【柔嫩焕亮】珍珠蛋白面膜,,2021-09-23 23:17,2022-04-24 11:43:57.109,
x***1,PLUS会员,"<div class=""comment-star star5""></div>",美迪惠尔Mediheal珍珠蛋白净透乳液面膜很好,,,,,2022-04-24 11:43:57.182,
w***6,PLUS会员,"<div class=""comment-star star5""></div>",到货速度很快，买了好几款用着感觉都还不错。,,,,,2022-04-24 11:43:57.223,
r***y,PLUS会员,"<div class=""comment-star star5""></div>",很好用很滋润肌肤很好，味道很好闻,,,,,2022-04-24 11:43:57.276,
p***6,,"<div class=""comment-star star5""></div>",快递小哥辛苦了，这个价格能买到这么好的东西，真的是太好了,,,,,2022-04-24 11:43:57.328,
银***簇,PLUS会员,"<div class=""comment-star star5""></div>",这款面膜补水效果好水分充足精华液很多,,【柔嫩焕亮】珍珠蛋白面膜,,2021-07-12 08:19,2022-04-24 11:43:57.374,
-***-,PLUS会员,"<div class=""comment-star star5""></div>",看着挺好，用过其他的感觉很好，很棒,,,,,2022-04-24 11:43:57.436,
